N	2gram	Vygotskiy_	EvropaiE
1	и в	47	37
2	в отношении	9	32
3	в пределах	3	25
4	точки зрения	39	23
5	что в	23	21
6	не только	36	18
7	с точки	31	17
8	в то	10	16
9	то же	16	15
10	отношении к	4	15
11	в качестве	9	14
12	и не	27	14
13	но и	19	14
14	же время	1	14
15	в своем	3	14
16	но в	9	14
17	в этом	47	12
18	в том	38	11
19	в их	4	11
20	в области	5	11
21	с и	1	10
22	так и	8	10
23	в себе	14	9
24	прежде всего	9	9
25	только в	24	9
26	земного шара	1	9
27	в смысле	9	9
28	все более	2	9
29	так же	26	9
30	не может	23	9
31	отнюдь не	2	9
32	с одной	7	8
33	в ее	7	8
34	в своей	4	8
35	одной стороны	7	8
36	между тем	2	8
37	было бы	12	8
38	думать что	1	8
39	к тому	13	8
40	так как	25	7
41	того что	27	7
42	как и	19	7
43	по своему	11	7
44	также и	2	7
45	с другой	7	7
46	с этой	5	6
47	и даже	3	6
48	и на	4	6
49	том что	28	6
50	вовсе не	3	6
51	во всех	9	6
52	может быть	20	6
53	того чтобы	26	6
54	для того	24	6
55	стороны и	6	6
56	то что	40	6
57	как бы	13	6
58	на то	5	6
59	в той	7	5
60	тем самым	14	5
61	в виде	2	5
62	этой точки	4	5
63	не в	7	5
64	но не	13	5
65	к которым	1	5
66	от этого	3	5
67	и потому	3	5
68	которую мы	1	5
69	же как	14	5
70	в частности	4	5
71	как мы	24	5
72	одной из	4	5
73	столь же	2	5
74	но если	5	5
75	и по	6	5
76	в самом	15	4
77	то в	4	4
78	мы не	10	4
79	даже в	2	4
80	для нас	4	4
81	чем в	5	4
82	и притом	4	4
83	само по	1	4
84	именно в	9	4
85	в процессе	12	4
86	по себе	5	4
87	не имеет	6	4
88	в каком	2	4
89	культуры в	1	4
90	тем более	1	4
91	той или	2	4
92	не служит	1	4
93	вопрос о	9	4
94	но даже	2	4
95	лежат в	1	4
96	как это	7	4
97	несмотря на	2	4
98	в направлении	6	4
99	к ней	2	4
