N	3gram	Losev_Prob	OGranits
1	с точки зрения	9	5
2	не может быть	5	4
3	одно и то	4	3
4	вполне понятно что	1	3
5	есть прежде всего	3	3
6	в том что	17	2
7	и не является	1	2
8	не чем иным	2	2
9	ничего общего с	2	2
10	не что иное	6	2
11	того или иного	5	2
12	в зависимости от	3	2
13	в данном случае	12	2
14	и то же	5	2
15	есть не что	6	2
16	чем иным как	2	2
17	в самом деле	1	2
18	что иное как	6	2
19	с одной стороны	2	2
20	с другой стороны	11	2
21	мы все же	3	1
22	только к одному	1	1
23	которое мы дали	1	1
24	само собой разумеется	1	1
25	и тем что	2	1
26	в узком смысле	1	1
27	не было бы	3	1
28	в человеческом обществе	1	1
29	на самом деле	5	1
30	собственном смысле слова	1	1
31	или в конце	1	1
32	художественного произведения и	1	1
33	и тот же	1	1
34	и как бы	2	1
35	может быть не	1	1
36	между собою и	1	1
37	иметь в виду	2	1
38	наметить хотя бы	1	1
39	не говорить о	1	1
40	но может быть	1	1
41	равно как и	2	1
42	подобно тому как	2	1
43	ничего общего не	1	1
44	в значительной мере	2	1
45	по себе а	3	1
46	это и не	3	1
47	то не только	1	1
48	если бы мы	1	1
49	в эстетике и	1	1
50	так же как	3	1
51	тех или иных	7	1
52	на то что	2	1
53	как мог бы	1	1
54	для того чтобы	4	1
55	смысле слова и	3	1
56	мы уже видели	1	1
57	только потому что	3	1
58	быть и речи	1	1
59	углубляться в этот	1	1
60	она ни была	2	1
61	до такой степени	1	1
62	ни о какой	1	1
63	и никогда не	1	1
64	неразрывно связаны между	1	1
65	но это конечно	1	1
66	вовсе не на	1	1
67	в чем же	2	1
68	собой разумеется что	1	1
69	может стать не	1	1
70	то или иное	3	1
71	смысла художественного произведения	1	1
72	прежде всего является	1	1
73	в собственном смысле	1	1
74	что в этом	1	1
75	тех случаях когда	1	1
76	один и тот	1	1
77	в отличие от	2	1
78	и есть не	1	1
79	выходит за пределы	1	1
80	этой точки зрения	2	1
81	мы можем путем	1	1
82	узком смысле слова	2	1
83	ту или иную	3	1
84	все же есть	2	1
85	как и в	2	1
86	в связи с	9	1
87	то же самое	17	1
88	то он и	1	1
89	а вовсе не	3	1
90	с вещами как	1	1
91	к тому что	1	1
92	мы собственно говоря	1	1
93	та или иная	4	1
94	эстетике и в	1	1
95	тем не менее	23	1
96	только то что	4	1
97	эту точку зрения	1	1
98	и в его	3	1
99	связаны между собою	1	1
100	что же такое	3	1
101	только в связи	2	1
102	в одном случае	4	1
103	в этот вопрос	1	1
104	общего не имеет	1	1
105	более или менее	2	1
106	в то же	10	1
107	понимании этого слова	1	1
108	но и его	1	1
109	само по себе	5	1
110	почти никогда не	1	1
111	едва ли кто-нибудь	1	1
112	с этой точки	1	1
113	можно было бы	6	1
114	те или иные	6	1
115	мы не можем	2	1
116	в тех случаях	1	1
117	но что же	1	1
118	и не может	1	1
119	потому что они	2	1
120	нам кажется что	1	1
121	является не чем	1	1
122	может быть и	3	1
