N	2gram	Vygotskiy_	SlovoVZh
1	не может	15	16
2	может быть	34	14
3	точки зрения	15	14
4	как бы	33	13
5	и его	10	13
6	таким образом	35	12
7	и в	55	12
8	отношению к	2	11
9	по отношению	3	11
10	в нашем	3	11
11	и не	19	10
12	так как	20	9
13	если бы	21	9
14	прежде всего	6	8
15	для нас	9	7
16	сказать что	14	7
17	художественного произведения	3	7
18	все время	44	6
19	и героя	1	6
20	в ней	5	6
21	слова и	2	6
22	с помощью	3	6
23	в том	50	6
24	в процессе	1	6
25	только в	12	6
26	в нем	13	6
27	при этом	11	6
28	к содержанию	1	6
29	и др	2	5
30	можно сказать	4	5
31	что мы	12	5
32	героя и	9	5
33	хотя бы	5	5
34	должна быть	2	5
35	то же	16	5
36	художественной формы	6	5
37	а не	16	5
38	в виду	5	5
39	то что	69	5
40	мы ни	1	5
41	в жизни	2	5
42	как и	9	5
43	как в	4	5
44	том что	46	5
45	и следовательно	3	5
46	но в	7	5
47	никогда не	15	5
48	в самом	18	4
49	и к	5	4
50	и на	12	4
51	материала и	6	4
52	не только	24	4
53	ни было	1	4
54	и является	2	4
55	на самом	9	4
56	как если	1	4
57	за пределы	1	4
58	от того	6	4
59	его в	2	4
60	литературы и	2	4
61	мы все	8	4
62	с другой	12	4
63	не в	12	4
64	дело в	4	4
65	отношение к	1	4
66	что не	5	4
67	так и	6	4
68	уже не	1	4
69	жизни и	8	4
70	в этом	30	4
71	все же	11	4
72	зависимости от	9	4
73	к нему	1	4
74	поэтического произведения	1	3
75	бы то	1	3
76	как к	1	3
77	и с	3	3
78	ее и	1	3
79	находит свое	2	3
80	к герою	1	3
81	до сих	9	3
82	это как	2	3
83	и более	1	3
84	в котором	5	3
85	справедливо и	1	3
86	с героем	2	3
87	в поэзии	5	3
88	мы не	8	3
89	то ни	1	3
90	между тем	4	3
91	для него	5	3
92	с ним	4	3
93	того что	12	3
94	быть и	2	3
95	и уже	4	3
96	когда он	10	3
97	в некоторых	2	3
98	имеет в	1	3
99	все это	8	3
100	он должен	8	3
101	ни в	5	3
102	в пределах	3	3
103	конечно не	3	3
104	по себе	13	3
105	так же	19	3
106	в них	7	3
107	из общего	1	3
108	в каком	7	3
109	этой точки	3	3
110	самом деле	17	3
111	только на	4	3
112	но для	1	3
113	в себе	13	3
114	произведения и	1	3
115	ясно что	10	3
116	художественном произведении	3	3
117	все эти	5	3
118	о том	24	3
119	в своей	8	3
120	и герой	2	3
121	здесь не	1	3
122	не менее	1	3
123	из этого	7	3
124	в художественном	4	3
125	и проч	2	3
126	в такой	1	3
127	нуждается в	3	3
128	да и	4	3
129	но и	16	3
130	бы мы	7	3
131	ведь и	1	3
132	и для	13	3
133	точка зрения	4	3
134	художественное произведение	5	3
135	и ее	1	3
136	и наконец	5	3
137	сих пор	9	3
138	и вообще	2	3
139	формы и	4	3
140	не к	1	3
141	еще не	6	3
142	в особенности	3	2
143	что в	43	2
144	этих двух	8	2
145	все они	2	2
146	истории литературы	1	2
147	нет ничего	1	2
148	но это	2	2
149	не так	4	2
150	и потому	8	2
151	действия и	5	2
152	и другие	3	2
153	ни на	3	2
154	и то	12	2
155	социальной жизни	1	2
156	мы можем	8	2
157	и самое	1	2
158	в данном	4	2
159	в душе	2	2
160	в то	6	2
161	еще раз	2	2
162	которые мы	1	2
163	и содержания	1	2
164	слово это	1	2
165	на один	1	2
166	данном случае	4	2
167	согласие или	2	2
168	нас и	2	2
169	с одной	15	2
170	совпадает с	1	2
171	уже в	7	2
172	там где	6	2
173	в его	8	2
174	этого взаимодействия	2	2
175	с этой	5	2
176	она не	1	2
177	это не	9	2
178	одной стороны	15	2
179	относится к	2	2
180	как уже	1	2
181	дело с	5	2
182	с точки	5	2
183	мы имеем	10	2
184	и дает	3	2
185	была бы	4	2
186	искусства и	8	2
187	эти и	1	2
188	на него	4	2
189	тем как	2	2
190	кроме того	1	2
191	тогда когда	1	2
192	в себя	2	2
193	от всех	1	2
