N	3gram	Vygotskiy_	Problema
1	тем не менее	6	56
2	о том что	3	39
3	в том что	41	37
4	то же самое	9	30
5	в связи с	8	29
6	в данном случае	1	28
7	той или иной	2	26
8	во всяком случае	10	25
9	с другой стороны	5	25
10	с точки зрения	11	25
11	содержит в себе	2	23
12	в конце концов	1	23
13	сам по себе	2	21
14	сама по себе	1	21
15	и то что	3	20
16	на то что	5	19
17	в этом смысле	7	19
18	ни в каком	1	18
19	для того чтобы	14	17
20	точно так же	4	16
21	то что мы	2	15
22	до сих пор	3	14
23	не что иное	2	14
24	что иное как	2	14
25	в этом случае	4	14
26	ничего общего с	2	13
27	это значит что	6	13
28	сами по себе	4	13
29	того или иного	2	13
30	можно было бы	8	13
31	не может быть	5	12
32	но даже и	1	12
33	так или иначе	1	12
34	в каком случае	1	12
35	и в этом	2	12
36	можно сказать что	1	12
37	в то время	5	12
38	то время как	5	12
39	тех или иных	1	11
40	есть не что	1	11
41	мы должны сказать	2	11
42	бы то ни	1	11
43	с одной стороны	8	11
44	и тем самым	3	10
45	не только не	1	10
46	вместе с тем	11	10
47	более или менее	3	10
48	только то что	1	10
49	не только в	1	10
50	должны сказать что	2	9
51	по этому поводу	4	9
52	не имеет ничего	1	9
53	то и другое	5	9
54	только в том	4	8
55	заключается в том	18	8
56	о том как	1	7
57	когда мы говорим	1	7
58	чем иным как	1	7
59	но и в	1	7
60	с самого начала	6	7
61	не чем иным	1	7
62	в этой области	2	7
63	между знаком и	2	7
64	так же и	1	7
65	только потому что	2	7
66	обратить внимание на	1	7
67	тот или иной	1	7
68	и как бы	2	6
69	в самом деле	4	6
70	и то же	6	6
71	так и в	2	6
72	это то что	1	6
73	и только в	1	6
74	не имеет никакого	1	6
75	ни в какой	5	6
76	то что в	3	6
77	и в его	1	6
78	в буквальном смысле	1	6
79	то ни было	1	6
80	на первый план	5	6
81	в том смысле	3	6
82	в этом отношении	9	6
83	само по себе	3	6
84	по себе а	1	5
85	в собственном смысле	12	5
86	хотя бы и	2	5
87	указывает на то	2	5
88	на этот раз	2	5
89	в первую очередь	2	5
90	а также и	1	5
91	мы говорили выше	2	5
92	не имеют ничего	1	5
93	если мы возьмем	1	5
94	так же как	9	5
95	та или иная	3	5
96	в том виде	4	5
97	том смысле что	2	5
98	с первого взгляда	2	5
99	в том числе	3	5
100	мы могли бы	12	5
101	в зависимости от	6	5
102	с той или	1	5
103	потому что оно	2	5
104	том виде как	3	5
105	том или ином	1	5
106	имеют ничего общего	1	5
107	но если мы	1	5
108	одно и то	6	5
109	том что он	1	5
110	же как и	6	5
111	если мы скажем	1	4
112	друг от друга	2	4
113	как мы уже	3	4
114	связи с этим	2	4
115	как это мы	1	4
116	том числе и	3	4
117	и вместе с	2	4
118	но все же	1	4
119	и тем же	4	4
120	мы видели выше	1	4
121	мы скажем что	1	4
122	в том чтобы	2	4
123	этой точки зрения	4	4
124	все же не	2	4
125	буквальном смысле слова	1	4
126	даже если бы	1	4
127	собственном смысле слова	3	4
128	а с другой	4	4
129	и во всяком	2	4
130	ту или иную	1	4
131	не потому что	1	4
132	именно то что	1	4
133	и с точки	1	4
134	одним и тем	4	4
135	как мы видели	4	4
136	подобно тому как	1	4
137	во всех этих	1	4
138	всяком случае не	1	4
139	то обстоятельство что	4	4
140	друг к другу	1	4
141	одной стороны и	1	3
142	в результате этого	1	3
143	потому что она	1	3
144	таким образом что	6	3
145	мы никогда не	3	3
146	в отличие от	8	3
147	и того же	5	3
148	к тому что	1	3
149	имея в виду	1	3
150	который в своем	1	3
151	за то что	1	3
152	как и в	3	3
153	не является ни	1	3
154	здесь мы имеем	2	3
155	в результате чего	1	3
156	как мы его	1	3
157	с тем что	4	3
158	как мы увидим	2	3
159	что и в	6	3
160	с этой точки	4	3
161	тот факт что	7	3
162	отнюдь не является	1	3
163	по сравнению с	4	3
164	мы увидим ниже	1	3
165	не выходит за	1	3
166	вовсе не в	1	3
167	при современном состоянии	1	3
168	одного и того	5	3
169	если бы мы	2	3
170	том что в	3	3
171	является не просто	2	3
172	в известном смысле	2	3
173	того что мы	2	3
174	ничем не отличается	1	3
175	к выводу что	2	3
176	далеко не все	1	3
177	так как они	2	3
178	мы не знаем	2	3
179	или лучше сказать	1	3
180	далеко не всегда	1	3
181	после того как	1	3
182	все больше и	1	2
183	со всеми своими	1	2
184	не только то	1	2
185	том что это	1	2
186	связи с той	1	2
187	по отношению к	3	2
188	как мы говорили	1	2
189	один из них	1	2
190	мы говорим о	1	2
191	прав в том	2	2
192	не могут рассматриваться	1	2
193	с ним в	1	2
194	и во многих	1	2
195	и как они	1	2
196	совершенно ясно что	1	2
197	сказать что в	1	2
198	что оно есть	1	2
199	нечто такое что	1	2
200	между тем как	4	2
201	но только в	1	2
202	как показывает исследование	2	2
203	в последнее время	4	2
204	что в этом	1	2
205	в целом и	2	2
206	ли после этого	1	2
207	связи с этой	1	2
208	с чем мы	1	2
209	в этом же	2	2
210	один и тот	6	2
211	на этой ступени	4	2
212	в виду не	1	2
213	того и другого	2	2
214	тем и другим	1	2
215	потому что мы	1	2
216	и тем что	1	2
217	нас не только	1	2
218	мы не можем	2	2
219	ни одна из	1	2
220	как и у	1	2
221	и что в	2	2
222	выходит за пределы	1	2
223	и все же	1	2
224	является одним из	1	2
225	того же типа	2	2
226	не могли бы	2	2
227	что он не	2	2
228	как и во	1	2
229	и тот же	6	2
230	в духовном смысле	1	2
231	что значение слова	1	2
232	больше и больше	1	2
233	точки зрения логики	1	2
234	уже содержит в	1	2
235	в которой они	1	2
236	не отличается от	1	2
237	однако и здесь	1	2
238	нам думается что	1	2
239	мы не могли	1	2
240	в том же	1	2
241	перед нами в	2	2
242	могло бы быть	1	2
243	таким образом у	1	2
244	друг на друга	3	2
245	заключается только в	2	2
246	все более и	1	2
247	для обозначения и	1	2
248	то же что	1	2
249	что перед нами	3	2
250	что все эти	1	2
251	между собой и	2	2
252	к тому или	3	2
253	ни один из	4	2
254	но в силу	1	2
255	из них не	1	2
256	принять во внимание	2	2
257	и в связи	1	2
258	так как он	2	2
259	вообще не есть	1	2
260	в свою очередь	3	2
261	не просто в	1	2
262	и в том	1	2
263	тому или иному	4	2
264	связаны между собой	2	2
265	а вместе с	1	2
266	связи с теми	1	2
267	в том случае	2	2
268	здесь как и	1	2
269	как и для	1	2
270	дня и ночи	1	2
271	он не является	1	2
272	и той же	5	2
273	едва ли можно	1	2
274	мы встречаемся с	1	2
275	более и более	1	2
276	если принять во	2	2
277	он может быть	1	2
278	тем что они	2	2
279	и здесь мы	1	2
280	не тем что	2	2
281	одной и той	5	2
282	по себе как	1	2
283	но тем не	1	2
284	и в самом	1	2
285	и что он	1	2
286	и не только	1	2
287	в себе и	2	2
288	в следующем виде	3	2
289	в себе никакого	1	2
290	в глаза и	1	1
291	в конкретной речи	1	1
292	и на этот	1	1
293	одним из главнейших	1	1
294	понятие еще не	1	1
295	является в этом	1	1
296	между внешней и	1	1
297	имеет в виду	2	1
298	от того чтобы	1	1
299	не встречает как	1	1
300	о которой мы	1	1
301	что она не	1	1
302	но всегда в	1	1
303	новых и новых	1	1
304	и находится в	1	1
305	одна из этих	1	1
306	никогда не можем	1	1
307	от тех предметов	1	1
308	в виде общего	1	1
309	не связаны между	1	1
310	что при такой	1	1
311	зрения логики и	1	1
312	но все они	1	1
313	при каких условиях	2	1
314	содержания и формы	1	1
315	что мы в	1	1
316	оказывается здесь не	1	1
317	в целом но	3	1
318	в этом словаре	1	1
319	к частному и	3	1
320	мышлением и с	1	1
321	в какой степени	2	1
322	таким же образом	2	1
323	который как мы	1	1
324	самом деле если	1	1
325	тогда когда мы	1	1
326	как в его	1	1
327	так как она	2	1
328	подлежит никакому сомнению	2	1
329	кроме того что	1	1
330	останавливаться ни на	1	1
331	с ним ни	1	1
332	очень часто в	1	1
333	именно в этой	1	1
334	что в процессе	1	1
335	начало и конец	1	1
336	вновь и вновь	1	1
337	не только на	1	1
338	смысле этого слова	10	1
339	уже в самом	1	1
340	речь идет о	2	1
341	приводит нас к	1	1
342	является здесь не	1	1
343	о значении слова	1	1
344	с тем и	4	1
345	уже перестают быть	1	1
346	они относятся к	2	1
347	по аналогии с	1	1
348	остается то что	1	1
349	и таким образом	1	1
350	которого он был	1	1
351	силу которого он	1	1
352	возникновения и развития	2	1
353	и в нашем	1	1
354	в новую структуру	1	1
355	и превращается в	1	1
356	ничем не отличаются	1	1
357	не сами по	1	1
358	на этот вопрос	2	1
359	в виду те	1	1
360	и я не	1	1
361	так как это	2	1
362	на том основании	1	1
363	общего и частного	1	1
364	не входит в	1	1
365	значение в связи	1	1
366	деле для нас	1	1
367	время как другие	1	1
368	же образом как	1	1
369	к вопросу о	1	1
370	включения его в	1	1
371	понятия как они	1	1
372	вместе с развитием	1	1
373	как при помощи	1	1
374	каким мы его	1	1
