N	2gram	Vygotskiy_	Problemy
1	и в	55	106
2	и не	24	90
3	как бы	11	70
4	может быть	35	66
5	т е	3	59
6	в его	8	56
7	в этом	21	52
8	в нем	5	51
9	не может	30	49
10	как и	25	44
11	что он	17	44
12	точки зрения	32	40
13	но и	12	40
14	для него	1	39
15	и его	14	39
16	а не	18	38
17	о себе	1	37
18	то же	17	36
19	не только	25	36
20	в пределах	1	35
21	то что	47	33
22	но в	5	33
23	прежде всего	5	32
24	он не	8	29
25	в то	8	29
26	все это	11	29
27	и все	8	28
28	в одном	4	27
29	не в	19	27
30	к другому	1	27
31	же время	2	26
32	в самом	18	25
33	и с	5	25
34	к нему	3	25
35	с точки	12	25
36	в сущности	15	25
37	и т	36	25
38	не как	3	24
39	вовсе не	7	24
40	самом деле	19	24
41	и на	6	23
42	слова и	1	23
43	по себе	21	22
44	в каждом	5	22
45	что я	4	22
46	таким образом	38	22
47	там где	5	21
48	как мы	2	21
49	все же	9	20
50	никогда не	13	20
51	только в	18	20
52	потому что	27	20
53	что же	4	19
54	что в	39	19
55	с его	3	19
56	слова в	5	19
57	уже не	3	18
58	т п	24	18
59	в себе	6	18
60	еще не	2	18
61	о нем	2	18
62	на самом	6	18
63	но не	5	18
64	все эти	7	18
65	и к	5	17
66	с ним	2	17
67	а в	10	17
68	в том	55	17
69	это не	1	17
70	так и	6	17
71	так же	29	16
72	если бы	10	16
73	в своей	6	16
74	этом смысле	3	16
75	в другом	1	16
76	у него	4	15
77	до конца	9	15
78	и для	9	15
79	и наконец	2	15
80	и сам	3	14
81	в своем	3	14
82	как раз	4	14
83	в конце	6	14
84	а как	2	14
85	в отношении	3	14
86	так как	28	14
87	я не	1	14
88	он и	1	14
89	но все	1	13
90	на него	2	13
91	точка зрения	6	13
92	с другими	2	13
93	его в	3	13
94	в мире	1	13
95	и это	6	13
96	в романе	1	13
97	себя и	3	13
98	перед нами	1	13
99	голосов в	1	13
100	в большинстве	1	13
101	в целом	8	13
