N	2gram	Potebnia_M	EvropaiE
1	и в	48	37
2	в пределах	1	25
3	точки зрения	4	23
4	что в	30	21
5	не только	32	18
6	с точки	3	17
7	в то	16	16
8	то же	35	15
9	хотя бы	3	15
10	отношении к	3	15
11	и не	28	14
12	но и	30	14
13	же время	8	14
14	в своем	6	14
15	но в	8	14
16	в этом	19	12
17	в том	47	11
18	в их	2	11
19	в области	3	11
20	с и	3	10
21	так и	17	10
22	в себе	26	9
23	прежде всего	6	9
24	только в	29	9
25	земного шара	1	9
26	в смысле	4	9
27	все более	2	9
28	так же	6	9
29	не может	18	9
30	с одной	8	8
31	в ее	3	8
32	в своей	2	8
33	одной стороны	4	8
34	между тем	19	8
35	было бы	16	8
36	думать что	6	8
37	к тому	9	8
38	так как	20	7
39	того что	24	7
40	а также	1	7
41	как и	22	7
42	между прочим	5	7
43	по своему	2	7
44	с другой	8	7
45	нам кажется	7	7
46	то есть	53	6
47	с этой	2	6
48	и даже	3	6
49	вслед за	6	6
50	и на	5	6
51	том что	28	6
52	вовсе не	13	6
53	во всех	1	6
54	может быть	46	6
55	того чтобы	5	6
56	для того	8	6
57	стороны и	1	6
58	то что	37	6
59	как бы	10	6
60	на то	6	6
61	в той	2	5
62	тем самым	11	5
63	в виде	3	5
64	не в	24	5
65	но не	8	5
66	к которым	2	5
67	от этого	2	5
68	со стороны	4	5
69	и потому	9	5
70	которую мы	1	5
71	в течение	2	5
72	от моря	1	5
73	как мы	8	5
74	одной из	3	5
75	столь же	8	5
76	но если	2	5
77	и по	5	5
78	в самом	11	4
79	бы то	2	4
80	то в	1	4
81	мы не	17	4
82	даже в	3	4
83	ни было	2	4
84	для нас	40	4
85	не на	1	4
86	чем в	2	4
87	и притом	3	4
88	само по	6	4
89	в некотором	2	4
90	именно в	5	4
91	в процессе	2	4
92	по себе	26	4
93	не имеет	10	4
94	в каком	8	4
95	тем более	9	4
96	вопрос о	2	4
97	но даже	3	4
98	то ни	1	4
99	как совокупность	2	4
100	как это	1	4
101	несмотря на	2	4
102	к ней	7	4
103	в ней	11	4
104	сказать что	8	4
105	можно сказать	4	4
106	во многих	3	4
107	на всем	1	4
108	независимо от	10	4
109	и к	5	3
110	но на	2	3
111	и мы	3	3
112	можно думать	3	3
113	можно считать	1	3
114	этом отношении	2	3
115	ее в	2	3
116	что и	16	3
117	в результате	1	3
118	мы можем	13	3
119	не является	1	3
120	себе не	6	3
121	можно было	1	3
122	как было	1	3
123	не более	1	3
124	дело в	1	3
125	тем что	13	3
126	очевидно что	9	3
127	в таком	6	3
128	вообще не	1	3
129	в стороне	1	3
130	большинстве случаев	2	3
131	как в	17	3
132	жизни в	1	3
133	мира и	1	3
134	и со	1	3
135	в которых	5	3
136	по своим	1	3
137	в известном	1	3
138	с другом	1	3
139	бы ни	6	3
140	в них	9	3
141	во всяком	4	3
142	тем в	1	3
143	бы и	4	3
144	в данном	3	3
145	некотором смысле	2	3
146	в свою	6	3
147	не дает	2	3
148	связано с	2	3
149	потому что	82	3
150	время в	3	3
151	и тем	8	3
152	во второй	1	3
153	когда он	1	3
154	не будет	4	3
155	отчасти к	1	3
156	заключает в	10	3
157	этом смысле	2	3
158	уже и	1	3
159	себе в	2	3
160	в прошлом	1	3
161	известной степени	1	3
162	к ним	3	3
163	как на	6	3
164	с тем	9	3
165	в сфере	1	3
166	это так	2	3
167	и от	5	3
168	место в	4	3
169	о том	7	3
170	в общем	1	3
171	от них	4	3
172	мы видели	5	3
173	там где	6	3
174	и только	5	3
175	друг с	1	3
176	всяком случае	3	3
177	не из	4	3
178	того же	5	3
179	из них	11	3
180	их отношении	1	3
181	в известной	3	3
182	никогда не	2	3
183	таким образом	24	2
184	и то	13	2
185	в другой	3	2
186	и во	1	2
187	влияние на	3	2
188	тем меньше	1	2
189	мы видим	3	2
190	по преимуществу	1	2
191	говоря уже	1	2
192	можно в	1	2
193	данном случае	3	2
194	этот процесс	1	2
195	если в	2	2
196	на язык	1	2
197	второй половине	1	2
198	и того	2	2
199	должна быть	2	2
200	но еще	1	2
201	тогда когда	20	2
202	и имеет	1	2
203	в его	6	2
204	свою очередь	6	2
205	или по	2	2
206	одна и	2	2
207	еще более	1	2
208	тому чтобы	1	2
209	мира но	1	2
210	что это	6	2
211	это значит	1	2
212	хотя и	3	2
213	с этим	12	2
214	будет ли	3	2
215	какой бы	1	2
216	его на	3	2
217	и если	4	2
218	из того	2	2
219	например с	1	2
220	в содержании	1	2
221	с т	2	2
222	с другими	9	2
223	то не	3	2
224	другой стороны	4	2
225	участие в	1	2
226	наше внимание	1	2
227	в этих	2	2
228	но нужно	1	2
229	не могут	7	2
230	и наиболее	1	2
231	но с	1	2
232	в своих	2	2
233	как же	1	2
234	от друга	2	2
235	если бы	20	2
236	или в	4	2
237	что к	2	2
238	и с	4	2
239	заключается в	2	2
240	и все	5	2
241	и эта	2	2
242	рано или	2	2
243	сказанному выше	2	2
244	за тем	3	2
245	другой и	2	2
246	относятся к	2	2
247	мы ставим	1	2
248	в какой	3	2
249	вместе с	22	2
250	и как	8	2
251	помнить что	1	2
252	есть в	6	2
253	не есть	24	2
254	в порядке	1	2
255	в мире	3	2
256	одном из	4	2
257	же мало	2	2
258	как оно	2	2
259	между собой	1	2
260	если этот	1	2
261	между ними	4	2
262	друг от	2	2
263	не нужно	1	2
264	бы совершенно	1	2
265	в эту	4	2
266	и таким	1	2
267	нужно заметить	1	2
268	в других	3	2
269	а именно	1	2
270	на них	2	2
271	только одно	1	2
272	что эти	3	2
273	большей части	2	2
274	не говоря	3	2
275	но как	2	2
276	только к	1	2
277	и других	3	2
278	значение только	2	2
279	и более	4	2
280	в котором	7	2
281	следовало бы	2	2
282	не означает	1	2
283	и человеческой	2	2
284	эти последние	3	2
285	и что	13	2
286	более чем	2	2
287	она не	4	2
288	именно потому	1	2
289	имеет в	1	2
290	на основе	1	2
291	он не	4	2
292	окажется что	1	2
293	мы должны	6	2
294	кажется что	3	2
295	и теперь	6	2
296	что если	5	2
297	к такой	1	2
298	а не	22	2
299	и та	5	2
300	в одном	4	2
301	чем больше	3	2
302	отношений между	2	2
303	на основании	1	2
304	на одну	1	2
305	как совокупности	1	2
306	целый ряд	2	2
307	с в	4	2
308	далеко не	5	2
309	и другая	2	2
310	в истории	2	2
311	при помощи	2	2
312	а в	14	2
