N	3gram	Vygotskiy_	Sovremen
1	мы не можем	2	6
2	с точки зрения	5	5
3	в каждом отдельном	1	5
4	каждом отдельном случае	1	5
5	в зависимости от	7	4
6	не может быть	4	4
7	мы видели что	1	3
8	с самого начала	5	3
9	друг с другом	6	2
10	в свою очередь	1	2
11	то же самое	8	2
12	во всяком случае	1	2
13	в отличие от	3	2
14	может быть и	2	2
15	и мы получим	1	1
16	он может быть	2	1
17	не можем сказать	1	1
18	для ее объяснения	1	1
19	то ни было	1	1
20	таким образом все	2	1
21	мы знаем что	3	1
22	в том что	30	1
23	вовсе не хотим	1	1
24	что при таком	1	1
25	и именно в	2	1
26	мы должны признать	2	1
27	один и тот	1	1
28	сих пор в	1	1
29	на самом деле	8	1
30	не могут быть	1	1
31	до сих пор	9	1
32	одной стороны и	1	1
33	а может быть	1	1
34	влечет за собой	1	1
35	сами по себе	2	1
36	и тот же	2	1
37	не что иное	2	1
38	и значит он	1	1
39	одна и та	2	1
40	и та же	3	1
41	мы можем поставить	1	1
42	и все же	1	1
43	хотим сказать что	1	1
44	может быть в	1	1
45	в самом деле	8	1
46	но только не	1	1
47	какой бы то	1	1
48	дело в том	2	1
49	на другой день	1	1
50	в том случае	1	1
51	не хотим сказать	1	1
52	тот факт что	6	1
53	сказать ничего не	1	1
54	это как бы	1	1
55	той или иной	2	1
56	но в самом	1	1
57	ни одного из	1	1
58	вместе с ним	1	1
59	в результате мы	1	1
60	и во всех	1	1
61	что иное как	2	1
62	в данном случае	3	1
63	же самое в	2	1
64	равно как и	2	1
65	и для ее	2	1
66	одна из них	2	1
67	и прежде всего	1	1
68	и той же	4	1
69	в конечном счете	2	1
70	когда мы говорим	1	1
71	уже знаем что	1	1
72	с одной стороны	15	1
73	следующим образом если	1	1
74	одной и той	4	1
75	она и не	1	1
76	они не могут	1	1
77	как например при	1	1
78	в этой области	1	1
79	это означало бы	1	1
80	для его осуществления	1	1
81	так же как	3	1
82	точки зрения и	1	1
83	то же время	1	1
84	не в том	1	1
85	а не только	1	1
86	только одна из	1	1
87	и что следовательно	2	1
88	с другом мы	1	1
89	по отношению к	2	1
90	и может быть	2	1
91	в то же	1	1
92	оно может быть	2	1
93	бы то ни	1	1
94	заключает в себе	6	1
95	мы очень мало	1	1
96	и все время	1	1
97	на этот вопрос	5	1
98	заключают в себе	1	1
99	и в этом	2	1
100	для наших целей	1	1
101	по крайней мере	1	1
102	те или иные	1	1
103	в этом случае	2	1
104	и есть то	1	1
105	шаг за шагом	1	1
106	все эти три	1	1
107	можно было бы	4	1
108	и другую сторону	1	1
109	именно в том	3	1
110	в этом смысле	3	1
111	не можем назвать	1	1
112	должны еще раз	1	1
113	и в то	1	1
114	у нас на	1	1
115	по его мнению	4	1
116	мы видим что	5	1
117	может быть только	1	1
