N	2gram	Vygotskiy_	Hudozhes
1	в качестве	13	31
2	и в	33	23
3	не только	28	20
4	состоит в	11	20
5	в том	44	20
6	при этом	9	19
7	может быть	15	19
8	в частности	9	18
9	и не	18	16
10	тогда как	3	15
11	но и	14	14
12	внутренней речи	7	14
13	а не	14	13
14	но не	13	13
15	а в	5	13
16	в себе	4	13
17	в этом	43	12
18	то же	12	12
19	такого рода	1	12
20	так и	8	12
21	и его	6	12
22	сводится к	1	11
23	представляет собой	11	11
24	как бы	11	11
25	точки зрения	27	11
26	в его	15	11
27	по отношению	19	10
28	но в	9	10
29	отношению к	19	10
30	своего рода	1	9
31	или иной	1	9
32	том что	41	9
33	с другой	11	9
34	не в	10	9
35	не может	31	9
36	особого рода	1	8
37	себя в	4	8
38	в области	19	8
39	в то	5	8
40	что в	33	7
41	в самом	10	7
42	только в	21	7
43	в своей	5	7
44	в основе	12	7
45	и т.п	2	7
46	в отличие	3	7
47	отличие от	3	7
48	не столько	3	7
49	как это	11	7
50	по своей	7	7
51	лишь в	1	7
52	отношение к	12	7
53	другой стороны	9	6
54	более или	1	6
55	приводит к	10	6
56	можно сказать	7	6
57	с ее	1	6
58	с его	3	6
59	мы имеем	4	6
60	в ее	1	6
61	или менее	1	6
62	в нем	10	6
63	ни в	1	5
64	в виду	4	5
65	не на	5	5
66	мыслится как	1	5
67	не предполагает	1	5
68	что он	40	5
69	не менее	4	5
70	не является	7	5
71	того чтобы	26	5
72	для того	20	5
73	со стороны	3	5
74	иначе говоря	2	5
75	как к	1	5
76	для него	9	5
77	того что	34	5
78	прежде всего	5	5
79	в их	4	5
80	а на	1	5
81	или иначе	1	5
82	говоря словами	1	5
83	между ними	5	5
84	той или	1	5
85	и одновременно	1	5
86	тем самым	13	5
87	то что	48	5
88	в ходе	17	5
89	могут быть	7	5
90	место в	2	5
91	во втором	2	4
92	для себя	1	4
93	без исключения	1	4
94	на смену	1	4
95	по пути	1	4
96	например в	1	4
97	значении этого	1	4
98	отношения к	2	4
99	в слове	1	4
100	роли в	2	4
101	еще не	11	4
102	в данном	4	4
103	языка в	1	4
104	в воображении	1	4
105	входит в	1	4
106	в другом	7	4
107	сознания в	3	4
108	говорить о	3	4
109	и т.д	6	4
110	сказать что	18	4
111	к которому	7	4
112	в своем	11	4
113	к тому	14	4
114	во времени	1	4
115	или иным	2	4
116	и то	9	4
117	это не	8	4
118	в отношении	18	4
119	его в	6	4
120	не знает	6	4
121	и как	7	4
122	в этих	7	4
123	в себя	4	4
124	а только	8	4
125	того или	1	4
126	между тем	5	4
127	речи и	8	4
128	он не	13	4
129	и тем	5	4
130	и что	18	4
131	в форме	1	4
132	и о	1	4
133	однако в	1	4
134	в силу	14	4
135	или иного	1	4
136	хотя и	1	4
137	в той	8	3
138	и к	7	3
139	к действительности	1	3
140	на деле	1	3
141	и составляет	5	3
142	и на	11	3
143	в момент	4	3
144	с этой	8	3
145	даже в	1	3
146	была бы	1	3
147	о чем	3	3
148	подобно тому	6	3
149	если бы	13	3
150	оказывается в	2	3
151	и сам	1	3
152	есть в	2	3
153	в жизни	2	3
154	имеет место	4	3
155	как и	13	3
156	к его	4	3
157	их в	3	3
158	никто не	2	3
159	себя и	2	3
160	тем не	1	3
161	и того	8	3
162	и состоит	1	3
163	к нему	4	3
164	потому что	40	3
165	одной стороны	10	3
166	как совокупность	2	3
167	отношении к	2	3
168	в одном	3	3
169	другого в	1	3
170	имеем в	1	3
171	известной степени	1	3
172	текст как	1	3
173	мог бы	1	3
174	как правило	1	3
175	это отношение	1	3
176	во всей	3	3
177	в структуре	1	3
178	из этих	2	3
179	и для	3	3
180	в системе	4	3
181	он должен	9	3
182	таким образом	30	3
183	с одной	10	3
184	том числе	2	3
185	с точки	12	3
186	как раз	5	3
187	двоякого рода	1	3
188	и притом	2	3
189	связи с	9	3
190	но он	8	3
191	как говорит	2	3
192	в связи	6	3
193	или даже	2	3
194	по своему	4	3
195	во всех	3	3
196	как уже	5	3
197	тому как	6	3
198	принадлежит к	2	3
199	в свою	5	3
200	с языком	1	3
201	в которой	8	3
202	одно и	2	3
203	говоря о	2	3
204	в пределах	6	3
205	этом смысле	5	3
206	того же	13	3
207	что можно	1	3
208	одного и	9	3
209	слова в	3	3
210	и прежде	1	3
211	в целом	8	3
212	и ее	2	3
213	ведет к	2	2
214	более не	1	2
215	и другие	13	2
216	образом и	1	2
217	один из	4	2
218	речевой деятельности	1	2
219	с ним	6	2
220	строго говоря	1	2
221	из которых	3	2
222	не как	3	2
223	задолго до	4	2
224	том и	1	2
225	по себе	8	2
226	в них	3	2
227	оно не	2	2
228	этой точки	7	2
229	самом деле	9	2
230	между которыми	1	2
231	заключается в	15	2
232	на свою	2	2
233	все эти	9	2
234	имеет дело	1	2
235	именно в	8	2
236	значительной степени	1	2
237	с ними	4	2
238	как в	7	2
239	языка на	1	2
240	бы не	1	2
241	отличается от	2	2
242	у одного	3	2
243	в известном	9	2
244	всей своей	1	2
245	которая не	1	2
246	в каком	2	2
247	к другому	3	2
248	о том	13	2
249	могут оказаться	2	2
250	свою очередь	4	2
251	это и	3	2
252	еще и	3	2
253	при наличии	2	2
254	и конец	1	2
255	вытекает из	4	2
256	не могли	1	2
257	между собой	17	2
258	совершенно иной	3	2
259	своей природе	4	2
260	совпадает с	4	2
261	на основе	6	2
262	но во	1	2
263	слова и	3	2
264	могло быть	1	2
265	между двумя	4	2
266	и больше	1	2
267	не могло	1	2
268	или иных	2	2
269	речь идет	1	2
270	говорит что	7	2
271	вслед за	3	2
272	и это	3	2
273	так же	22	2
274	и возможность	1	2
275	о законе	1	2
276	еще один	1	2
277	в глаза	1	2
278	об этом	1	2
279	должен быть	1	2
280	из виду	2	2
281	известного рода	1	2
