N	2gram	Vygotskiy_	Vladivir
1	и в	65	116
2	то что	61	71
3	и не	20	67
4	у него	6	65
5	не только	16	65
6	в этом	37	53
7	в том	46	52
8	том что	28	51
9	что в	36	48
10	но и	6	47
11	в конце	5	41
12	в его	11	40
13	и с	4	39
14	то есть	30	37
15	и даже	4	36
16	сказать что	14	36
17	также и	1	36
18	так что	10	35
19	же с	2	34
20	потому что	26	33
21	что он	23	32
22	еще и	2	32
23	не может	17	31
24	о том	17	30
25	только в	9	30
26	как мы	12	29
27	никогда не	9	29
28	для него	4	29
29	вовсе не	11	27
30	а в	9	27
31	не было	4	26
32	а к	2	25
33	в себе	9	25
34	но в	5	25
35	в то	5	25
36	и то	10	25
37	и его	8	25
38	а также	1	24
39	точки зрения	19	23
40	между прочим	1	23
41	он не	11	23
42	может быть	33	23
43	что же	3	23
44	кроме того	2	22
45	он был	3	22
46	ни в	6	22
47	так как	13	22
48	в виде	5	22
49	об этом	4	22
50	в своей	6	21
51	вместе с	10	21
52	а именно	1	20
53	и что	29	20
54	в своем	8	20
55	для нас	14	20
56	прежде всего	2	20
57	не менее	1	19
58	в дальнейшем	1	19
59	и вообще	1	19
60	по поводу	1	19
61	как раз	14	19
62	таким образом	21	19
63	в течение	5	19
64	так и	3	19
65	и потому	1	19
66	как и	12	18
67	не мог	4	18
68	не в	12	18
69	не был	1	18
70	хотя и	1	18
71	как это	13	18
72	с его	2	18
73	то это	5	17
74	что и	7	17
75	в этой	20	17
76	едва ли	4	17
77	и если	13	17
78	а не	11	17
79	у нас	4	17
80	все же	10	16
81	уже не	2	16
82	к тому	18	16
83	не есть	1	16
84	совсем не	3	16
85	и все	14	16
86	было бы	22	16
87	того что	9	16
88	в котором	7	16
89	и к	5	15
90	то же	17	15
91	в своих	6	15
92	к этому	5	15
93	несмотря на	7	15
94	в связи	1	15
95	разного рода	1	15
96	до конца	5	15
97	но это	6	15
98	это было	4	15
99	того же	4	14
100	все эти	7	14
101	тут же	1	14
102	мы уже	12	14
103	и на	7	14
104	с а	1	14
105	уже в	1	14
106	и как	10	14
107	во всем	2	13
108	в результате	3	13
109	с тем	14	13
110	можно сказать	2	13
111	так же	12	13
112	не просто	7	13
113	на этот	2	13
114	и от	1	13
115	что это	19	13
116	то время	4	13
117	да и	1	13
118	дело в	1	13
119	жизни и	6	13
120	по себе	5	12
121	только на	3	12
122	некоторого рода	1	12
123	и это	13	12
124	и у	1	12
125	и по	2	12
126	в нем	8	12
127	то в	1	12
128	если не	1	12
129	всяком случае	6	12
130	ничего не	4	12
131	во всяком	6	12
132	есть только	3	12
133	связи с	2	12
134	мы сейчас	2	12
135	при этом	10	11
136	но что	3	11
137	более или	1	11
138	всякого рода	1	11
139	в данном	5	11
140	хотя бы	3	11
141	тому же	2	11
142	в которой	8	11
143	я не	9	11
144	на то	25	11
145	и здесь	9	11
146	никак не	12	11
147	в отношении	1	11
148	это есть	3	11
149	все это	12	11
150	или менее	1	11
151	мы должны	3	11
152	и о	6	11
153	в самом	41	10
154	даже в	2	10
155	вот что	1	10
156	что все	10	10
157	такого рода	1	10
158	с точки	11	10
159	в качестве	2	10
160	что его	3	10
161	можно было	7	10
162	что для	6	10
163	отнюдь не	2	10
164	к нему	2	10
165	с ним	6	10
166	еще не	3	10
167	собственно говоря	1	10
168	которую он	2	10
169	в истории	3	10
170	здесь не	3	10
171	он и	1	10
172	о нем	2	10
173	в ней	23	10
174	но не	3	10
175	о чем	1	9
176	и сам	1	9
177	именно в	3	9
178	с этим	11	9
179	с другой	8	9
180	мы знаем	3	9
181	и притом	1	9
182	но он	5	9
183	и можно	1	9
184	а только	1	9
185	но как	3	9
186	а с	4	9
187	не будет	2	9
188	мы будем	4	9
189	из этого	10	9
190	в начале	1	9
191	оно есть	2	9
192	это время	1	9
193	отношения к	3	9
194	своей жизни	2	9
195	что мы	6	9
196	что если	6	9
197	для меня	1	9
198	это не	7	9
199	по существу	4	9
200	что касается	2	9
201	в целом	8	9
202	с этой	5	8
203	это значит	4	8
204	не столько	1	8
205	в этих	3	8
206	тем что	7	8
207	в это	1	8
208	можно считать	1	8
209	в этот	1	8
210	конечно не	6	8
211	себя в	1	8
212	и он	5	8
213	это мы	2	8
214	в смысле	1	8
215	в чем	3	8
