N	3gram	Bakhtin_Fr	Problemy
1	то же время	13	26
2	в то же	13	26
3	с точки зрения	4	25
4	по отношению к	2	18
5	на самом деле	5	15
6	не может быть	2	14
7	в большинстве случаев	3	12
8	но в то	7	11
9	в конце концов	3	11
10	до сих пор	6	10
11	с другой стороны	5	9
12	с самого начала	1	9
13	во всяком случае	2	9
14	в том что	2	8
15	в его целом	3	8
16	и не может	1	8
17	и в то	2	7
18	как раз и	1	7
19	бы то ни	1	7
20	к нему и	1	7
21	мы уже говорили	5	7
22	и в этом	1	7
23	же время не	1	6
24	между тем как	1	6
25	в отличие от	3	6
26	не входит в	1	6
27	то ни было	1	6
28	как и все	5	6
29	в той или	2	5
30	хотя бы и	1	5
31	по ту сторону	1	5
32	в высшей степени	1	5
33	той или иной	2	5
34	но все же	2	5
35	подобно тому как	2	5
36	можно было бы	2	5
37	но на самом	1	5
38	вполне понятно что	3	4
39	в одном слове	1	4
40	его отношение к	2	4
41	так и в	1	4
42	более или менее	1	4
43	само по себе	1	4
44	смысле этого слова	2	4
45	и прежде всего	3	4
46	как мы сказали	1	4
47	он в сущности	1	4
48	видения и понимания	1	4
49	что может быть	1	4
50	о том что	3	4
51	как и в	2	4
52	зрения на мир	1	4
53	в этом отношении	4	4
54	на протяжении всего	2	4
55	уже говорили что	1	4
56	он и не	1	4
57	что в нем	1	4
58	может быть и	2	4
59	все то что	2	3
60	это не значит	1	3
61	в той же	5	3
62	можно сказать что	2	3
63	и понимания мира	1	3
64	как мы уже	8	3
65	приведенном нами отрывке	1	3
66	в настоящее время	2	3
67	в данном случае	3	3
68	в его произведениях	2	3
69	и в других	3	3
70	это вовсе не	2	3
71	видеть и изображать	1	3
72	там где он	1	3
73	знаете ли вы	1	3
74	большей или меньшей	3	3
75	в обычном смысле	1	3
76	как мы знаем	2	3
77	именно тем что	1	3
78	и в самом	1	3
79	но и не	1	3
80	в большей или	2	3
81	все же не	1	3
82	в узком смысле	2	3
83	как мы видели	4	3
84	или меньшей степени	2	3
85	в этом случае	1	3
86	в то время	1	3
87	как мы увидим	1	3
88	тем что он	1	3
89	и до конца	8	3
90	то время как	1	3
91	и наконец на	1	2
92	но все эти	1	2
93	вот как он	1	2
94	как будто бы	1	2
95	или иной степени	1	2
96	то что он	1	2
97	этого мира в	1	2
98	и в другом	1	2
99	или иной форме	1	2
100	в том же	3	2
101	для того чтобы	5	2
102	в свою очередь	2	2
103	дело в том	2	2
104	протяжении всего романа	1	2
105	в приведенном отрывке	1	2
106	его отношения к	1	2
107	мир и на	1	2
108	в его романе	3	2
109	как можно больше	1	2
110	между этими двумя	1	2
111	но ведь и	1	2
112	значит конечно что	1	2
113	и не хочет	1	2
114	на этот раз	1	2
115	мы увидим дальше	3	2
116	только то что	2	2
117	и в тоне	1	2
118	но это не	1	2
119	ли вы что	1	2
120	раз и навсегда	1	2
121	в одном из	1	2
122	в самом романе	1	2
123	по своему смыслу	1	2
124	и в романе	2	2
125	как и его	1	2
126	хотя он и	1	2
127	на мир и	1	2
128	поэтому он и	2	2
129	таким образом все	2	2
130	то что в	1	2
131	какой бы то	1	2
132	в нем и	1	2
133	в художественном творчестве	1	2
134	в значительной степени	2	2
135	таким образом и	2	2
136	с таким же	1	2
137	не только в	3	2
138	не значит конечно	1	2
139	же время оно	1	2
140	и в сущности	1	2
141	с начала и	7	2
142	в этом последнем	1	2
143	оно может быть	1	2
144	что и в	1	2
145	прежде всего в	1	2
146	начала и до	7	2
147	иногда бывает трудно	1	1
148	как она есть	1	1
149	одной стороны и	2	1
150	он не видит	1	1
151	видит и не	1	1
152	он как и	1	1
153	и на почве	1	1
154	это как бы	1	1
155	даже в своих	1	1
156	в одном месте	2	1
157	о том как	1	1
158	ценный материал и	1	1
159	но вовсе не	1	1
160	до известной степени	1	1
161	есть то что	1	1
162	по улицам и	2	1
163	но эти явления	1	1
164	в том числе	4	1
165	таким образом весь	2	1
166	по сравнению с	2	1
167	уже во второй	1	1
168	сих пор не	1	1
169	на том же	1	1
170	они и не	1	1
171	и тут же	1	1
172	самом деле в	1	1
173	наконец и это	1	1
174	одном слове и	1	1
175	и это место	1	1
176	в собственном смысле	1	1
177	этот момент и	1	1
178	рядом с ним	1	1
179	во всех отношениях	1	1
180	и во всех	1	1
181	они не могут	1	1
182	и здесь остается	1	1
183	и тот же	3	1
184	в своей статье	1	1
185	вовсе не являются	1	1
186	прежде всего необходимо	3	1
187	что из этого	1	1
188	в строгом смысле	1	1
189	но даже и	2	1
190	элементы речи и	1	1
191	с нею в	1	1
192	одного и того	1	1
193	может быть только	1	1
194	с одной из	1	1
195	и все что	3	1
196	было бы привести	1	1
197	то что может	1	1
198	с полным правом	1	1
199	все более и	1	1
200	очень далек от	1	1
201	он совершенно не	1	1
202	мы уже указывали	2	1
203	во всякую эпоху	1	1
204	в первом случае	1	1
205	он у него	1	1
206	то есть это	1	1
207	в плане своего	1	1
208	после победы над	1	1
209	для правильного понимания	2	1
210	это конечно не	1	1
211	сочетается здесь с	1	1
212	но несмотря на	1	1
213	вместо того чтобы	1	1
214	нам важна здесь	1	1
215	том числе и	3	1
216	увидим дальше что	1	1
217	и вместе с	1	1
218	в полной мере	1	1
219	тех или иных	2	1
220	или в духе	1	1
221	раз и не	1	1
222	для своего времени	1	1
223	все эти оттенки	1	1
224	что они не	1	1
225	не случайно они	1	1
226	мы находим здесь	1	1
227	самом деле нет	1	1
228	то вполне понятно	1	1
229	мельчайших деталей до	1	1
230	так как его	1	1
231	в точном смысле	1	1
232	и того же	1	1
233	и нуждается в	1	1
234	потому что не	1	1
235	к миру но	1	1
236	в этих тонах	1	1
237	тон и стиль	1	1
238	в связи с	5	1
239	самом же деле	1	1
240	что это не	1	1
241	героем и автором	1	1
242	лицом к лицу	1	1
243	в своей книге	3	1
244	одна из важнейших	1	1
245	до мельчайших деталей	1	1
246	и еще не	1	1
247	точки зрения на	1	1
248	же характер носит	1	1
249	или во всяком	1	1
250	в виду и	1	1
251	все эти явления	1	1
252	сих пор еще	2	1
253	виду прежде всего	2	1
254	он и сам	2	1
255	восприятия и оценки	1	1
256	так как в	1	1
257	для него как	1	1
258	нельзя не согласиться	1	1
259	и потому не	1	1
260	приводит его к	1	1
261	о мире как	1	1
262	мы видели что	1	1
263	такой же характер	1	1
264	он воспринимает и	1	1
265	и посвящена следующая	1	1
266	например в том	1	1
267	в художественном произведении	1	1
268	и его жизнь	1	1
269	рассеяны по всему	1	1
270	за то что	2	1
271	в различных формах	1	1
272	но прежде всего	1	1
273	не только для	1	1
274	не могла не	1	1
275	но и в	4	1
276	такие определения как	1	1
277	прежде всего на	1	1
278	в них не	1	1
279	в самую гущу	1	1
280	даны в своем	1	1
281	художественных функций в	1	1
282	же время он	1	1
283	не в них	1	1
284	заключается в том	1	1
285	друг другу в	1	1
286	но в них	1	1
287	они и в	1	1
288	и в особенности	1	1
289	и в отношении	1	1
290	в другом месте	1	1
291	и на его	1	1
292	отражает в себе	1	1
293	на самом же	1	1
294	может быть понято	1	1
295	у него был	2	1
296	но в плане	1	1
297	к одному из	1	1
298	и не было	2	1
299	как раз эти	1	1
