N	2gram	Voloshinov	slovoVRo
1	и в	32	92
2	в романе	2	89
3	то есть	2	64
4	может быть	50	59
5	и его	33	59
6	в нем	17	59
7	и не	42	51
8	чужого слова	8	46
9	не только	18	44
10	не может	40	41
11	но и	17	39
12	до конца	6	37
13	в этом	27	36
14	а не	15	34
15	во всех	13	32
16	точки зрения	48	30
17	так и	21	30
18	языка и	28	29
19	могут быть	4	29
20	и др	3	29
21	в пределах	7	29
22	в его	10	27
23	слова в	8	26
24	языка в	17	25
25	все это	4	25
26	как бы	31	24
27	слова и	8	24
28	слово в	5	24
29	то же	19	23
30	чужой речи	3	23
31	и на	8	22
32	в сущности	17	21
33	как в	5	21
34	не в	13	21
35	вовсе не	15	21
36	в процессе	31	20
37	в то	7	20
38	прежде всего	19	19
39	как мы	26	19
40	с ним	1	18
41	как и	19	18
42	язык и	2	18
43	же время	7	18
44	себя в	2	18
45	или иной	8	18
46	таким образом	29	17
47	оно не	1	17
48	и даже	4	17
49	все же	13	17
50	языковое сознание	1	17
51	в основе	10	17
52	в истории	5	17
53	все эти	8	17
54	в большинстве	7	17
55	при этом	13	16
56	к своему	2	16
57	отличие от	7	16
58	но в	13	16
59	в той	6	15
60	и с	4	15
61	человек и	1	15
62	с точки	31	15
63	той или	5	15
64	там где	4	15
65	только в	14	14
66	в отличие	7	14
67	узком смысле	4	14
68	так сказать	19	14
69	в узком	4	14
70	в особенности	1	13
71	отношении к	8	13
72	в слове	13	13
73	на фоне	1	13
74	иной степени	2	13
75	это не	5	13
76	общего языка	1	13
77	с другой	6	13
78	с его	6	13
79	точка зрения	8	13
80	рядом с	7	13
81	и следовательно	8	13
82	и для	15	13
83	и к	3	12
84	в отношении	7	12
85	еще не	7	12
86	во всяком	8	12
87	слово как	6	12
88	никогда не	7	12
89	и потому	7	12
90	или в	4	12
91	словом и	2	12
92	а в	5	12
93	отношение к	1	12
94	и наконец	1	12
95	в этих	2	11
96	большинстве случаев	7	11
97	с ними	5	11
98	языкового сознания	3	11
99	чужое слово	8	11
100	для него	18	11
101	с одной	2	11
102	языка как	26	11
103	язык в	5	11
104	в плане	1	11
105	одной стороны	2	11
106	слова как	9	11
107	зрения на	1	10
108	в языке	8	10
109	и их	2	10
110	и все	8	10
111	уже не	2	10
112	языковой жизни	1	10
113	все они	1	10
114	лишь в	17	10
115	своего языка	1	10
116	в своем	3	10
117	в том	13	10
118	с другими	6	10
119	она не	2	10
120	языку и	1	10
121	в себе	5	10
122	далеко не	5	10
123	в него	1	10
124	всех этих	2	10
125	пределах одного	2	9
126	в основном	10	9
127	романа в	1	9
128	поэтому и	1	9
129	более или	3	9
130	в своей	5	9
131	конечно не	9	9
