N	2gram	Vinokur_Ku	Vvedenie
1	и т	62	45
2	т е	54	40
3	т д	21	39
4	в том	47	38
5	в этом	31	35
6	и в	44	35
7	может быть	25	30
8	том что	30	30
9	не только	29	26
10	для того	23	23
11	того чтобы	25	22
12	таким образом	17	21
13	также и	7	20
14	не может	13	19
15	то что	14	19
16	потому что	40	18
17	но также	6	16
18	только в	15	16
19	со стороны	8	16
20	о том	10	16
21	так как	16	15
22	языка и	16	15
23	в общем	4	14
24	что в	25	13
25	в самом	20	13
26	и именно	3	13
27	и не	23	13
28	в нем	7	13
29	в его	16	12
30	того что	11	12
31	в их	3	12
32	точки зрения	25	12
33	что такое	8	12
34	как на	4	12
35	то же	12	11
36	в ее	2	11
37	по себе	10	11
38	в данном	8	11
39	этом смысле	8	11
40	ясно что	7	11
41	как мы	2	11
42	прежде всего	14	10
43	не в	18	10
44	вопрос о	11	10
45	между тем	11	10
46	в той	6	10
47	уже и	3	10
48	но в	11	10
49	науки о	3	9
50	как об	2	9
51	дело с	2	9
52	тем не	10	9
53	смысле этого	5	9
54	все же	17	9
55	этого рода	6	9
56	из этих	5	9
57	но не	11	9
58	и как	3	9
59	не менее	12	9
60	в истории	3	9
61	это не	13	8
62	в качестве	12	8
63	именно в	7	8
64	о котором	4	8
65	а только	10	8
66	широком смысле	5	8
67	можно было	14	8
68	с другой	14	8
69	представить себе	1	7
70	и то	7	7
71	до сих	5	7
72	смысле слова	3	7
73	в применении	1	7
74	в большей	2	7
75	в широком	2	7
76	как и	3	7
77	самом деле	17	7
78	но и	13	7
79	не трудно	8	7
80	сих пор	5	7
81	в разных	2	7
82	с течением	2	7
83	было бы	28	7
84	о природе	1	7
85	только как	3	7
86	этот вопрос	7	7
87	как бы	11	7
88	филологической традиции	1	7
89	течением времени	2	7
90	той мере	6	6
91	один из	8	6
92	об этом	4	6
93	этом случае	4	6
94	все это	10	6
95	не могут	5	6
96	его в	1	6
97	на этот	4	6
98	тем что	9	6
99	с тем	5	6
100	в какой	7	6
101	а именно	4	6
102	вместе с	8	6
103	науки в	1	6
104	в которых	8	6
105	и историей	2	6
106	же время	4	6
107	и это	3	6
108	трудно видеть	3	6
109	так например	3	6
110	вовсе не	18	6
111	уже не	13	6
112	мере в	7	6
113	применении к	1	6
114	и даже	5	6
115	в руки	1	6
116	хотя бы	19	6
117	нельзя не	1	6
118	каждой из	1	6
119	и что	11	6
120	как он	1	6
121	видеть что	3	6
122	как например	3	6
123	о языке	8	6
124	сказать что	5	6
125	что история	2	6
126	могут быть	5	6
127	том чтобы	9	6
128	но если	2	6
129	и его	8	6
130	в то	4	6
131	а в	7	6
132	истории языка	5	6
133	иное как	3	6
134	связь между	1	5
135	на почве	2	5
136	а потому	6	5
137	этого понятия	1	5
138	уже в	5	5
139	внимание на	5	5
140	с этой	4	5
141	хотя и	7	5
142	язык как	9	5
143	что и	5	5
144	в виду	7	5
145	другой стороны	12	5
146	с их	3	5
147	в них	10	5
148	в г	3	5
149	но с	2	5
150	в первом	3	5
151	одним из	2	5
152	дело в	2	5
153	что не	10	5
154	имеет дело	1	5
155	не есть	4	5
156	при том	2	5
157	что он	7	5
158	приходим к	2	5
159	что иное	2	5
160	одно из	3	5
161	от этого	4	5
162	по своему	1	5
163	данном случае	2	5
164	культуры в	1	5
165	во всяком	8	5
166	наука о	3	5
167	языка в	14	5
168	так что	5	5
169	и тем	7	5
170	а не	17	5
171	говорить о	5	5
172	есть и	1	5
173	дело не	4	5
174	в различных	1	5
175	не что	2	5
176	или вообще	1	5
177	т п	39	5
178	быть в	2	5
179	а как	1	5
180	независимо от	1	5
181	она есть	2	5
182	не просто	7	5
183	в целом	5	5
184	как это	6	5
185	есть не	2	5
186	всяком случае	8	5
187	в особенности	6	4
188	общем случае	2	4
189	науки на	1	4
190	ответ на	2	4
191	в более	2	4
192	в прямом	2	4
193	только что	2	4
194	здесь нет	1	4
195	этот процесс	1	4
196	с одной	3	4
197	как науки	1	4
198	тогда когда	7	4
199	любовь к	2	4
200	с точки	16	4
201	этом отношении	8	4
202	о чем	2	4
203	из наиболее	1	4
204	как раз	10	4
205	в результате	8	4
206	по мере	3	4
207	в виде	1	4
208	в себе	4	4
209	должен был	1	4
210	так или	3	4
211	но все	5	4
212	или иначе	4	4
213	в одном	4	4
214	в котором	4	4
215	заключается в	3	4
216	традиции и	1	4
217	от истории	2	4
218	но ведь	3	4
219	как она	1	4
220	в своей	4	4
221	областями культуры	1	4
222	конфликт между	1	4
223	речь в	7	4
224	да и	5	4
225	сравнению с	1	4
226	в чем	2	4
227	должен быть	8	4
228	к тому	8	4
229	по крайней	11	4
230	чтобы понять	1	4
231	еще не	10	4
232	однако не	9	4
233	не имеет	6	4
234	в каждом	3	4
235	еще и	7	4
236	как о	2	4
237	и история	1	4
238	даже и	5	4
239	одной стороны	2	4
240	по сравнению	3	4
241	это только	5	4
242	е в	3	4
243	связана с	1	4
244	к делу	1	4
245	по отношению	9	4
246	мы имеем	11	4
247	так называемых	3	4
248	отличие от	3	4
249	истории и	1	4
250	в отличие	3	4
251	крайней мере	11	4
252	можно сказать	6	4
253	той же	5	4
254	отношению к	9	4
255	одной из	1	4
256	связи между	1	4
257	научное языковедение	2	4
258	в области	15	4
259	все более	2	4
260	только с	1	4
261	и для	3	4
262	само по	6	4
263	из них	4	4
264	этого термина	4	3
265	своего рода	4	3
266	и к	1	3
267	в свое	4	3
268	с этим	6	3
269	собственном смысле	1	3
270	культурного развития	3	3
271	история литературы	2	3
272	что с	2	3
273	можно говорить	4	3
274	и здесь	8	3
275	и на	8	3
276	как такового	2	3
277	например что	2	3
278	этой области	3	3
279	того как	6	3
280	зависит от	1	3
281	и вот	4	3
282	на том	4	3
283	такого рода	1	3
284	обе эти	4	3
285	понятно что	1	3
286	именно как	1	3
287	при этом	6	3
288	этой науки	1	3
289	что это	11	3
