N	2gram	Losev_Prob	Dialekti
1	не есть	49	181
2	т е	2	159
3	и не	63	120
4	и т	13	82
5	по себе	20	79
6	а не	21	78
7	и в	64	77
8	т д	12	75
9	точки зрения	5	72
10	может быть	29	71
11	не только	37	66
12	значит что	6	61
13	то что	72	59
14	и есть	7	55
15	это значит	4	54
16	ничего не	20	54
17	не может	18	53
18	и даже	19	47
19	с точки	3	46
20	что это	4	46
21	есть нечто	13	46
22	так как	16	46
23	потому что	24	45
24	не просто	30	44
25	как бы	18	43
26	и что	21	42
27	ни в	13	42
28	не имеет	8	41
29	вовсе не	60	41
30	в том	19	40
31	в этом	30	39
32	то же	10	39
33	что такое	23	39
34	что она	8	38
35	это есть	10	38
36	в себе	16	38
37	что он	11	37
38	том что	26	37
39	прежде всего	17	37
40	так что	12	36
41	это не	7	36
42	она есть	5	35
43	что в	21	34
44	в нем	14	34
45	и все	9	33
46	того что	18	33
47	но и	23	32
48	ясно что	7	31
49	все это	11	31
50	сказать что	33	30
51	отнюдь не	15	30
52	и как	10	30
53	было бы	16	29
54	так и	17	29
55	как и	7	28
56	никогда не	8	27
57	в виду	10	26
58	крайней мере	8	26
59	не в	6	26
60	по крайней	8	26
61	сама по	6	26
62	есть и	4	26
63	говорить о	14	25
64	учение о	5	25
65	и то	15	25
66	и пр	4	25
67	есть только	16	25
68	есть не	10	25
69	есть ни	8	24
70	но это	11	24
71	если бы	8	24
72	есть всегда	1	24
73	таким образом	9	23
74	в то	7	23
75	что оно	4	23
76	но что	3	22
77	я не	1	22
78	что не	8	21
79	в чем	3	21
80	должна быть	2	21
81	допустим что	2	21
82	она не	5	21
83	и с	12	20
84	о том	25	20
85	что и	2	20
86	что все	9	20
87	в таком	18	20
88	только в	19	20
89	в каком	7	20
90	совершенно не	7	20
91	только тогда	4	20
92	уже не	9	20
93	как раз	20	20
94	и вообще	13	20
95	в самом	10	19
96	не менее	26	19
97	не существует	12	19
98	в своем	7	19
99	как же	6	19
100	и притом	6	19
101	и это	13	19
102	как это	7	19
103	тогда когда	4	19
104	что мы	23	19
105	и его	3	19
106	хотя бы	15	18
107	не что	5	18
108	с другой	8	18
109	что иное	5	18
110	ни на	5	18
111	что же	18	18
112	жизни и	1	18
113	иное как	5	18
114	можно сказать	9	17
115	в сущности	2	17
116	той или	10	17
117	должно быть	3	17
118	в основе	4	17
119	он есть	5	17
120	но если	6	17
121	кроме того	7	16
122	то это	3	16
123	одно и	1	16
124	к нему	5	16
125	только не	4	16
126	есть просто	2	16
127	тем не	25	16
128	или не	5	16
129	сам по	7	16
130	само по	1	16
131	в своей	8	16
132	да и	11	16
133	нет ничего	12	16
134	конечно не	3	16
135	мы не	6	16
136	об этом	10	16
137	другими словами	8	16
138	же и	4	15
139	только что	2	15
140	ровно ничего	4	15
141	все же	7	15
142	так же	12	15
143	то в	6	15
144	и мы	1	15
145	несмотря на	6	15
146	мы уже	8	15
147	но только	3	15
148	как таковой	4	15
149	не мешает	2	15
150	самом деле	10	15
151	хотя и	8	15
152	сознания и	4	15
153	в виде	20	15
154	также и	22	15
155	быть и	5	15
156	и о	11	15
157	на то	12	15
158	а именно	16	14
159	есть то	5	14
160	даже и	18	14
161	с ним	4	14
162	что тут	4	14
163	не было	7	14
164	д и	4	14
165	и ее	9	14
166	ни с	1	14
167	таком случае	14	14
168	на свете	2	14
169	и потому	3	14
170	и только	7	14
171	же это	3	14
172	и к	2	13
173	говорит о	4	13
174	другой стороны	7	13
175	отличается от	2	13
176	что именно	1	13
177	не то	4	13
178	что они	5	13
179	время как	2	13
180	и следовательно	6	13
181	в смысле	2	13
182	он не	5	13
183	и та	2	13
184	в силу	2	13
185	с ее	1	13
186	ни о	8	13
187	но в	19	13
188	мы находим	2	13
189	в ней	1	13
190	субъекта и	1	13
191	собственно говоря	4	13
192	идея и	2	13
193	и объекта	1	12
194	именно в	5	12
195	и нет	2	12
196	с этим	7	12
197	вопрос о	4	12
198	миф и	1	12
199	не говорит	1	12
200	вещей и	1	12
201	нет никакого	1	12
202	но как	11	12
203	но тогда	1	12
204	но не	13	12
205	даже не	3	12
206	могут быть	2	12
207	иной раз	3	12
208	никак не	13	12
209	не могут	6	12
210	перед нами	7	12
211	еще не	18	12
212	и если	9	12
213	и тогда	2	12
214	законы природы	2	12
215	и тут	1	12
216	все равно	7	12
217	всегда есть	7	12
218	все эти	15	12
219	тем более	13	12
220	и ни	7	12
221	и может	2	12
222	и жизни	1	12
223	а в	7	12
224	что если	5	11
225	в них	8	11
226	от всего	4	11
227	как только	3	11
228	в данном	16	11
229	только на	13	11
230	что я	1	11
231	быть в	1	11
232	не о	7	11
233	и тем	16	11
234	должны быть	2	11
235	из них	3	11
236	тех или	5	11
237	оно есть	1	11
238	не значит	4	11
239	есть ли	2	11
240	можно только	2	11
241	себе не	3	11
242	мы говорим	3	11
243	от того	2	11
244	ничем не	2	11
245	мы имеем	3	11
246	или в	5	11
247	есть в	9	11
248	нисколько не	3	11
249	мы должны	5	11
250	только то	6	11
251	в одну	1	11
252	в душе	1	10
253	если вы	1	10
254	с этой	1	10
255	одно из	2	10
256	в результате	6	10
257	в жизни	3	10
258	к тому	5	10
259	во всяком	18	10
260	только как	2	10
261	для того	10	10
262	можно ли	9	10
263	на себе	1	10
264	абстрактное понятие	1	10
265	мы видим	2	10
266	это будет	2	10
267	то или	3	10
268	в ее	3	10
269	не больше	3	10
270	от этого	2	10
271	себе и	2	10
272	а потом	2	10
273	только потому	4	10
274	и для	10	10
275	если же	4	10
276	или иное	2	10
277	что для	4	10
278	чтобы не	3	10
279	содержит в	7	10
280	за пределы	6	10
281	оно не	6	10
282	то и	7	10
283	нет никакой	3	10
284	времени и	1	10
285	если мы	16	10
286	только о	8	10
287	или другой	6	10
288	нет ни	1	10
289	в его	12	10
290	возможно только	2	10
291	в их	7	10
292	поэтический образ	3	10
293	это было	3	10
294	идеи и	1	10
295	в частности	5	10
296	и можно	3	10
297	как мы	10	10
298	как будто	6	10
299	может и	3	10
300	и уже	4	10
301	история и	1	9
302	или по	5	9
303	при этом	8	9
304	тому что	6	9
305	случае не	6	9
306	не как	2	9
307	в этих	7	9
308	и на	11	9
309	мир и	1	9
310	в котором	5	9
311	в противоположность	1	9
312	превращается в	1	9
313	же тут	2	9
314	мы можем	8	9
315	же как	2	9
316	бы в	3	9
317	на этом	1	9
318	иметь в	5	9
319	общего с	10	9
320	и по	3	9
321	утверждать что	2	9
322	была бы	2	9
323	подобно тому	2	9
324	то время	2	9
325	все на	1	9
326	как о	4	9
327	и более	4	9
328	той же	2	9
329	всех этих	11	9
330	тут не	2	9
331	и от	3	9
332	или иной	8	9
333	смысл и	3	9
334	а если	2	9
335	между собою	9	9
336	имеется в	1	9
337	как он	4	9
338	лишь как	1	9
339	в истории	6	9
340	та или	2	9
341	тому как	3	9
342	от него	1	8
343	или других	3	8
344	даже в	2	8
345	вещи и	13	8
346	и говорить	1	8
347	в отношении	7	8
348	но все	5	8
349	в дальнейшем	5	8
350	при условии	5	8
351	вот почему	1	8
352	миф о	1	8
353	уже о	5	8
354	чего не	1	8
355	уже и	6	8
356	то как	1	8
357	нет и	5	8
358	все время	3	8
359	себя в	1	8
360	с одной	4	8
361	ни от	2	8
362	это мы	2	8
363	и чисто	4	8
364	или иная	1	8
365	по одному	1	8
366	не будет	11	8
367	есть символ	14	8
368	что эта	2	8
369	этом смысле	8	8
370	в этой	14	8
371	что есть	1	8
372	или иначе	7	8
373	в одной	1	8
374	один из	7	8
375	есть сама	1	8
376	науки и	2	8
377	не на	4	8
378	но вот	2	8
379	как не	1	8
380	ничего общего	14	8
381	когда мы	10	8
382	при помощи	21	8
383	в сфере	1	8
384	и значит	1	8
385	необходимым образом	1	8
386	у нас	31	8
387	на самом	9	8
388	бы и	5	8
389	как нечто	10	8
390	не суть	1	8
391	как таковая	1	8
392	и без	6	8
393	только и	5	8
394	того или	8	8
395	бы только	1	8
396	но она	3	8
397	если она	1	8
398	все что	2	7
399	мы и	8	7
400	говоря уже	6	7
401	вещи в	4	7
402	он всегда	3	7
403	есть именно	7	7
404	тем что	10	7
405	зависимости от	2	7
406	мы получаем	3	7
407	но он	3	7
408	мира и	1	7
409	всего прочего	1	7
410	на первый	5	7
411	и образ	1	7
412	тело и	1	7
413	точно так	7	7
414	как на	3	7
415	он сам	2	7
416	что существует	2	7
417	и сама	2	7
418	в аллегории	1	7
419	связи с	8	7
420	не знает	4	7
421	во внимание	2	7
422	но для	3	7
423	каком случае	6	7
424	в конце	13	7
425	в связи	7	7
426	а только	9	7
427	то ни	3	7
428	его как	2	7
429	даже если	4	7
430	и ничего	4	7
431	его с	1	7
432	и при	4	7
433	из которых	2	7
434	так или	7	7
435	сами по	5	7
436	от чего	2	7
437	заключается в	2	7
438	отношения к	2	7
439	как в	5	7
440	со стороны	2	7
441	же есть	1	7
442	в сравнении	1	7
443	и больше	2	7
444	для меня	1	7
445	и об	1	7
446	говорят что	2	7
447	не потому	2	7
448	или вообще	6	7
449	что здесь	4	7
450	без всякого	5	7
451	с его	3	7
452	он должен	2	7
