N	3gram	Propp_Isto	Myshleni
1	в том что	4	133
2	с точки зрения	1	89
3	для того чтобы	3	78
4	по сравнению с	1	45
5	по отношению к	2	42
6	так же как	10	39
7	с одной стороны	7	39
8	с самого начала	1	36
9	друг с другом	2	35
10	то же самое	1	31
11	в этом случае	13	27
12	вместе с тем	7	26
13	с другой стороны	10	26
14	на то что	3	25
15	о том что	5	25
16	не может быть	6	23
17	смысле этого слова	1	22
18	в то время	3	22
19	в зависимости от	1	22
20	можно сказать что	1	21
21	то время как	3	20
22	в самом деле	1	19
23	и тем самым	2	19
24	из того что	1	19
25	в отличие от	1	18
26	состоит в том	1	18
27	во всяком случае	1	18
28	до сих пор	7	17
29	этой точки зрения	2	17
30	как мы видели	2	17
31	в связи с	6	17
32	же как и	4	17
33	с этой точки	2	16
34	и то что	3	15
35	в данном случае	2	15
36	на этот вопрос	2	14
37	мы уже говорили	1	14
38	потому что он	5	14
39	мы видели что	2	14
40	в свою очередь	1	14
41	подобно тому как	2	14
42	это значит что	2	13
43	точно так же	3	13
44	и то же	2	12
45	в том чтобы	2	12
46	тем не менее	6	12
47	на первый план	1	12
48	одно и то	2	12
49	в процессе развития	1	11
50	что мы знаем	1	11
51	то обстоятельство что	1	11
52	только тогда когда	2	11
53	одной стороны и	1	10
54	том числе и	2	10
55	от того что	1	10
56	но вместе с	4	10
57	в том числе	3	10
58	друг на друга	1	10
59	мы видим в	2	9
60	как и в	4	9
61	приводит нас к	5	9
62	с тем что	1	9
63	на самом деле	1	9
64	само по себе	1	9
65	то что он	2	8
66	только в том	1	8
67	сам по себе	1	8
68	речь идет о	1	8
69	не могут быть	1	8
70	что он не	1	8
71	что и в	3	8
72	о том как	4	7
73	и вместе с	3	7
74	вопрос о том	1	7
75	совершенно так же	3	6
76	она представляет собой	1	6
77	ничего общего с	1	6
78	и таким образом	2	6
79	потому что в	1	6
80	если бы мы	3	6
81	только то что	1	6
82	мы находим в	1	6
83	в том смысле	2	6
84	не что иное	1	6
85	что перед нами	1	6
86	что иное как	1	6
87	чем перейти к	2	5
88	указывает на то	1	5
89	говорит он что	1	5
90	так как это	1	5
91	что в этом	1	5
92	но все же	6	5
93	так как в	3	5
94	тот момент когда	1	5
95	том что они	1	5
96	как мы увидим	4	5
97	том смысле что	1	5
98	таким образом мы	3	5
99	так как он	2	5
100	мы знаем что	8	5
101	мы знаем о	1	5
102	на этой стадии	4	5
103	в то же	1	5
104	только потому что	1	5
105	не только в	2	5
106	мы видим что	4	4
107	одни и те	1	4
108	влечет за собой	1	4
109	мы должны будем	1	4
110	так и в	2	4
111	в тот момент	1	4
112	не потому что	2	4
113	по аналогии с	1	4
114	таким образом и	1	4
115	но так как	3	4
116	в тех случаях	1	4
117	но и в	2	4
118	в себе и	1	4
119	и тем более	1	4
120	таким образом в	2	4
121	как и все	1	4
122	в меньшей мере	1	4
123	не представляет собой	1	4
124	в его состав	1	4
125	то же что	1	4
126	потому что оно	1	4
127	есть не что	1	4
128	и те же	1	4
129	мы увидим что	1	4
130	тех случаях когда	1	4
131	это означает что	1	4
132	вместе с ним	1	4
133	после того как	4	4
134	на первом месте	1	4
135	но то что	1	3
136	до того как	1	3
137	никак не может	1	3
138	на том что	3	3
139	привели нас к	2	3
140	но при этом	1	3
141	они представляют собой	1	3
142	то же время	1	3
143	не имеет никакого	1	3
144	а затем уже	1	3
145	мы видели выше	1	3
146	мы только что	1	3
147	в наши задачи	1	3
148	мы имеем в	2	3
149	хотя бы в	1	3
150	в связь с	1	3
151	на первых порах	1	3
152	из которых каждый	1	3
153	это было бы	1	3
154	как это делают	1	3
155	но мы знаем	3	3
156	здесь мы видим	2	3
157	ответить на этот	1	3
158	представить себе что	1	3
159	том что она	1	3
160	и потому что	1	3
161	один из этих	1	3
162	в соответствии с	1	3
163	совершенно очевидно что	1	3
164	говорит об этом	1	3
165	не мог бы	1	3
166	внимание на то	1	3
167	так как они	1	3
168	указывают на то	1	3
169	то здесь мы	2	3
170	с тем мы	1	2
171	не только то	1	2
172	этот вопрос так	1	2
173	наряду с этим	3	2
174	в частности в	1	2
175	которые не могут	1	2
176	знаем что в	1	2
177	если таким образом	1	2
178	даже если бы	2	2
179	если не знать	1	2
180	состоят в том	1	2
181	из которых одна	1	2
182	на пути к	1	2
183	он находит в	1	2
