N	3gram	Vygotskiy_	VerxiiNi
1	вместе с тем	3	8
2	с одной стороны	6	7
3	с точки зрения	12	6
4	во всяком случае	7	6
5	по крайней мере	1	5
6	а с другой	1	5
7	до сих пор	8	5
8	для того чтобы	11	5
9	в том числе	1	5
10	более или менее	3	5
11	том числе и	1	4
12	и вместе с	1	4
13	с тем чтобы	2	4
14	о том что	9	4
15	к тому же	1	4
16	в том что	21	3
17	в конце концов	6	3
18	и таким образом	4	3
19	так же как	8	3
20	в связи с	2	3
21	точно так же	6	3
22	тем не менее	6	3
23	и для того	1	2
24	в значительной мере	1	2
25	с тем и	1	2
26	то что он	1	2
27	на то что	12	2
28	с того момента	1	2
29	таким образом в	2	2
30	с самого начала	1	2
31	то ясно что	1	2
32	может быть даже	1	2
33	то или иное	2	2
34	но вместе с	1	2
35	то ни было	1	2
36	есть как бы	1	2
37	этой точки зрения	7	2
38	заключает в себе	3	2
39	то же самое	8	2
40	по сравнению с	3	2
41	можно сказать что	2	2
42	бы то ни	2	2
43	в этом отношении	7	2
44	то же время	2	2
45	в том виде	2	2
46	в то же	2	2
47	с этой точки	5	2
48	и в этом	1	2
49	мы видели что	2	1
50	а в области	1	1
51	но совершенно ясно	1	1
52	сами по себе	4	1
53	но и как	1	1
54	так и в	2	1
55	на каждом шагу	1	1
56	к тем же	1	1
57	у него в	1	1
58	ни было в	1	1
59	ничего подобного нет	1	1
60	в первом случае	1	1
61	может показаться что	1	1
62	совершенно ясно что	16	1
63	потому что в	1	1
64	не потому что	2	1
65	именно потому что	2	1
66	сказать что в	3	1
67	в нашей культуре	1	1
68	в свою очередь	3	1
69	и тот же	2	1
70	а между тем	1	1
71	с этим и	1	1
72	в настоящее время	2	1
73	не только не	4	1
74	только в силу	1	1
75	что мы можем	1	1
76	смысле этого слова	2	1
77	а вместе с	1	1
78	и том же	1	1
79	том что все	1	1
80	речь идет о	1	1
81	в этой области	3	1
82	как на совокупность	1	1
83	мы видим что	4	1
84	есть один из	1	1
85	относящимися к ним	1	1
86	все что мы	1	1
87	не может быть	14	1
88	с первого взгляда	1	1
89	в данном случае	1	1
90	в том или	1	1
91	что в таком	2	1
92	нет ничего кроме	1	1
93	к искусству и	1	1
94	в отличие от	4	1
95	и никогда не	1	1
96	что в этой	2	1
97	камня на камне	1	1
98	полагают что в	1	1
99	же что и	1	1
100	а в том	2	1
101	а не как	1	1
102	виде в каком	1	1
103	после того как	1	1
104	не имеет никакого	1	1
105	в одну из	1	1
106	и в результате	1	1
107	в прямом смысле	1	1
108	представляет собой совершенно	1	1
109	тем или иным	2	1
110	что в этом	3	1
111	точки зрения есть	2	1
112	и того же	1	1
113	один и тот	2	1
114	на задний план	1	1
115	не может не	1	1
116	что все эти	1	1
117	с тем что	2	1
118	том или ином	1	1
119	мы знаем о	1	1
120	отодвинут на задний	1	1
121	которого мы начали	1	1
122	в широком смысле	1	1
123	ясно что и	2	1
124	но не имеет	1	1
125	и в сущности	1	1
126	психологической точки зрения	4	1
127	может быть в	1	1
128	на этот раз	1	1
129	в самом деле	13	1
130	в таком случае	3	1
131	к этому что	1	1
132	в одном из	2	1
133	что даже в	1	1
134	указывает на то	4	1
135	а следовательно и	1	1
136	чем именно заключается	1	1
137	и только на	1	1
138	состоит в том	3	1
139	совершенно так же	1	1
140	несмотря на все	4	1
141	и что он	1	1
142	только то что	2	1
143	крайней мере в	1	1
144	в чем именно	1	1
145	как бы в	1	1
146	с другой стороны	7	1
147	с психологической точки	3	1
148	из этих частей	1	1
149	утверждать что в	1	1
150	о том как	1	1
151	не в том	7	1
152	всяком случае в	2	1
153	это однако не	1	1
154	по тому же	2	1
155	одном и том	1	1
156	в каком он	1	1
157	что в области	2	1
158	в то время	6	1
159	при этом не	2	1
160	только тогда когда	4	1
161	это и есть	1	1
162	в которых этот	1	1
163	что и в	5	1
164	из этих слов	2	1
165	одного и того	1	1
166	друг к другу	1	1
