N	3gram	Vygotskiy_	RusskieA
1	в том что	21	49
2	состоит в том	3	29
3	и т д	10	21
4	тем не менее	6	14
5	вместе с тем	3	11
6	о том что	9	10
7	том что в	1	9
8	и в других	1	9
9	в том чтобы	9	9
10	для того чтобы	11	8
11	в данном случае	1	8
12	подобно тому как	7	8
13	в настоящее время	2	7
14	мы не можем	2	7
15	не может быть	14	6
16	во многих случаях	1	6
17	по этому поводу	3	6
18	в это время	1	6
19	так же как	8	6
20	после того как	1	6
21	в связи с	2	5
22	к тому что	2	5
23	мы видели что	2	5
24	не что иное	2	4
25	как и другие	1	4
26	бросается в глаза	1	4
27	в отличие от	4	4
28	не только на	1	4
29	что в этом	3	4
30	только тогда когда	4	4
31	что иное как	2	4
32	в то время	6	4
33	можно было бы	2	4
34	во всяком случае	7	4
35	это имеет место	1	3
36	тех пор пока	2	3
37	но вместе с	1	3
38	еще далеко не	1	3
39	в какой степени	1	3
40	более или менее	3	3
41	до сих пор	8	3
42	с тем и	1	3
43	же как и	2	3
44	и в том	2	3
45	мы не имеем	1	3
46	в свою очередь	3	3
47	на то что	12	3
48	с точки зрения	12	3
49	к выводу что	2	3
50	приводит нас к	1	3
51	здесь мы имеем	1	3
52	до тех пор	2	3
53	все же не	1	3
54	и что в	2	3
55	с тем что	2	3
56	друг к другу	1	3
57	о том как	1	2
58	такое же значение	1	2
59	и т п	23	2
60	но и на	1	2
61	дело не в	1	2
62	не значит что	1	2
63	совершенно очевидно что	2	2
64	может быть только	1	2
65	потому что он	2	2
66	том что на	1	2
67	мы должны будем	1	2
68	но и как	1	2
69	так как это	1	2
70	так как они	2	2
71	и должна была	1	2
72	не только у	1	2
73	с другой стороны	7	2
74	но так как	2	2
75	в тех случаях	1	2
76	в евгении онегине	2	2
77	т д и	1	2
78	для нас не	1	2
79	но она не	1	2
80	мы увидим что	2	2
81	ту или иную	1	2
82	не принадлежат к	1	2
83	как и в	5	2
84	можно сказать что	2	2
85	же значение как	1	2
86	вопрос о том	1	2
87	во всем этом	1	2
88	на самом деле	6	2
89	не только в	1	2
90	и в этом	1	2
91	так как в	3	2
92	привело к тому	1	2
93	с одной стороны	6	2
94	в этом отношении	7	2
95	можно найти в	1	1
96	отличие от других	1	1
97	он полагает что	1	1
98	выступают в роли	1	1
99	а может быть	1	1
100	в том же	1	1
101	принадлежат к числу	1	1
102	как будто бы	2	1
103	а как раз	1	1
104	никак не может	3	1
105	этого вопроса в	1	1
106	только о том	2	1
107	и в таком	1	1
108	они все же	1	1
109	указывает что в	1	1
110	у нас в	1	1
111	того или другого	1	1
112	одни и те	3	1
113	в первый раз	2	1
114	до наших дней	1	1
115	на основании этих	1	1
116	в совершенно ином	1	1
117	то что обычно	1	1
118	ее таким образом	1	1
119	эту точку зрения	1	1
120	в таком же	1	1
121	потому что она	2	1
122	потому что в	1	1
123	только потому что	2	1
124	и каким образом	1	1
125	все то что	3	1
126	в таком случае	3	1
127	одного и того	1	1
128	смысл и назначение	1	1
129	по тому что	1	1
130	на этом основании	1	1
131	по своему содержанию	1	1
132	сам по себе	4	1
133	к другу и	1	1
134	или совсем не	1	1
135	мы знаем что	3	1
136	как например в	1	1
137	приходит к выводу	2	1
138	не только из	3	1
139	а между тем	1	1
140	может быть не	1	1
141	в такой же	1	1
142	в особенности же	1	1
143	за тридевять земель	1	1
144	и по ним	1	1
145	легко заметить что	2	1
146	между тем как	1	1
147	один из самых	1	1
148	той и другой	1	1
149	по аналогии с	1	1
150	точно так же	6	1
151	тогда когда они	1	1
152	и таким образом	4	1
153	то увидим что	1	1
154	заставляет думать что	1	1
155	этим объясняется почему	1	1
156	еще прибавить что	1	1
157	что в них	1	1
158	точки зрения в	1	1
159	есть вместе с	1	1
160	к тому же	1	1
161	на этот вопрос	1	1
162	значение и что	1	1
163	что в основе	4	1
164	мы видим что	4	1
165	и того же	1	1
166	совершенно такие же	1	1
167	при этом он	2	1
168	так как при	1	1
169	одна из форм	1	1
170	не может не	1	1
171	из которого она	1	1
172	то же самое	8	1
173	сама по себе	2	1
174	и всем другим	1	1
175	и там где	1	1
176	в одни и	1	1
177	как и всегда	1	1
178	например то что	1	1
179	несмотря на все	4	1
180	так как только	1	1
181	который показывает что	1	1
182	и об этом	1	1
183	то что и	2	1
184	в применении к	2	1
185	одном и том	1	1
186	как будто совершенно	1	1
187	идет не о	1	1
188	ни на какую	1	1
189	и потому не	1	1
190	мыслительные процессы которые	1	1
191	к нему и	1	1
192	в одном из	2	1
193	но он не	1	1
194	и могут быть	1	1
195	и том же	1	1
196	это обстоятельство не	1	1
197	так как он	1	1
198	и те же	3	1
199	в черных и	1	1
200	есть один из	1	1
201	человек как бы	1	1
202	а вместе с	1	1
203	и может быть	1	1
204	но и в	1	1
205	к другому и	1	1
206	то что по	1	1
207	как мы знаем	1	1
208	по существу одна	1	1
209	мы указывали на	1	1
210	а затем уже	1	1
211	не до конца	1	1
212	эта точка зрения	1	1
213	т д с	1	1
214	что не только	1	1
215	не потому что	2	1
216	в целом ряде	2	1
217	то что в	1	1
218	нас совершенно очевидно	1	1
219	а следовательно и	1	1
220	сказать что в	3	1
221	только в том	4	1
222	что при этом	2	1
223	с того что	1	1
224	те мыслительные процессы	1	1
225	можно согласиться с	1	1
226	отношение и к	1	1
227	не означает что	2	1
228	которое в свою	1	1
229	и тогда только	1	1
230	и что следовательно	3	1
231	при этом не	2	1
232	независимо от того	1	1
233	но и из	1	1
234	таким образом в	2	1
235	как раз наоборот	1	1
236	если эта теория	1	1
237	видели что в	1	1
238	хотя и не	2	1
239	показывает что в	2	1
240	вызывают к жизни	1	1
241	дело в том	1	1
242	что мы имеем	1	1
243	но еще не	1	1
244	приводит к тому	2	1
245	смысле этого слова	2	1
246	и характер этого	1	1
247	это и не	1	1
248	как одна из	2	1
249	орловской губернии с	1	1
250	к такому же	1	1
251	в собственном смысле	3	1
252	мы можем предположить	1	1
253	сделать какие-либо выводы	1	1
254	в русском языке	3	1
255	одна из главных	1	1
256	такой взгляд на	1	1
257	евгении онегине и	1	1
258	в чем именно	1	1
259	такая точка зрения	1	1
260	это и есть	1	1
261	то время как	6	1
262	что и в	5	1
263	приводит его к	1	1
264	не могла быть	1	1
265	в основе своей	2	1
