N	2gram	Bakhtin_Pr	KulturaY
1	и в	83	84
2	в том	22	74
3	потому что	9	68
4	не только	14	60
5	точки зрения	17	59
6	в этом	24	57
7	было бы	6	53
8	и не	41	52
9	может быть	23	47
10	что в	5	44
11	том что	9	44
12	в самом	7	41
13	для того	1	41
14	у нас	2	38
15	хотя бы	6	37
16	так как	12	36
17	с точки	13	36
18	в области	6	34
19	таким образом	9	33
20	а не	19	33
21	если бы	1	32
22	можно было	2	32
23	не в	10	30
24	и пр	1	30
25	в его	15	30
26	прежде всего	20	30
27	все же	3	29
28	не менее	4	28
29	того что	1	28
30	все эти	9	28
31	уже не	5	26
32	в языке	1	26
33	в силу	1	26
34	то что	14	25
35	вовсе не	12	25
36	не может	18	25
37	вопрос о	1	24
38	с другой	4	24
39	еще не	10	24
40	то же	10	23
41	с помощью	4	23
42	только в	10	23
43	так и	9	23
44	языка в	1	22
45	тем не	2	21
46	по себе	3	20
47	во всяком	2	20
48	и что	3	20
49	но и	16	20
50	тем что	2	19
51	о том	3	19
52	что он	6	19
53	зависимости от	3	19
54	языка и	1	19
55	всяком случае	1	19
56	но в	12	19
57	и с	10	18
58	к тому	2	18
59	в сущности	15	18
60	в качестве	1	18
61	связи с	1	18
62	между тем	2	18
63	вместе с	5	18
64	как бы	27	18
65	все это	11	18
66	в той	2	17
67	другой стороны	3	17
68	как это	2	17
69	что это	2	17
70	слова и	5	17
71	как раз	6	17
72	это не	10	17
73	в виду	3	16
74	в зависимости	3	16
75	что и	4	16
76	что не	1	16
77	тот же	2	16
78	ничего не	8	16
79	но не	9	16
80	при этом	6	15
81	именно в	3	15
82	в данном	1	15
83	как на	1	15
84	не было	5	15
85	и тем	4	15
86	один из	7	15
87	по отношению	6	15
88	целый ряд	1	15
89	того как	4	15
90	а в	4	15
91	лишь в	1	15
92	должно быть	4	15
93	в них	4	14
94	и на	27	14
95	сказать что	12	14
96	хотя и	10	14
97	в связи	2	14
98	я не	6	14
99	сих пор	8	14
100	в ней	8	14
101	до сих	8	14
102	если мы	5	14
103	как мы	12	14
104	мы имеем	4	14
105	также и	5	14
106	отношению к	5	14
107	что она	2	13
108	крайней мере	2	13
109	в этой	3	13
110	там где	3	13
111	не могут	4	13
112	в которых	2	13
113	по крайней	2	13
114	той же	6	13
115	это и	1	13
116	по существу	7	13
117	в пределах	8	13
118	и его	13	13
119	с этой	1	12
120	говорить о	2	12
121	в результате	2	12
122	того же	5	12
123	а только	2	12
124	вопроса о	1	12
125	этот вопрос	3	12
126	могут быть	5	12
127	тогда когда	1	12
128	как в	10	12
129	этого слова	3	12
130	однако не	1	12
131	для этого	2	12
132	те же	1	11
133	язык как	1	11
134	языка как	1	11
135	в своем	2	11
136	на себе	1	11
137	речи и	3	11
138	он не	5	11
139	в нем	21	11
140	и здесь	4	11
141	должна быть	1	11
142	и то	2	11
143	еще и	4	11
144	совершенно не	4	11
145	из этих	3	11
146	и если	4	11
147	этом отношении	1	11
148	уже в	3	11
149	слова в	3	11
150	в их	7	11
151	в таких	1	11
152	или иной	2	11
153	в особенности	2	10
154	как и	13	10
155	так же	4	10
156	конечно не	11	10
157	к этому	5	10
158	несмотря на	3	10
159	бы в	2	10
160	ту же	2	10
161	этом смысле	5	10
162	не просто	1	10
163	в общем	2	10
164	в то	8	10
165	вряд ли	2	10
166	после того	1	10
167	со стороны	1	10
168	в письмах	1	10
169	с этим	3	10
170	они не	5	10
171	бы и	3	10
172	на фоне	1	10
173	тем более	2	10
174	тем самым	2	10
175	в своей	5	9
176	можно сказать	12	9
177	что все	3	9
178	xix века	2	9
179	в которой	2	9
180	но для	2	9
181	рядом с	2	9
182	здесь не	5	9
183	мы говорим	2	9
184	и есть	1	9
185	слова как	1	9
186	ни в	4	9
187	не имеет	1	9
188	что мы	2	9
189	но это	7	9
190	и для	5	9
191	и вот	1	9
192	то мы	1	9
193	а также	4	9
194	ли не	1	9
195	но уже	2	9
196	на то	2	9
197	в целом	3	9
198	своего рода	7	8
199	в этих	8	8
200	но все	1	8
201	может служить	2	8
202	на практике	1	8
203	в структуре	4	8
204	что они	2	8
205	по преимуществу	1	8
206	это слово	1	8
207	тому же	3	8
208	в таком	3	8
209	тому что	1	8
210	не есть	1	8
211	в чем	1	8
212	в своих	4	8
213	в тех	2	8
214	мы видели	2	8
215	а потому	1	8
216	убедиться что	1	8
217	заключается в	1	8
218	да и	3	8
219	слов и	1	8
220	что я	2	8
221	состоит в	1	8
222	с его	4	8
223	этом случае	1	8
224	независимо от	1	8
225	на самом	2	8
226	и как	1	8
227	об этом	3	8
228	в частности	1	8
229	далеко не	4	8
230	и о	3	8
231	что на	2	8
232	же и	1	7
233	например в	8	7
234	казалось бы	4	7
235	всякого рода	3	7
236	в котором	8	7
237	в одном	4	7
238	указать на	1	7
239	внимание на	1	7
240	учение о	1	7
241	так сказать	8	7
242	к вопросу	1	7
243	а с	1	7
244	языке как	1	7
245	столь же	1	7
246	в процессе	4	7
247	есть язык	1	7
248	с ним	3	7
249	но вот	1	7
250	с ними	2	7
251	в слове	2	7
252	и более	3	7
253	в свою	1	7
254	речи не	1	7
255	в истории	4	7
256	до конца	3	7
257	на этот	1	7
258	в самой	2	7
259	все равно	6	7
260	смысле этого	3	7
261	есть в	7	7
262	нисколько не	1	7
263	не все	1	7
264	и потому	6	7
265	она не	4	7
266	здесь можно	1	7
267	не знает	8	7
268	когда он	2	7
269	что касается	2	7
270	как он	4	7
271	язык в	1	7
272	были бы	1	6
273	даже в	3	6
274	в корне	1	6
275	в соответствии	3	6
276	отличается от	2	6
277	на этой	2	6
278	не всегда	3	6
279	что именно	2	6
280	со специфическими	1	6
281	на язык	4	6
282	слов в	1	6
283	в ее	3	6
284	прежде чем	2	6
285	от этого	1	6
286	той или	2	6
287	могли бы	2	6
288	на этом	4	6
289	должны быть	2	6
290	за пределы	7	6
291	главным образом	3	6
292	пушкина в	1	6
293	романа в	2	6
294	не на	1	6
295	но только	2	6
296	перед нами	17	6
297	роль в	1	6
298	на основе	4	6
299	что если	1	6
300	же время	8	6
301	в отличие	1	6
302	соответствии с	2	6
303	в сфере	1	6
304	тем же	1	6
305	свое время	4	6
306	в свое	4	6
307	в себе	10	6
308	данном случае	1	6
309	мы не	7	6
310	что с	1	6
311	или в	7	6
312	этого не	1	6
313	то это	4	6
314	если и	1	6
315	как будто	3	6
316	может иметь	1	6
317	это конечно	3	6
318	отличие от	1	6
319	дело не	1	6
320	не с	1	6
321	которые в	3	6
322	на себя	3	6
323	нуждается в	1	6
324	и к	13	5
325	очень много	1	5
326	еще более	6	5
327	формы в	1	5
328	в большей	5	5
329	не как	5	5
330	и даже	5	5
331	более или	3	5
332	в духе	10	5
333	даже и	3	5
334	в другом	1	5
335	превращается в	5	5
336	отметить что	3	5
337	и еще	2	5
338	вопросу о	1	5
339	ни одного	1	5
340	установка на	2	5
341	могло бы	3	5
342	кроме того	6	5
343	точка зрения	1	5
344	не то	3	5
345	никогда не	10	5
346	и он	5	5
347	на протяжении	5	5
348	к себе	8	5
