N	2gram	Propp_Morf	TeoriaLi
1	в качестве	8	33
2	в мире	1	26
3	не только	8	24
4	и в	17	24
5	в частности	2	23
6	состоит в	3	22
7	может быть	61	22
8	при этом	1	20
9	в том	10	20
10	в тексте	1	19
11	тогда как	2	18
12	и не	16	17
13	а в	8	15
14	но и	9	14
15	а не	11	14
16	так и	10	14
17	в себе	1	14
18	представляет собой	17	13
19	в рамках	1	13
20	но не	8	13
21	в этом	18	12
22	но в	4	12
23	в его	1	12
24	то же	10	12
25	том что	7	11
26	точки зрения	7	11
27	и его	3	11
28	что в	10	10
29	по отношению	7	10
30	как это	7	10
31	отношению к	7	10
32	только в	3	9
33	в данном	2	9
34	с другой	9	9
35	не в	3	9
36	в то	4	9
37	в своей	1	8
38	же время	1	8
39	как бы	6	8
40	не может	19	8
41	не столько	1	7
42	или иной	1	7
43	себя в	2	7
44	мы имеем	19	7
45	а также	7	7
46	отличие от	1	7
47	во второй	2	7
48	отношение к	1	7
49	однако в	2	7
50	в области	1	7
51	другой стороны	5	6
52	более или	2	6
53	как и	4	6
54	не менее	7	6
55	приводит к	3	6
56	еще не	4	6
57	в основе	2	6
58	то что	10	6
59	со стороны	5	6
60	уже не	4	6
61	с его	3	6
62	в ее	1	6
63	с другими	2	6
64	между ними	1	6
65	или менее	2	6
66	героя и	3	6
67	в русской	1	6
68	того или	1	6
69	в первой	1	6
70	ни в	3	5
71	в виду	1	5
72	как в	5	5
73	а а	2	5
74	можно сказать	2	5
75	не является	4	5
76	того чтобы	4	5
77	для того	3	5
78	как к	1	5
79	данном случае	2	5
80	для него	2	5
81	а и	3	5
82	того что	3	5
83	между тем	5	5
84	он не	5	5
85	и тем	3	5
86	в пределах	3	5
87	в ходе	5	5
88	могут быть	21	5
89	не на	2	4
90	по пути	1	4
91	в этих	17	4
92	отношения к	1	4
93	что он	5	4
94	входит в	4	4
95	в другом	2	4
96	говорить о	4	4
97	и а	1	4
98	сказать что	4	4
99	в нашем	6	4
100	в текстах	1	4
101	к тому	5	4
102	это не	6	4
103	хотя и	5	4
104	в их	1	4
105	его в	4	4
106	читателя в	1	4
107	но он	1	4
108	не знает	2	4
109	так в	1	4
110	по своему	2	4
111	со своей	1	4
112	в свою	1	4
113	и что	3	4
114	в форме	6	4
115	далеко не	5	4
116	в силу	1	4
117	с ее	1	4
118	в целом	5	4
119	и ее	5	4
120	и к	4	3
121	во втором	7	3
122	в таком	1	3
123	в момент	1	3
124	с этой	3	3
125	даже в	1	3
126	о чем	1	3
127	подобно тому	6	3
128	если бы	3	3
129	все эти	5	3
130	а именно	1	3
131	именно в	1	3
132	например в	2	3
133	их в	2	3
134	никто не	4	3
135	роль в	2	3
136	в итоге	2	3
137	тем не	7	3
138	перед нами	14	3
139	свою очередь	1	3
140	между собой	5	3
141	потому что	7	3
142	одной стороны	2	3
143	между двумя	1	3
144	или иных	1	3
145	в одном	2	3
146	вслед за	5	3
147	имеем в	8	3
148	известной степени	1	3
149	мог бы	1	3
150	во всей	1	3
151	не все	6	3
152	из этих	2	3
153	и для	4	3
154	таким образом	26	3
155	и то	1	3
156	с одной	2	3
157	и вот	1	3
158	с точки	6	3
159	ни к	2	3
160	как раз	1	3
161	есть в	1	3
162	прежде всего	14	3
163	а на	3	3
164	и притом	1	3
165	связи с	12	3
166	или в	6	3
167	одним из	2	3
168	в связи	10	3
169	и как	6	3
170	вовсе не	6	3
171	той или	1	3
172	во всех	6	3
173	а с	2	3
174	однако если	1	3
175	тому как	5	3
176	в которой	3	3
177	не будет	1	3
178	он должен	3	3
179	не с	2	3
180	в этой	3	3
181	и др	12	3
182	и по	3	3
183	тех или	1	3
184	герой не	2	3
185	в той	1	2
186	о жизни	1	2
187	ведет к	1	2
188	и другие	6	2
189	образом и	1	2
190	для всех	1	2
191	один из	7	2
192	и здесь	7	2
193	и на	1	2
194	если в	7	2
195	рассказ о	1	2
196	быть названо	4	2
197	на этом	4	2
198	из которых	5	2
199	а затем	10	2
200	как такой	1	2
201	не могут	7	2
202	в них	1	2
203	оно не	2	2
204	и даже	2	2
205	этой точки	1	2
206	здесь мы	3	2
207	самом деле	4	2
208	обращается к	1	2
209	литературных жанров	1	2
210	с ними	1	2
211	не вполне	1	2
212	никем не	1	2
213	себя и	2	2
214	всех подобных	1	2
215	в следующей	1	2
216	всей своей	1	2
217	в каком	2	2
218	к другому	2	2
219	о том	6	2
220	не входит	2	2
221	это и	3	2
222	еще и	1	2
223	ними и	1	2
224	вытекает из	2	2
225	к нему	3	2
226	имеет в	1	2
227	и иных	2	2
228	но во	1	2
229	е о	1	2
230	не всегда	10	2
231	и больше	2	2
232	для меня	1	2
233	только на	1	2
234	вступает в	1	2
235	говорит что	1	2
236	и это	1	2
237	превращается в	2	2
238	о законе	1	2
239	и наоборот	4	2
240	перед ним	1	2
241	в глаза	2	2
242	если мы	6	2
243	тем же	2	2
244	не форма	1	2
245	что она	2	2
246	который в	2	2
247	до известной	1	2
248	здесь не	3	2
249	в противном	1	2
250	коем случае	1	2
251	на котором	4	2
252	лишь один	1	2
253	только о	1	2
254	чем это	2	2
255	бы то	3	2
256	то в	3	2
257	что они	5	2
258	но на	1	2
259	к герою	3	2
260	в коем	1	2
261	на вопрос	2	2
262	материала в	1	2
263	в последней	1	2
264	одной из	2	2
265	несмотря на	4	2
266	ни было	2	2
267	в формах	1	2
268	что такое	3	2
269	ее в	3	2
270	все это	2	2
271	мы легко	1	2
272	что и	10	2
273	у нас	3	2
274	тем в	1	2
275	что каждый	1	2
276	таком случае	1	2
277	слова не	1	2
278	у него	2	2
279	и некоторые	1	2
280	к чему	3	2
281	дело в	1	2
282	этих двух	1	2
283	тому что	5	2
284	случае не	4	2
285	в какой	3	2
286	противном случае	1	2
287	не от	2	2
288	данный момент	1	2
289	только и	1	2
290	это было	3	2
291	в чем	2	2
292	об этом	5	2
293	подобных случаях	4	2
294	вопрос что	3	2
295	а для	1	2
296	могли бы	2	2
297	о себе	1	2
298	но как	3	2
299	могут служить	1	2
300	как уже	3	2
301	одну из	1	2
302	то ни	3	2
303	дело не	2	2
304	в рассказе	1	2
305	быть и	2	2
306	в первом	5	2
307	но она	1	2
308	одно и	1	2
309	таких случаях	2	2
310	они хотят	1	2
311	в большинстве	3	2
312	собственно говоря	1	2
313	могла бы	4	2
314	так же	4	2
315	это делает	1	2
316	о его	4	2
317	как будто	2	2
318	право на	2	2
319	может и	1	2
320	однако все	2	2
321	случае это	1	2
322	о и	1	2
323	в особенности	1	1
324	собой всю	1	1
325	это на	1	1
326	вопрос кто	1	1
327	от него	2	1
328	однако и	1	1
329	является в	2	1
330	все что	1	1
331	в художественно	1	1
332	можно говорить	1	1
333	за ним	1	1
334	одном случае	1	1
335	же и	1	1
336	этот закон	1	1
337	собой некоторую	1	1
338	живое существо	2	1
339	того кому	1	1
340	его с	1	1
341	на ее	1	1
342	на первом	1	1
343	дело с	1	1
344	можно назвать	3	1
345	вопросу о	2	1
346	и дает	2	1
347	представляют собой	16	1
348	что это	3	1
349	в следующих	1	1
350	это уже	3	1
351	тем как	1	1
352	в сущности	3	1
353	не требует	1	1
354	в другой	1	1
355	привести к	1	1
356	те же	1	1
357	не как	1	1
358	одному из	3	1
359	дается в	2	1
360	и делает	1	1
361	первых же	1	1
362	в результате	8	1
363	то с	3	1
364	с собой	3	1
365	живые существа	3	1
366	в плоскости	3	1
367	для данного	1	1
368	со всеми	1	1
369	как было	1	1
370	чтобы в	1	1
371	начинается с	5	1
372	стоит в	1	1
373	на свой	1	1
374	до этого	1	1
375	от одного	1	1
376	в собственном	3	1
377	также может	3	1
378	однако что	1	1
379	существу является	1	1
380	ситуация не	1	1
381	в особый	1	1
382	мысль о	1	1
383	одновременно с	1	1
384	описание ведется	1	1
385	средство то	2	1
386	тем что	4	1
387	одним словом	1	1
388	него но	1	1
389	говорят о	1	1
390	и действительно	1	1
391	то время	3	1
392	если он	2	1
393	принадлежат к	1	1
394	к типам	1	1
395	том или	1	1
396	их поступки	1	1
397	и другим	3	1
398	хранится в	1	1
399	по собственному	1	1
400	с тем	2	1
401	необходимо для	1	1
402	таких ситуаций	1	1
403	в бою	3	1
404	все же	9	1
405	это бывает	1	1
406	всякая фраза	1	1
407	они ни	1	1
408	не такое	1	1
409	не имеет	2	1
410	а этот	1	1
411	бы не	1	1
412	достижения в	1	1
413	является продолжением	1	1
414	о котором	1	1
415	с героем	2	1
416	характерна для	1	1
417	в это	1	1
418	которая не	1	1
419	свою собственную	1	1
420	нет в	1	1
421	на первый	3	1
422	первый взгляд	3	1
423	с этим	14	1
424	все они	1	1
425	если с	1	1
426	действующих лиц	22	1
427	на примере	1	1
428	совершенно не	1	1
429	со смертью	2	1
430	он же	1	1
431	не существует	3	1
432	в котором	1	1
433	и пр	45	1
434	в самостоятельный	1	1
435	вопрос о	10	1
436	не представляет	1	1
437	по тем	1	1
438	не упоминается	3	1
439	тех же	4	1
440	совершенно особое	1	1
441	более чем	1	1
442	субъективно оно	1	1
443	она могла	1	1
444	в лесу	2	1
445	связана с	3	1
446	можно лишь	2	1
447	не должно	1	1
448	другу и	2	1
449	в отдельности	1	1
450	героем и	1	1
451	момент для	1	1
452	во многих	1	1
453	а после	1	1
454	оно является	1	1
455	а через	1	1
456	персонажи могут	1	1
457	всегда так	1	1
458	обычно в	2	1
459	точно и	1	1
460	с помощью	1	1
461	не носит	1	1
462	значение для	1	1
463	точно так	2	1
464	втором случае	1	1
465	в различных	2	1
466	нос в	1	1
467	е годы	1	1
468	на основании	1	1
469	а при	1	1
470	образом что	1	1
471	как персонаж	1	1
472	одно из	1	1
473	целый ряд	3	1
474	ни были	1	1
475	и до	1	1
476	другому что	1	1
477	и те	1	1
478	не что	2	1
479	в совершенно	2	1
480	это необходимо	1	1
481	не так	2	1
482	при анализе	1	1
483	непосредственно к	1	1
484	действия и	2	1
485	это разделение	1	1
486	случаи когда	1	1
487	из наиболее	1	1
488	следит за	1	1
489	от героя	1	1
490	настоящее время	3	1
491	ее не	1	1
492	она может	1	1
493	сын и	1	1
494	в лес	7	1
495	русском языке	1	1
496	или а	1	1
497	игру в	1	1
498	с этими	1	1
499	только во	1	1
500	в одной	2	1
501	окна и	1	1
502	что все	1	1
503	то она	1	1
504	а впоследствии	2	1
505	момент в	2	1
506	одна из	5	1
507	но если	10	1
508	также является	1	1
509	л из	1	1
510	что даже	1	1
511	в отдельных	3	1
512	уже по	1	1
513	друг друга	3	1
514	все с	1	1
515	как явление	1	1
516	в систему	1	1
517	они могут	1	1
518	в настоящее	3	1
519	пришлось бы	1	1
520	и становится	1	1
521	из них	4	1
522	действия или	1	1
523	характерно что	1	1
524	тот же	1	1
525	другого и	2	1
526	должен прилететь	2	1
527	д и	2	1
528	друг другу	1	1
529	его можно	1	1
530	может как	1	1
531	непосредственно с	1	1
532	говорилось выше	1	1
533	такое же	1	1
534	этом случае	10	1
535	и такой	1	1
536	в свое	2	1
537	к различным	2	1
538	лес но	1	1
539	мы видим	15	1
540	собой и	1	1
541	со мной	1	1
542	так как	20	1
543	как такового	2	1
544	многих других	2	1
545	что иное	2	1
546	они не	3	1
547	может не	2	1
548	героев в	1	1
549	после того	1	1
550	первом случае	3	1
551	должно быть	1	1
552	время и	1	1
553	который может	3	1
554	других для	1	1
555	собой в	2	1
556	иных случаях	2	1
557	в состоянии	1	1
558	что одна	2	1
559	как особого	2	1
560	материала и	1	1
561	соединению с	1	1
562	ее можно	1	1
563	для нас	2	1
564	и сама	1	1
565	и одна	1	1
566	случаях может	1	1
567	одновременно и	1	1
568	вытекающее из	1	1
569	на которой	1	1
570	иными словами	1	1
571	стремится к	1	1
572	для связывания	3	1
573	быть или	1	1
574	и развития	1	1
575	от своих	1	1
576	но с	2	1
577	в таких	3	1
578	ко второму	1	1
579	иногда впрочем	1	1
580	действительная жизнь	1	1
581	как видно	1	1
582	и более	2	1
583	что его	4	1
584	самые разнообразные	1	1
585	и где	1	1
586	этим и	1	1
587	но эта	1	1
588	которое в	1	1
589	это еще	2	1
590	включения в	1	1
591	по существу	13	1
592	что не	1	1
593	этой моделью	1	1
594	встречается лишь	1	1
595	бы быть	1	1
596	с логической	2	1
597	же оно	2	1
598	за которым	2	1
599	также в	2	1
600	можно предположить	1	1
601	но по	1	1
602	большинстве случаев	3	1
603	не есть	1	1
604	от одной	1	1
605	все виды	1	1
606	между прочим	1	1
607	определяет его	1	1
608	в ряду	1	1
609	он состоит	1	1
