N	3gram	Vygotskiy_	Formalny
1	с точки зрения	31	40
2	не может быть	6	29
3	на самом деле	2	21
4	то же время	1	20
5	в то же	2	20
6	во всяком случае	1	16
7	в настоящее время	1	13
8	по отношению к	9	12
9	в самом деле	4	11
10	так и в	1	11
11	в этом отношении	7	11
12	в зависимости от	6	10
13	в большинстве случаев	2	9
14	с другой стороны	3	9
15	и не может	2	9
16	для того чтобы	24	8
17	до сих пор	6	8
18	вместе с тем	6	8
19	как мы видели	7	8
20	с одной стороны	7	8
21	в высшей степени	1	7
22	в свою очередь	3	7
23	как мы знаем	1	7
24	и в этом	2	7
25	в том что	24	6
26	с тем что	1	6
27	сам по себе	2	6
28	в данном случае	5	6
29	не только не	11	6
30	смысле этого слова	4	6
31	языка и его	1	6
32	одной стороны и	4	5
33	в направлении к	3	5
34	в этом смысле	2	5
35	в отличие от	4	5
36	к тому что	10	5
37	в значительной степени	1	5
38	до известной степени	2	5
39	прежде всего в	2	5
40	мы не можем	3	5
41	в той же	2	4
42	тем не менее	4	4
43	дело идет о	1	4
44	в одной плоскости	1	4
45	в конце концов	1	4
46	в этом пункте	1	4
47	не могут быть	3	4
48	только и может	2	4
49	как раз и	1	4
50	но все же	1	4
51	с тем же	1	4
52	но и в	1	4
53	как и все	1	4
54	в лучшем случае	3	4
55	подобно тому как	2	4
56	с самого начала	13	4
57	и не могут	1	4
58	и до конца	1	4
59	нет и не	3	4
60	по аналогии с	1	4
61	сама по себе	1	4
62	только в процессе	2	3
63	обстоит дело с	1	3
64	в том числе	2	3
65	друг с другом	6	3
66	же правом можно	1	3
67	вместо того чтобы	2	3
68	том числе и	2	3
69	в неразрывной связи	1	3
70	точки зрения самого	2	3
71	то же самое	11	3
72	таким образом не	1	3
73	самом же деле	1	3
74	таким же правом	1	3
75	на самом же	1	3
76	на первый план	1	3
77	в процессе их	1	3
78	иначе обстоит дело	1	3
79	и во всяком	1	3
80	при таком положении	1	3
81	с тем и	2	3
82	тем же правом	1	3
83	в том смысле	2	3
84	в том чтобы	1	3
85	потому что он	4	3
86	то и другое	4	3
87	в пределах одного	1	3
88	и то и	1	3
89	как мы увидим	1	3
90	с таким же	1	3
91	во всех областях	1	3
92	начала и до	1	3
93	мере в какой	2	2
94	неразрывной связи с	1	2
95	и столь же	2	2
96	о том как	1	2
97	том смысле что	2	2
98	в той мере	2	2
99	к действительности и	1	2
100	была бы совершенно	1	2
101	же правом мы	1	2
102	одного к другому	1	2
103	в собственном смысле	4	2
104	должно было бы	1	2
105	в предыдущей главе	1	2
106	с этой точки	4	2
107	в слове не	1	2
108	друг от друга	3	2
109	не совпадает с	4	2
110	она не может	1	2
111	совершенно очевидно что	2	2
112	представляется нам в	1	2
113	но при этом	1	2
114	борьба и смена	1	2
115	не потому что	1	2
116	именно потому что	1	2
117	точки зрения своей	1	2
118	а и в	1	2
119	и для них	1	2
120	в такой же	3	2
121	и тем самым	8	2
122	в том или	1	2
123	в отдельности и	1	2
124	что между ними	1	2
125	той мере в	2	2
126	в последнее время	4	2
127	из того что	5	2
128	и входит в	1	2
129	от одного к	1	2
130	по тем же	2	2
131	сменяющих друг друга	1	2
132	слова и его	4	2
133	мы видели что	3	2
134	может и не	1	2
135	лишь тогда когда	1	2
136	свою очередь является	1	2
137	к нему и	1	2
138	именно в этом	3	2
139	связаны между собой	4	2
140	и тем же	2	2
141	в какой мере	2	2
142	выйти за пределы	1	2
143	этой точки зрения	4	2
144	один из моментов	1	2
145	как и в	4	2
146	от того что	2	2
147	ничего общего с	1	2
148	на этот вопрос	1	2
149	они не совпадают	1	2
150	не может стать	1	2
151	в одной из	1	2
152	до последнего времени	1	2
153	и в их	1	2
154	одним и тем	2	2
155	не по принципу	1	2
156	зависимости от того	1	2
157	таким образом оказывается	2	2
158	не только в	2	2
159	и притом в	1	2
160	так же как	13	2
161	но отнюдь не	1	2
162	в этом случае	15	2
163	следовательно и в	1	2
164	оно не может	1	2
165	и в направлении	1	2
166	но с точки	3	2
167	тем что оно	3	2
168	что и в	1	2
169	что он не	1	1
170	к другому но	1	1
171	он полагает что	1	1
172	действительного положения вещей	1	1
173	в самом начале	5	1
174	он может и	1	1
175	в этот период	2	1
176	самих по себе	1	1
177	в понятии внутренней	1	1
178	том что это	1	1
179	свое выражение в	5	1
180	но вместе с	2	1
181	не той или	1	1
182	по себе но	1	1
183	сделать вывод что	2	1
184	и в этих	1	1
185	о чем говорится	4	1
186	то что он	1	1
187	с этой последней	1	1
188	говорить только о	1	1
189	как это делают	1	1
190	эта тенденция к	1	1
191	речи но как	1	1
192	и тогда когда	2	1
193	чтобы она могла	1	1
194	которые могут быть	1	1
195	по сравнению с	20	1
196	в процессе развития	1	1
197	но именно этого	1	1
198	невозможно было бы	1	1
199	мы в сущности	1	1
200	что оно не	1	1
201	у нас в	1	1
202	принципиально отличны от	1	1
203	к ней не	1	1
204	одного понятия к	1	1
205	в этом первом	1	1
206	действительности но если	1	1
207	он не может	1	1
208	не можем не	2	1
209	нельзя было бы	1	1
210	в том же	3	1
211	в своем развитии	1	1
212	к его значению	1	1
213	точки зрения этой	1	1
214	в учении о	6	1
215	и во всех	2	1
216	нее таким образом	1	1
217	так например в	1	1
218	слова как такового	1	1
219	и должен быть	1	1
220	речи и их	1	1
221	этого она должна	1	1
222	и то же	3	1
223	друг на друга	2	1
224	как бы не	1	1
225	одного и того	3	1
226	случае не может	1	1
227	этих понятий и	1	1
228	в действительности но	1	1
229	все же в	1	1
230	в нашем примере	1	1
231	мы знаем что	2	1
232	в силу этого	2	1
233	и в конце	2	1
234	имеет первостепенное значение	1	1
235	то о чем	5	1
236	в этом плане	1	1
237	лишь в той	2	1
238	том и заключается	1	1
239	всей полноты смысла	1	1
240	осуществляется на самом	1	1
241	таким образом самая	1	1
242	так и по	2	1
243	может и должен	1	1
244	здесь не в	1	1
245	не осуществляется на	1	1
246	как и всякий	1	1
247	могут быть названы	1	1
248	в этой области	2	1
249	и вместе с	2	1
250	может быть уже	1	1
251	что в этом	2	1
252	устанавливает связь между	1	1
253	для этого она	1	1
254	эти специфические особенности	1	1
255	а потому что	1	1
256	его жизнь и	1	1
257	таким образом в	2	1
258	до тех пор	1	1
259	из противопоставления двух	1	1
260	речи в которой	2	1
261	но не с	1	1
262	каждой из них	1	1
263	и по отношению	1	1
264	есть не что	1	1
265	что в основе	1	1
266	чем иным как	2	1
267	каждый данный момент	1	1
268	что как бы	1	1
269	и непосредственно как	1	1
270	и того же	3	1
271	может быть понят	2	1
272	каждой из этих	2	1
273	можем говорить только	1	1
274	состоит в том	3	1
275	потому что не	1	1
276	не может не	1	1
277	в целом и	1	1
278	очевидно что в	1	1
279	и там где	2	1
280	по этому поводу	3	1
281	и потому вполне	1	1
282	и его значением	2	1
283	что с помощью	1	1
284	это значит что	1	1
285	в слове есть	1	1
286	собственные мысли и	1	1
287	освобождение его от	2	1
288	собственном смысле этого	3	1
289	теми или иными	1	1
290	из важнейших и	1	1
291	у каждой из	1	1
292	то что было	1	1
293	эта связь может	1	1
294	собственном смысле слова	1	1
295	не имеет места	1	1
296	в том и	3	1
297	того как мы	1	1
298	таким образом мы	2	1
299	друг друга и	1	1
300	вместе с этим	1	1
301	помощью этого метода	1	1
302	и речи но	2	1
303	той или иной	2	1
304	ясно что при	1	1
305	не могли не	1	1
306	единство именно в	1	1
307	значение не только	1	1
308	этого метода мы	1	1
309	вследствие того что	1	1
310	совершенно в той	1	1
311	прежде всего на	1	1
312	все что мы	3	1
313	в этом заключается	2	1
314	от реального предмета	1	1
315	на то что	5	1
316	как по отношению	1	1
317	в нее и	1	1
318	в каждый данный	1	1
319	и может быть	1	1
320	не непосредственно а	1	1
321	бы сказать что	4	1
322	между ними возможны	2	1
323	понятие и значение	1	1
324	таким образом все	1	1
325	как и для	1	1
326	не с точки	1	1
327	того чтобы обнаружить	1	1
328	таким образом по	1	1
329	большинстве случаев является	1	1
330	о том что	4	1
331	ни в какой	2	1
332	в одном отношении	1	1
333	переход от одной	1	1
334	мы обратимся к	1	1
335	эта точка зрения	1	1
336	а не по	1	1
337	если мы обратимся	1	1
338	так как эта	2	1
339	в гораздо большей	1	1
340	должна перестать быть	1	1
341	во внутренней речи	4	1
342	была сделана попытка	1	1
343	но и не	3	1
344	тот факт что	2	1
345	необходимо прежде всего	1	1
346	а следовательно и	1	1
347	остается тем же	1	1
348	можно сказать что	7	1
349	и состоит в	1	1
350	в основе всех	1	1
351	только в том	2	1
352	должен приспособляться к	1	1
353	и той же	5	1
354	что при этом	1	1
355	факт сам по	1	1
356	той же мере	2	1
357	в то время	8	1
358	что совершается в	1	1
