N	3gram	Bakhtin_Fr	RusskieA
1	в том что	4	49
2	в этот день	1	23
3	о том что	4	10
4	том что в	1	9
5	в данном случае	1	8
6	в настоящее время	1	7
7	как мы увидим	2	7
8	по этому поводу	1	6
9	в это время	1	6
10	как мы видели	4	6
11	после того как	6	6
12	и в другие	1	6
13	в некоторых местах	1	5
14	в связи с	2	5
15	мы видели что	1	5
16	не что иное	1	4
17	как мы уже	4	4
18	что в этом	1	4
19	что иное как	1	4
20	в то время	1	4
21	можно было бы	2	4
22	во всяком случае	1	4
23	по отношению к	3	3
24	более или менее	3	3
25	до сих пор	3	3
26	до некоторой степени	1	3
27	самом же деле	1	3
28	на самом же	1	3
29	и в том	1	3
30	в свою очередь	3	3
31	на другой день	1	3
32	с точки зрения	4	3
33	мы уже видели	2	3
34	с тем что	1	3
35	друг к другу	1	3
36	некоторые из них	1	2
37	мы уже знаем	1	2
38	о том как	3	2
39	в большинстве случаев	9	2
40	не совсем точно	1	2
41	из них в	1	2
42	ничего общего с	1	2
43	потому что он	1	2
44	в руках и	1	2
45	но все же	1	2
46	с другой стороны	2	2
47	к себе в	1	2
48	между собой в	1	2
49	отношению к людям	1	2
50	мы увидим что	1	2
51	а именно в	1	2
52	как и в	2	2
53	за ноги и	1	2
54	чем в других	1	2
55	к земле и	1	2
56	на самом деле	1	2
57	с таким же	2	2
58	это не совсем	1	2
59	не только в	1	2
60	во всех этих	1	2
61	и в этом	1	2
62	на части и	1	2
63	с одной стороны	3	2
64	в этом отношении	3	2
65	и связанные с	1	2
66	целом ряде других	1	1
67	в землю и	1	1
68	имеет ничего общего	1	1
69	в том же	1	1
70	на глазах у	2	1
71	были связаны с	1	1
72	как и вообще	1	1
73	из этих четырех	1	1
74	не в этом	1	1
75	к этому образу	1	1
76	это та же	1	1
77	в xix веке	1	1
78	до наших дней	2	1
79	связан и другой	1	1
80	в предыдущей главе	2	1
81	и по своим	1	1
82	происходило и в	1	1
83	так например в	1	1
84	и все это	2	1
85	в таком же	1	1
86	но есть и	1	1
87	они как бы	1	1
88	все то что	3	1
89	одного и того	1	1
90	сам по себе	2	1
91	и все что	1	1
92	все же в	1	1
93	не может так	1	1
94	в особенности же	1	1
95	как мы видим	5	1
96	здесь не в	1	1
97	один из самых	1	1
98	по аналогии с	1	1
99	тесно связаны с	3	1
100	здесь говорится о	1	1
101	они как и	1	1
102	и у других	1	1
103	в этой роли	2	1
104	к тому же	1	1
105	на этот вопрос	1	1
106	это не было	1	1
107	говорит о том	1	1
108	мы видим что	2	1
109	не имеет ничего	1	1
110	и того же	1	1
111	в природе и	1	1
112	то же самое	1	1
113	как и всегда	1	1
114	правильнее было бы	1	1
115	в другом месте	3	1
116	что смерть есть	1	1
117	в применении к	1	1
118	к новому от	1	1
119	в значительной степени	3	1
120	о том чтобы	1	1
121	не без основания	1	1
122	и потому не	1	1
123	а на другой	1	1
124	во второй половине	1	1
125	и так называемый	1	1
126	к нему и	1	1
127	в одном из	2	1
128	но он не	1	1
129	те и другие	2	1
130	не только для	1	1
131	одно мгновение и	1	1
132	так и у	1	1
133	в ряде мест	2	1
134	тем что в	1	1
135	в этой игре	1	1
136	человек как бы	1	1
137	начиная с xvii	1	1
138	одним из самых	2	1
139	и может быть	1	1
140	но и в	2	1
141	только после того	1	1
142	со всеми его	3	1
143	новый год с	1	1
144	все это различные	1	1
145	не потому что	1	1
146	в целом ряде	1	1
147	то что в	2	1
148	как один из	2	1
149	а следовательно и	2	1
150	сказать что в	1	1
151	одном из своих	1	1
152	и через них	1	1
153	тем более что	1	1
154	таким образом в	2	1
155	нужно заметить что	1	1
156	но все это	2	1
157	по содержанию своему	1	1
158	из того что	1	1
159	дело в том	2	1
160	и другие подобные	1	1
161	и до сих	1	1
162	смысле этого слова	1	1
163	как и все	1	1
164	второй половине xix	1	1
165	между собой и	1	1
166	и это не	1	1
167	и превратились в	1	1
168	на весь мир	1	1
169	особое значение и	1	1
170	ни с какими	1	1
171	что в нем	1	1
172	влияние и на	2	1
173	том что они	1	1
174	так что в	1	1
175	в новое время	1	1
176	в этой же	2	1
177	по этому вопросу	1	1
178	а так как	1	1
179	тогда как в	1	1
180	на этом же	1	1
181	она не имеет	1	1
182	и связанных с	1	1
183	со смертью и	1	1
184	что в некоторых	1	1
185	потому что они	1	1
186	и не только	1	1
187	в себе и	1	1
188	это и есть	1	1
189	что и в	1	1
190	это прежде всего	3	1
191	но от этого	1	1
192	в основе своей	1	1
