N	4gram	Bakhtin_Fr	Psycholo
1	одной и той же	1	12
2	одно и то же	1	7
3	так же точно и	1	7
4	не что иное как	1	6
5	один и тот же	1	5
6	так же как и	2	5
7	а с другой стороны	1	4
8	в том что в	1	4
9	одного и того же	1	4
10	то же самое что	1	4
11	одна и та же	1	4
12	в то же время	14	3
13	же как и в	1	3
14	дело в том что	4	3
15	с таким расчетом чтобы	1	2
16	из того факта что	1	2
17	до сих пор не	1	2
18	рассказывает о том как	1	2
19	с одной стороны и	1	2
20	вместе с тем и	1	2
21	и не может быть	1	2
22	есть в конечном счете	1	2
23	если мы обратимся к	1	2
24	мы видим таким образом	1	2
25	но вместе с тем	1	2
26	только для того чтобы	2	2
27	есть не что иное	1	2
28	и с точки зрения	2	1
29	даже там где он	1	1
30	как мы уже говорили	3	1
31	на том же основании	1	1
32	во всех этих событиях	1	1
33	не имеет никакого отношения	1	1
34	мы уже знаем что	1	1
35	и до наших дней	1	1
36	с другой стороны в	1	1
37	к тому же выводу	1	1
38	ни в коем случае	1	1
39	в связи с этим	3	1
40	в том что это	1	1
41	и вы и все	1	1
42	мы видим что в	1	1
43	в искусстве и в	1	1
44	и целый ряд других	1	1
45	именно потому что она	1	1
46	и это очень важно	1	1
47	в особенности тогда когда	1	1
48	все то что не	1	1
49	то есть в конечном	1	1
50	и ни о чем	1	1
51	на другой день после	1	1
52	не имеют ничего общего	1	1
53	же точно и в	1	1
54	что это и есть	1	1
55	совершенно так же как	2	1
56	идет не только о	1	1
57	на нее так как	1	1
58	ни о чем не	1	1
59	и то же слово	1	1
60	и в основе своей	1	1
61	их с точки зрения	1	1
62	ни в чем не	1	1
63	том что в этой	1	1
64	а также и в	1	1
65	это то же самое	1	1
66	можно прямо сказать что	1	1
67	в том числе и	3	1
68	одном и том же	1	1
69	мы уже говорили что	1	1
70	в самом деле в	1	1
71	имеют ничего общего с	1	1
72	самую существенную роль в	1	1
73	в этом отношении на	1	1
74	между человеком и миром	2	1
