N	3gram	Propp_Isto	StatiiOP
1	в том что	8	47
2	и т д	30	32
3	о том что	3	29
4	до сих пор	7	19
5	с точки зрения	1	14
6	с другой стороны	10	13
7	во всяком случае	2	13
8	то обстоятельство что	1	11
9	не может быть	4	11
10	вместе с тем	1	9
11	на то что	4	9
12	можно было бы	2	9
13	тем не менее	6	8
14	к тому что	1	8
15	на самом деле	1	8
16	не только в	3	8
17	в данном случае	6	7
18	по этому поводу	1	7
19	но все же	5	7
20	заключается в том	1	7
21	в то время	2	7
22	так же как	7	6
23	по отношению к	2	6
24	том что в	2	6
25	не только не	2	6
26	в том смысле	1	6
27	в одном из	2	6
28	в том отношении	1	6
29	т д но	1	6
30	что он не	1	5
31	то время как	2	5
32	с тем что	1	5
33	за то что	1	5
34	но и в	2	5
35	с самого начала	1	5
36	после того как	3	5
37	то что он	1	4
38	том отношении что	1	4
39	дело не в	1	4
40	ставит себе целью	1	4
41	так или иначе	1	4
42	сами по себе	1	4
43	с одной стороны	2	4
44	ничего общего с	1	4
45	в связи с	5	4
46	в другом месте	1	4
47	говорит об этом	1	4
48	тем более что	1	4
49	иметь в виду	1	4
50	и в том	1	4
51	что и в	3	4
52	он должен был	1	3
53	в его работе	1	3
54	каждого из них	1	3
55	и в этих	1	3
56	из этих двух	1	3
57	можно сказать что	2	3
58	в том числе	1	3
59	совершенно так же	4	3
60	во многих случаях	1	3
61	к тому же	4	3
62	так как в	1	3
63	т е не	1	3
64	нет никакого сомнения	1	3
65	т е с	1	3
66	состоит в том	2	3
67	во всех этих	1	3
68	в этом случае	8	3
69	т е в	2	3
70	отношении что они	1	2
71	и в другом	1	2
72	но вместе с	1	2
73	и даже не	1	2
74	в жизни и	1	2
75	что мы знаем	1	2
76	и пр но	1	2
77	в течение лет	1	2
78	что действующие лица	1	2
79	такие выражения как	1	2
80	стола и т	1	2
81	в обоих случаях	1	2
82	в зависимости от	1	2
83	и вместе с	1	2
84	точно так же	8	2
85	нельзя сказать что	1	2
86	независимо от того	2	2
87	и в других	3	2
88	что в этом	1	2
89	то же самое	1	2
90	не только с	1	2
91	с тех пор	1	2
92	не только по	1	2
93	тому что в	1	2
94	в свою очередь	1	2
95	но он не	1	2
96	и др в	1	2
97	но и здесь	1	2
98	но и это	1	2
99	к тому времени	1	2
100	в чем же	1	2
101	на этот вопрос	1	2
102	данном случае в	1	2
103	как мы видели	7	2
104	том что и	1	2
105	объясняется тем что	1	2
106	мы имеем в	4	2
107	возможно что в	1	2
108	и то что	4	2
109	что в нем	1	2
110	тем что он	1	2
111	между прочим и	2	2
112	с того что	2	2
113	имеем дело с	1	2
114	как и в	2	2
115	может быть и	1	2
116	она до сих	1	1
117	должны были бы	1	1
118	он является в	1	1
119	обратимся теперь к	1	1
120	и только тогда	2	1
121	он говорит что	1	1
122	что там где	1	1
123	больше чем обычно	1	1
124	в точности соответствует	2	1
125	со стороны ее	1	1
126	этих двух сторон	1	1
127	дело не только	1	1
128	в определенном направлении	1	1
129	в большинстве случаев	2	1
130	же это за	1	1
131	на том что	1	1
132	что в одном	1	1
133	по сравнению с	2	1
134	вполне возможно что	1	1
135	с этой точки	1	1
136	она не могла	1	1
137	от того кто	1	1
138	все же он	1	1
139	этом мы имеем	1	1
140	так что он	1	1
141	друг от друга	1	1
142	можно дать ответ	1	1
143	настоящем смысле этого	1	1
144	на всю жизнь	1	1
145	так что она	2	1
146	уже потому что	1	1
147	является то что	1	1
148	и если бы	1	1
149	он не имеет	1	1
150	т д в	1	1
151	общего с этим	1	1
152	и в наших	1	1
153	если бы это	1	1
154	с этой стороны	2	1
155	в такой же	1	1
156	смысле этого слова	3	1
157	и могут быть	1	1
158	но это еще	1	1
159	в приложении к	1	1
160	другой стороны и	3	1
161	говорит что они	1	1
162	не могла бы	1	1
163	быть и очень	1	1
164	надо сказать что	1	1
165	в соответствии с	1	1
166	каждое из них	1	1
167	что в них	2	1
168	отношению к своему	1	1
169	так но в	1	1
170	и попадает в	1	1
171	таким образом этот	1	1
172	же как в	2	1
173	что они любят	1	1
174	что же это	1	1
175	то же можно	1	1
176	в них нет	1	1
177	так далеко что	1	1
178	для суждения об	1	1
179	но и по	1	1
180	к тем материалам	1	1
181	и при помощи	1	1
182	это означало бы	1	1
183	во всем мире	3	1
184	никакого сомнения что	2	1
185	это вовсе не	1	1
186	только то что	1	1
187	мы находим и	1	1
188	в качестве мотивировки	1	1
189	к этому времени	1	1
190	и по существу	1	1
191	русском фольклоре это	1	1
192	не то что	1	1
193	так же и	1	1
194	и не может	1	1
195	мы имеем дело	1	1
196	же как у	1	1
197	с нашей точки	1	1
198	то что было	2	1
199	сих пор не	1	1
200	то что она	1	1
201	т д все	1	1
202	дать ответ на	1	1
203	это может быть	1	1
204	примеры показывают что	1	1
205	на своем пути	1	1
206	быть установлены только	1	1
207	нашей точки зрения	1	1
208	и может быть	1	1
209	такую большую роль	1	1
210	и холм и	1	1
211	не совсем так	2	1
212	а затем уже	1	1
213	и пр или	3	1
214	с подобного рода	1	1
215	в течение шести	1	1
216	это несомненно в	1	1
217	то это означало	1	1
218	же можно сказать	1	1
219	этой точки зрения	1	1
220	т д как	1	1
221	не будет иметь	1	1
222	мы знаем об	1	1
223	но и не	1	1
224	в некоторых случаях	6	1
225	и той же	2	1
226	связи с этим	1	1
227	об этом мы	1	1
228	с этим же	1	1
229	тесно связан с	1	1
230	и эти случаи	1	1
231	но для нас	1	1
232	и тем что	2	1
233	если бы она	2	1
234	в узком смысле	1	1
235	мы видели выше	2	1
236	академии наук в	1	1
237	можно сказать о	1	1
238	мы до сих	1	1
239	слова в системе	1	1
240	в исторической действительности	1	1
241	себе объяснения в	1	1
242	он попадает в	1	1
243	не означает что	1	1
244	это еще не	2	1
245	но и во	1	1
246	своей цели и	1	1
247	и в котором	1	1
248	содержит в себе	2	1
249	т е как	1	1
250	языка не может	1	1
251	одной и той	2	1
252	еще не означает	1	1
253	мы имеем здесь	1	1
254	большую роль в	1	1
255	прийти в голову	1	1
256	исторической действительности и	1	1
257	не может поэтому	1	1
258	же как и	3	1
259	которые состояли из	1	1
260	в связь с	1	1
261	в плен и	2	1
262	этот вопрос можно	1	1
263	и пр на	1	1
264	к более поздним	1	1
265	это ничего не	1	1
266	одновременно и в	1	1
267	никакой связи с	1	1
268	том смысле как	1	1
269	в таких случаях	2	1
270	и не только	1	1
271	себе в нем	1	1
272	также и в	1	1
273	одной стороны он	1	1
274	все еще не	1	1
275	и не имели	1	1
276	с ней в	1	1
277	могут быть установлены	1	1
278	случаях обычно в	1	1
279	в другом случае	3	1
280	в своей работе	1	1
