N	2gram	Trubetskoy	Formalny
1	и в	26	95
2	и не	8	78
3	может быть	10	66
4	в этом	15	61
5	не может	4	57
6	и пр	1	53
7	таким образом	22	52
8	и его	1	51
9	так и	6	50
10	точки зрения	13	47
11	в нем	4	42
12	в его	5	42
13	прежде всего	2	41
14	с точки	6	40
15	как и	1	39
16	в самом	4	35
17	не в	2	35
18	а не	5	34
19	в процессе	2	34
20	но и	9	33
21	то же	4	32
22	самом деле	1	32
23	не только	10	30
24	в том	11	26
25	если бы	3	26
26	то что	7	25
27	при этом	3	24
28	в своей	1	24
29	на почве	1	24
30	лишь в	5	24
31	с помощью	1	23
32	было бы	1	23
33	связи с	9	23
34	в ней	1	23
35	в то	4	22
36	и ее	1	22
37	и с	10	21
38	что в	9	21
39	как бы	12	21
40	с тем	18	20
41	не менее	3	20
42	входит в	1	20
43	и от	4	20
44	же время	2	20
45	место в	1	20
46	в их	1	20
47	по себе	1	19
48	хотя бы	3	19
49	не могут	2	19
50	все это	6	19
51	все же	6	18
52	в связи	3	18
53	только в	4	18
54	и все	2	18
55	с его	2	18
56	все эти	6	18
57	и их	1	18
58	как раз	1	17
59	социальной жизни	1	17
60	как в	1	17
61	во всяком	6	16
62	с другой	8	16
63	так же	5	16
64	всяком случае	6	16
65	совершенно не	1	16
66	потому что	7	16
67	именно в	2	15
68	должно быть	1	15
69	с другими	4	15
70	его в	1	15
71	бы в	1	15
72	во всех	2	15
73	и на	2	15
74	так как	9	15
75	но в	7	15
76	в жизни	1	14
77	только на	1	14
78	в своем	3	14
79	в ее	1	14
80	в этой	4	14
81	что он	4	14
82	вместе с	15	14
83	еще не	2	14
84	и потому	6	14
85	жизни и	2	14
86	в результате	3	13
87	тем что	1	13
88	настоящее время	1	13
89	языка как	1	13
90	что и	6	13
91	ни в	1	13
92	могут быть	1	13
93	в настоящее	1	13
94	того что	3	13
95	а в	4	13
96	там где	1	12
97	уже не	3	12
98	к тому	6	12
99	по отношению	1	12
100	и здесь	2	12
101	того чтобы	5	12
102	и для	5	12
103	отношению к	3	12
104	в корне	1	11
105	никогда не	5	11
106	что они	1	11
107	так сказать	1	11
108	то ни	2	11
109	между тем	2	11
110	они не	1	11
111	это и	1	11
112	для него	3	11
113	этом отношении	2	11
114	в общем	8	11
115	но не	8	11
116	не как	2	10
117	другой стороны	1	10
118	в своих	1	10
119	в первом	1	10
120	конечно не	2	10
121	бы то	2	10
122	не было	2	10
123	не есть	1	10
124	он не	4	10
125	главным образом	8	10
126	с ее	1	10
127	мы видели	2	10
128	как о	3	10
129	в слове	1	10
130	не является	1	10
131	тем же	1	10
132	друг друга	1	10
133	мы не	1	10
134	по существу	2	10
135	и как	3	10
136	и даже	3	9
137	не могло	2	9
138	мы знаем	1	9
139	ни было	2	9
140	совсем не	1	9
141	отношения к	1	9
142	в свою	2	9
143	и до	1	9
144	здесь не	1	9
145	но это	1	9
146	ничего не	1	9
147	является лишь	1	9
148	у нас	1	9
149	быть и	2	9
150	и к	5	8
151	в них	2	8
152	и те	3	8
153	в данном	1	8
154	одной стороны	7	8
155	всего этого	1	8
156	с одной	7	8
157	ясно что	3	8
158	же как	3	8
159	между собой	1	8
160	в сторону	1	8
161	в других	3	8
162	сих пор	5	8
163	и является	2	8
164	из этого	2	8
165	всех этих	1	8
166	до сих	5	8
167	и должно	1	8
168	что это	3	8
169	с этим	1	8
170	роль в	1	8
171	это не	1	8
172	не следует	1	8
173	для того	5	8
174	в области	9	8
175	для этого	2	8
176	в той	1	7
177	можно говорить	1	7
178	его от	2	7
179	более или	5	7
180	но все	7	7
181	становится в	1	7
182	является для	1	7
183	свою очередь	1	7
184	сказать что	2	7
185	что именно	2	7
186	к этому	3	7
187	в сущности	1	7
188	из них	7	7
189	следовательно и	1	7
190	от этого	1	7
191	совершается в	1	7
192	в себе	6	7
193	бы быть	1	7
194	во втором	1	7
195	сами по	1	7
196	смысла и	1	7
197	том что	7	7
198	известной степени	1	7
199	ничем не	4	7
200	и более	1	7
201	или менее	5	7
202	в одной	1	7
203	как к	1	7
204	и только	4	7
205	и наконец	2	7
206	кроме того	1	6
207	те же	2	6
208	в этих	4	6
209	как она	1	6
210	если он	1	6
211	их в	1	6
212	при таком	2	6
213	отличается от	2	6
214	о том	6	6
215	и отчасти	1	6
216	по учению	3	6
217	только не	2	6
218	и других	1	6
219	в которой	3	6
220	но для	1	6
221	в конце	6	6
222	учение о	4	6
223	и это	2	6
224	в смысле	4	6
225	на этом	1	6
226	должны быть	1	6
227	от нее	1	6
228	один из	2	6
229	его с	1	6
230	с ним	1	6
231	к его	2	6
232	в россии	2	6
233	из этих	10	6
234	и лишь	1	6
235	той же	1	6
236	этого слова	1	6
237	у них	3	6
238	данном случае	1	6
239	уже в	2	6
240	смысле этого	1	6
241	особенно в	2	6
242	его не	2	6
243	не по	1	6
244	отношение к	5	6
245	такой же	1	6
246	случае в	1	5
247	за исключением	1	5
248	с этой	3	5
249	даже в	1	5
250	от этих	1	5
251	в виду	2	5
252	в мире	5	5
253	так например	2	5
254	перестает быть	2	5
255	можно сказать	3	5
256	в котором	4	5
257	должно было	2	5
258	связь между	1	5
259	как на	8	5
260	в нашем	1	5
261	к которому	2	5
262	как от	2	5
263	к нему	7	5
264	то в	1	5
265	время и	1	5
266	учения о	1	5
267	в эту	2	5
268	могло бы	1	5
269	мы можем	2	5
270	мы уже	1	5
271	не приходится	1	5
272	и что	4	5
273	не могла	2	5
274	и по	4	5
275	а как	1	5
276	и самый	1	5
