N	4gram	Vygotskiy_	Problema
1	то же самое время	1	16
2	в то же самое	1	16
3	не что иное как	1	14
4	в то время как	7	12
5	есть не что иное	1	11
6	на самом же деле	1	8
7	не чем иным как	2	7
8	заключается в том что	9	6
9	ни в какой мере	2	5
10	в том смысле что	2	5
11	до сих пор мы	1	5
12	в какой мере не	2	5
13	одним и тем же	2	4
14	в собственном смысле слова	1	4
15	одно и то же	3	4
16	в том числе и	2	4
17	так же как и	2	4
18	одного и того же	3	3
19	как мы видели выше	1	3
20	и вместе с тем	2	3
21	как мы увидим ниже	1	3
22	только о том что	1	3
23	несмотря на то что	1	3
24	с этой точки зрения	4	3
25	с одной стороны и	4	3
26	в том что он	2	3
27	дело здесь не в	1	3
28	прежде чем перейти к	3	3
29	прийти к выводу что	1	2
30	в том что в	2	2
31	в том что всякое	1	2
32	самом же деле это	1	2
33	одной и той же	5	2
34	и там и здесь	1	2
35	и то и другое	1	2
36	не только не мешает	1	2
37	же самое время и	1	2
38	возможно только потому что	1	2
39	по себе и в	1	2
40	только на то что	1	2
41	внимание на то что	2	2
42	только в том что	2	2
43	сама по себе она	1	2
44	но с другой стороны	1	2
45	все больше и больше	2	2
46	есть в данном случае	1	2
47	в этом случае он	1	2
48	но если это так	1	2
49	с точки зрения тех	1	1
50	содержит в себе в	1	1
51	для того чтобы ее	1	1
52	на то что мы	1	1
53	друг к другу и	1	1
54	не только не есть	1	1
55	который в свою очередь	1	1
56	том и заключается что	1	1
57	с точки зрения самого	2	1
58	то время как у	1	1
59	которое имелось в виду	1	1
60	можно было бы в	1	1
61	и в любой другой	1	1
62	в то же время	1	1
63	не связанных между собой	1	1
64	является в этом случае	1	1
65	в том и заключается	1	1
66	в том что они	1	1
67	друг от друга и	1	1
68	в такой же мере	3	1
69	по самой своей природе	4	1
70	с теми или иными	1	1
71	то время как в	1	1
72	он с самого начала	1	1
73	это и есть то	1	1
74	не только не исключает	2	1
75	совершенно то же самое	1	1
76	не может быть никакой	1	1
77	в последнее время в	1	1
78	все дело заключается в	1	1
79	в том что мы	1	1
80	о которых мы говорили	3	1
81	и тем самым исключает	1	1
82	состоит в том что	3	1
83	не содержат в себе	3	1
84	самом начале нашего исследования	2	1
85	с самого начала не	1	1
86	это возможно только в	1	1
87	в том или другом	1	1
88	тем не менее эти	1	1
89	но для того чтобы	1	1
90	в силу того что	6	1
91	в самом начале нашего	2	1
92	одной стороны и с	1	1
93	которых мы говорили выше	2	1
94	он несет на себе	1	1
95	стали обращать внимание на	1	1
96	о том что в	1	1
97	не только ничего не	1	1
98	для этого она должна	1	1
99	сам собой возникает вопрос	1	1
100	случае не может быть	1	1
101	и не может быть	2	1
102	эту точку зрения и	1	1
103	отношения друг к другу	1	1
104	имеет ближайшее отношение к	1	1
105	общего к частному и	2	1
106	сам по себе является	1	1
107	вопрос о том как	1	1
108	даже если бы мы	1	1
109	потому что у него	1	1
110	как показывает исследование не	1	1
111	одном и том же	3	1
112	вместе с тем и	2	1
113	как только мы пытаемся	1	1
114	по своему значению и	1	1
115	не означает того что	1	1
116	мы можем говорить только	1	1
117	представление о том что	2	1
118	неразрывно связаны между собой	1	1
119	в заключение этой главы	1	1
120	обращать внимание на то	1	1
121	не статически а динамически	1	1
122	не содержит в себе	2	1
123	именно в этом смысле	2	1
124	речью на самом же	1	1
125	мы имеем дело с	1	1
126	дело заключается в том	1	1
127	для того чтобы понять	1	1
128	в самом деле если	1	1
