N	3gram	Voloshinov	Literetu
1	в том что	1	21
2	в то же	9	21
3	то же время	7	21
4	по отношению к	2	12
5	в хх веке	1	12
6	не может быть	2	11
7	в конечном счете	1	10
8	о том что	2	10
9	в этом отношении	2	10
10	на наш взгляд	1	9
11	с точки зрения	5	8
12	не говоря уже	1	8
13	с другой стороны	1	7
14	не только в	3	6
15	тем не менее	1	5
16	в русской литературе	1	5
17	в связи с	2	5
18	прежде всего в	4	5
19	но при этом	2	4
20	и тем самым	3	4
21	в самом деле	2	3
22	особое место в	1	3
23	то же самое	4	3
24	той или иной	4	3
25	только в том	1	3
26	в свою очередь	4	3
27	на самом деле	3	3
28	по крайней мере	1	3
29	по большей части	1	3
30	ту или иную	4	3
31	в одном из	1	3
32	говоря уже об	1	2
33	для того чтобы	7	2
34	не так как	2	2
35	и то же	5	2
36	в исторической жизни	1	2
37	в разговоре с	1	2
38	всю свою звонкую	1	2
39	тех или иных	3	2
40	не только не	1	2
41	к тому что	2	2
42	в другом месте	1	2
43	в значительной степени	2	2
44	слово как таковое	1	2
45	чуть ли не	2	2
46	вместе с тем	2	2
47	но и в	3	2
48	в себе и	1	2
49	при этом не	1	2
50	свою звонкую силу	1	2
51	одно и то	5	2
52	можно было бы	1	2
53	это прежде всего	1	2
54	в этом случае	3	2
55	несет в себе	1	2
56	звонкую силу поэта	1	2
57	на первый взгляд	2	2
58	тем что он	1	2
59	в этой ситуации	1	2
60	жизни и в	1	2
61	и не только	2	2
62	на эту тему	1	2
63	личность не знает	1	1
64	если б мы	1	1
65	но то что	1	1
66	все то что	2	1
67	это как бы	1	1
68	для этого необходимо	1	1
69	бытие человека и	1	1
70	в большинстве случаев	1	1
71	решающую роль в	1	1
72	каждому из них	1	1
73	хотя бы и	1	1
74	так и от	1	1
75	и тем более	1	1
76	более или менее	1	1
77	но даже и	1	1
78	одних и тех	1	1
79	внутренней и внешней	3	1
80	вновь и вновь	1	1
81	до сих пор	1	1
82	именно потому что	1	1
83	как это будет	1	1
84	иметь в виду	1	1
85	в конце концов	3	1
86	что перед нами	2	1
87	мы никогда не	5	1
88	если и не	1	1
89	в зависимости от	7	1
90	сознания прежде всего	1	1
91	и не было	1	1
92	но и его	1	1
93	и в то	2	1
94	по ту сторону	1	1
95	а затем и	1	1
96	общей для них	1	1
97	не только на	1	1
98	и того же	1	1
99	и тогда он	1	1
100	и т.п и	3	1
101	в высшей степени	1	1
102	и от самой	1	1
103	как раз и	1	1
104	как бы два	1	1
105	точки зрения было	1	1
106	не нуждается в	1	1
107	но все же	3	1
108	одного и того	1	1
109	деятельности направленной к	2	1
110	и в этом	1	1
111	отношению к действительности	1	1
112	в нашем случае	1	1
113	образом если б	1	1
114	из героев достоевского	1	1
115	только в живом	1	1
116	и тем же	2	1
117	как бы в	3	1
118	вовсе не является	1	1
119	но не только	1	1
120	места и его	1	1
121	и в особенности	1	1
122	и на его	2	1
123	из которых он	1	1
124	и к тому	1	1
125	и тех же	1	1
126	не что иное	2	1
127	того что было	1	1
128	перед нами не	1	1
129	несмотря на свою	1	1
130	хотя бы на	1	1
131	как это ни	1	1
132	до какой степени	1	1
133	одним и тем	1	1
134	это еще не	1	1
135	но в то	2	1
136	содержит в себе	1	1
137	как мы видели	3	1
138	и отношения к	1	1
139	мысль о том	1	1
140	и т.д и	5	1
141	к нему другими	1	1
142	только потому что	2	1
143	может быть сказано	1	1
144	которое может быть	3	1
145	с самого начала	4	1
146	и при этом	1	1
147	литература и т.п	1	1
148	понимать друг друга	2	1
149	что иное как	2	1
150	теми или иными	1	1
151	и не может	1	1
152	вопрос о том	1	1
153	само по себе	1	1
154	нет и не	1	1
155	тот или иной	2	1
156	мы не можем	1	1
157	что несмотря на	1	1
