N	3gram	Vygotskiy_	EvropaiE
1	с точки зрения	11	16
2	с одной стороны	6	8
3	в том что	20	6
4	так же как	2	5
5	этой точки зрения	2	5
6	для того чтобы	17	5
7	с этой точки	2	5
8	того или иного	2	4
9	и в этом	6	4
10	друг с другом	2	3
11	в применении к	1	3
12	можно было бы	6	3
13	же как и	1	3
14	заключает в себе	1	3
15	между тем в	2	3
16	во всяком случае	6	3
17	можно сказать что	1	3
18	в этом отношении	1	3
19	дело идет о	2	2
20	и в частности	1	2
21	того что в	1	2
22	мы можем сказать	1	2
23	и все другие	1	2
24	как мы видели	2	2
25	например с точки	1	2
26	нам кажется что	1	2
27	не может быть	3	2
28	на то что	16	2
29	в данном случае	5	2
30	по сравнению с	1	2
31	заключается в том	10	2
32	хотя бы в	1	2
33	к тому чтобы	4	2
34	имеет место в	2	2
35	только в том	5	2
36	сплошь и рядом	1	2
37	очевидно что в	2	2
38	то что в	5	2
39	в свою очередь	3	2
40	с другой стороны	5	2
41	не более чем	1	2
42	из того что	1	2
43	тому или иному	1	2
44	или хотя бы	1	2
45	всего этого следует	1	1
46	мы видели что	2	1
47	при помощи которого	2	1
48	и т д	6	1
49	будет доказано что	1	1
50	есть только одно	1	1
51	кроме того что	2	1
52	что в этот	1	1
53	есть в порядке	1	1
54	как это мы	1	1
55	в противном случае	1	1
56	что для него	2	1
57	или иначе говоря	1	1
58	она никогда не	1	1
59	в том случае	4	1
60	ли это что	1	1
61	не может этого	1	1
62	то что может	1	1
63	и та же	3	1
64	как это имело	1	1
65	и с точки	1	1
66	то есть в	1	1
67	если так то	1	1
68	в которых может	1	1
69	как будто к	1	1
70	он считает что	1	1
71	смысле этого слова	5	1
72	к тому или	1	1
73	речь идет о	5	1
74	в лучшем случае	2	1
75	с но и	1	1
76	то или иное	1	1
77	мы не можем	2	1
78	вместо того чтобы	3	1
79	независимо от этого	1	1
80	а не к	1	1
81	к тому что	5	1
82	мы отнюдь не	1	1
83	том смысле что	1	1
84	и тем самым	1	1
85	то время как	3	1
86	если обратиться к	1	1
87	не кто иной	1	1
88	что в таком	2	1
89	в том смысле	2	1
90	в отличие от	1	1
91	так как мы	2	1
92	и в своем	1	1
93	и то и	3	1
94	то мы увидим	1	1
95	то что с	2	1
96	что оно не	1	1
97	и некоторые из	1	1
98	о которых мы	5	1
99	и того же	1	1
100	один и тот	1	1
101	та и другая	2	1
102	не более как	1	1
103	то и другое	3	1
104	в каком они	1	1
105	имеет для нас	1	1
106	с тем что	3	1
107	имеют существенное значение	1	1
108	мы увидим что	9	1
109	как будто нет	1	1
110	ли он в	1	1
111	на то чтобы	2	1
112	себя как на	1	1
113	вовсе не в	2	1
114	в двух противоположных	2	1
115	двух противоположных направлениях	1	1
116	том случае если	4	1
117	и тот же	1	1
118	было бы совершенно	2	1
119	и не было	1	1
120	каждого из них	1	1
121	это значит что	2	1
122	говорить о том	3	1
123	мы все знаем	1	1
124	указать на то	1	1
125	но нам кажется	1	1
126	в то время	4	1
127	то есть чем	1	1
128	что в этом	2	1
129	более или менее	1	1
130	также и в	1	1
131	кто иной как	1	1
132	но так как	1	1
133	на этот вопрос	1	1
134	склонен думать что	2	1
135	в тех случаях	1	1
136	к тому же	2	1
137	совершенно очевидно что	3	1
138	одна и та	2	1
139	одного и того	1	1
140	а также и	1	1
141	мы остановились на	2	1
142	может быть и	1	1
