N	4gram	Bakhtin_Fr	Myslijsy
1	в то же время	12	13
2	одного и того же	1	9
3	не что иное как	1	4
4	дело в том что	2	4
5	одним и тем же	1	4
6	заключается в том что	1	3
7	только после того как	1	3
8	с одной стороны и	1	3
9	и до сих пор	1	2
10	то же время и	1	2
11	и по отношению к	2	2
12	судить о том что	1	1
13	до сих пор еще	3	1
14	как мы уже сказали	1	1
15	в более или менее	2	1
16	и все это совершается	1	1
17	с другой стороны в	1	1
18	мы не знаем но	1	1
19	переходят друг в друга	1	1
20	имеет ничего общего с	1	1
21	в этом отношении не	1	1
22	и в том и	1	1
23	мы не в состоянии	1	1
24	удаленные друг от друга	1	1
25	в большей или меньшей	1	1
26	здесь как и в	1	1
27	в том числе и	2	1
28	но на самом деле	1	1
29	не имеет ничего общего	1	1
30	в нем те же	1	1
31	что и по отношению	1	1
32	потому что они представляются	1	1
33	таким образом уже здесь	1	1
34	и в этом отношении	1	1
35	есть не что иное	1	1
