N	2gram	Bakhtin_Pr	Myslijsy
1	потому что	20	182
2	то есть	64	142
3	и в	59	121
4	может быть	38	107
5	в том	17	103
6	то что	21	83
7	в слове	1	78
8	для нас	3	75
9	что в	14	73
10	и не	66	73
11	только в	15	72
12	не только	26	67
13	а не	30	67
14	таким образом	22	64
15	в этом	40	59
16	но и	22	59
17	том что	15	59
18	так как	11	59
19	то же	15	56
20	не в	10	54
21	если бы	12	53
22	в себе	9	53
23	по себе	13	52
24	не может	31	52
25	того что	4	47
26	в сознании	4	46
27	в душе	1	45
28	было бы	10	45
29	в нем	38	45
30	не есть	2	42
31	как и	21	42
32	так что	3	39
33	вместе с	2	39
34	что и	10	38
35	мы не	3	38
36	при этом	5	37
37	как в	10	37
38	так и	13	37
39	тогда когда	2	36
40	что мы	2	36
41	точно так	2	35
42	тем что	5	33
43	и что	2	32
44	по отношению	17	30
45	а в	9	30
46	что не	6	29
47	между тем	5	29
48	но не	13	29
49	вовсе не	13	28
50	мы можем	3	28
51	для него	23	28
52	есть только	5	28
53	с этим	2	27
54	могут быть	5	27
55	не было	5	26
56	независимо от	1	26
57	то и	2	26
58	отношению к	17	26
59	этого слова	3	25
60	между собою	1	24
61	в то	15	24
62	как бы	40	23
63	того как	1	23
64	от того	4	23
65	а потому	4	22
66	то это	1	22
67	с другой	3	22
68	не имеет	2	22
69	но в	7	22
70	и потому	9	21
71	не менее	3	21
72	в одном	14	20
73	это не	13	20
74	в ней	8	20
75	мысли и	5	19
76	и как	10	19
77	но это	7	19
78	в сознание	1	19
79	сказать что	9	19
80	с ним	13	19
81	того же	1	19
82	тем не	1	19
83	что это	1	19
84	и то	1	19
85	из этих	2	19
86	о том	5	19
87	тем самым	3	19
88	должно быть	4	19
89	есть не	3	19
90	в самом	19	18
91	в таком	2	18
92	для того	3	18
93	по поводу	2	18
94	в мысли	1	18
95	не могут	6	18
96	в человеке	15	18
97	бы не	3	18
98	в каком	2	18
99	для меня	2	18
100	тогда как	1	18
101	что я	2	18
102	еще не	11	18
103	точки зрения	36	17
104	крайней мере	3	17
105	со стороны	6	17
106	по крайней	3	17
107	слова и	2	17
108	заметить что	2	17
109	что оно	2	17
110	уже в	9	17
111	в его	44	17
112	во всяком	5	17
113	слова в	4	17
114	не можем	1	17
115	только что	3	16
116	и на	15	16
117	к тому	1	16
118	так же	10	16
119	в своем	12	16
120	в которой	6	16
121	а только	3	16
122	в них	5	16
123	или же	2	16
124	если б	1	16
125	есть нечто	2	16
126	что если	4	16
127	в этих	5	15
128	уже не	14	15
129	только как	1	15
130	с одной	1	15
131	с другими	11	15
132	и тем	2	15
133	в нас	1	15
134	и по	4	15
135	что он	16	15
136	стало быть	2	15
137	в свою	1	15
138	прежде всего	17	15
139	думать что	1	15
140	тому как	5	15
141	все же	9	14
142	в одно	1	14
143	в котором	6	14
144	в действительности	1	14
145	то в	1	14
146	связи с	1	14
147	так сказать	8	14
148	во всех	8	14
149	бы ни	1	14
150	там где	12	14
151	должны быть	1	14
152	в истории	3	14
153	же время	10	14
154	мысли в	2	14
155	мы должны	6	14
156	само по	4	14
157	те же	3	13
158	например в	5	13
159	как на	4	13
160	из них	8	13
161	что все	5	13
162	в смысле	4	13
163	и все	4	13
164	не следует	1	13
165	том смысле	1	13
166	зависит от	1	13
167	смысле этого	2	13
168	образом в	2	13
169	и его	21	13
170	от него	3	12
171	одно из	2	12
172	другой стороны	3	12
173	до сих	3	12
174	более или	1	12
175	мысли о	1	12
176	это последнее	1	12
177	не то	1	12
178	никогда не	19	12
179	и при	1	12
180	хотя и	1	12
181	быть только	3	12
182	в чем	2	12
183	под влиянием	1	12
184	сих пор	3	12
185	в каждом	11	12
186	оно не	2	12
187	все остальные	1	12
188	всяком случае	3	12
189	человеческого духа	2	12
190	что же	5	12
191	относится к	2	12
192	друг друга	10	12
193	что такое	1	12
194	все это	12	12
195	возможно только	1	12
196	есть в	10	12
197	или менее	1	12
198	тем более	2	12
199	человека и	2	12
200	как мы	10	12
201	что на	1	12
202	все что	6	11
203	и если	1	11
204	что человек	1	11
205	в первом	3	11
206	только для	2	11
207	только на	1	11
208	и это	5	11
209	к нему	13	11
210	в состоянии	1	11
211	его в	6	11
212	и притом	3	11
213	подобно тому	5	11
214	мы видели	3	11
215	сами по	4	11
216	сравнительно с	1	11
217	того чтобы	5	11
218	быть не	1	11
219	к ней	1	11
220	той же	7	11
221	с нею	1	11
222	со словом	1	11
223	что для	4	11
224	если не	2	11
225	к одному	1	11
226	и только	2	11
227	другими словами	2	11
228	и их	7	11
229	же что	5	11
230	же в	3	11
231	но тем	1	10
232	и с	10	10
233	хотя бы	5	10
234	одной и	1	10
235	находится в	2	10
236	мы видим	5	10
237	а и	2	10
238	это слово	1	10
239	не от	2	10
240	и следовательно	7	10
241	что как	1	10
242	в других	1	10
243	бы в	7	10
244	если же	3	10
245	что только	1	10
246	и от	3	10
247	и есть	6	10
248	бы быть	3	10
249	он не	11	10
250	то время	3	10
251	образа и	1	10
252	в словах	2	10
253	если мы	1	10
254	тем же	1	10
255	и для	5	10
256	слово в	3	10
257	и другое	1	10
258	так в	1	10
259	и понимания	3	10
260	тому что	3	10
261	и того	1	9
262	ко всем	2	9
263	и даже	4	9
264	а вместе	1	9
265	вопрос о	4	9
266	на него	4	9
267	что она	6	9
268	на язык	1	9
269	зрения и	2	9
270	могли бы	3	9
271	в нее	1	9
272	одного и	2	9
273	для самого	2	9
274	от нее	1	9
275	не будет	1	9
276	один из	4	9
277	себе не	1	9
278	самом деле	9	9
279	с точки	21	9
280	слова для	1	9
281	мысли а	1	9
282	это было	3	9
283	не все	2	9
284	и других	8	9
285	далеко не	3	9
286	в целом	8	9
287	нам кажется	4	9
288	и о	5	9
289	можно сказать	3	9
290	таким же	4	9
291	во всем	1	8
292	которые не	1	8
293	говорить о	3	8
294	не как	15	8
295	но все	8	8
296	вслед за	1	8
297	именно в	8	8
298	что по	1	8
299	их в	8	8
300	в более	1	8
301	и слово	6	8
302	так например	1	8
303	перестает быть	4	8
304	была бы	5	8
305	что даже	1	8
306	что они	3	8
307	только не	1	8
308	смысле в	1	8
309	слово как	1	8
310	от них	3	8
311	одно и	1	8
312	не так	3	8
313	одно слово	1	8
314	с ними	3	8
315	в которых	2	8
316	между ними	4	8
317	и тогда	1	8
318	остается только	1	8
319	при помощи	1	8
320	и той	1	8
321	нельзя сказать	1	8
322	не из	3	8
323	в самой	10	8
324	тот же	4	8
325	этом случае	1	8
326	на вопрос	2	8
327	на самом	5	8
328	слова не	1	8
329	все равно	3	8
330	или в	2	8
331	и более	2	8
332	словом и	2	8
333	с этой	1	7
334	тем как	4	7
335	все эти	12	7
336	в жизни	7	7
337	в данном	3	7
338	не существует	1	7
339	даже и	2	7
340	этого последнего	1	7
341	превращается в	4	7
342	самого начала	4	7
343	для понимания	5	7
344	что именно	2	7
345	к этому	6	7
346	на котором	3	7
347	что у	5	7
348	то оно	3	7
349	притом не	1	7
350	несмотря на	7	7
351	или не	2	7
352	судить о	1	7
353	одном из	3	7
354	к мысли	1	7
355	из одного	4	7
356	в эту	1	7
357	на себе	2	7
358	но как	4	7
359	в своих	5	7
360	она не	9	7
361	и та	1	7
362	за пределы	10	7
363	этом смысле	12	7
364	могла бы	1	7
365	значение и	1	7
366	них не	2	7
367	а как	8	7
368	во втором	1	7
369	все в	7	7
370	самое слово	2	7
371	за ним	2	7
372	к одной	1	7
373	его с	2	7
374	для себя	5	7
375	в другой	4	7
376	к сознанию	2	7
377	для сознания	1	7
378	себя и	4	7
379	о котором	1	7
380	этот образ	1	7
381	слове и	1	7
382	бы и	6	7
383	и теперь	1	7
384	только один	2	7
385	то все	1	7
386	и во	2	7
387	мысли не	1	7
388	мысли но	1	7
389	из него	1	7
390	за собою	1	7
391	слова но	2	7
392	сама по	3	7
393	как она	2	7
394	не имеют	1	7
395	его к	4	7
396	с самого	3	7
397	образом мы	1	7
398	в искусстве	2	7
399	не с	1	7
400	на это	2	7
401	место в	2	7
402	объективное значение	1	7
403	и к	5	6
404	же и	2	6
405	перед собою	1	6
406	образом и	1	6
407	в виду	2	6
408	мысли как	1	6
409	если и	2	6
410	его на	2	6
411	а именно	4	6
412	в своей	17	6
413	есть то	4	6
414	одно время	1	6
415	человеческой мысли	2	6
416	себе в	1	6
417	к ним	3	6
418	к которому	1	6
419	она есть	1	6
420	восприятия и	1	6
421	ни было	4	6
422	в ее	4	6
423	у него	9	6
424	но он	3	6
425	прежде чем	1	6
426	в мире	10	6
427	представляется нам	2	6
428	могло бы	1	6
429	слова то	1	6
430	к слову	1	6
431	мы уже	4	6
432	хотя в	1	6
433	же самое	1	6
434	друг другу	3	6
435	но есть	2	6
436	оно есть	1	6
437	и сами	1	6
438	и самое	4	6
439	вне себя	1	6
440	должна быть	4	6
441	в сущности	11	6
442	никак не	3	6
443	от другого	1	6
444	имеет значение	2	6
445	с таким	1	6
446	заключается в	3	6
447	как при	1	6
448	к нам	2	6
449	может стать	1	6
450	да и	3	6
451	друг от	2	6
452	ничего общего	1	6
453	явлений и	1	6
454	сознание и	7	6
