N	4gram	Vygotskiy_	slovoVRo
1	в то же время	2	18
2	и т п в	2	8
3	с одной стороны и	1	4
4	никогда не может быть	2	3
5	в одной плоскости с	1	3
6	и т п все	2	3
7	одно и то же	1	3
8	с этой точки зрения	5	2
9	лежат в одной плоскости	1	2
10	и не может быть	1	2
11	приходится иметь дело с	3	2
12	в то время как	6	2
13	т п все это	2	2
14	и т п но	1	2
15	привело к тому что	1	2
16	одни и те же	3	1
17	в том случае если	2	1
18	в том что она	4	1
19	и т п не	1	1
20	за тридевять земель от	1	1
21	все дело в том	1	1
22	на каждом шагу в	1	1
23	и до наших дней	1	1
24	дело в том что	1	1
25	и т п то	1	1
26	в том что в	1	1
27	ни в какой степени	1	1
28	и т п так	1	1
29	в такой степени что	1	1
30	это привело к тому	1	1
31	одной и той же	5	1
32	в связи с этим	1	1
33	и потому не может	1	1
34	в основе его лежит	1	1
35	в том числе и	1	1
36	во всем ее объеме	1	1
37	в том что он	1	1
38	и более или менее	1	1
39	никак не могут быть	1	1
40	бы то ни было	1	1
41	на чужом языке и	1	1
42	с другой стороны и	2	1
43	могут быть сведены к	1	1
44	же как и в	2	1
45	заключается в том чтобы	4	1
46	одну и ту же	1	1
47	с одной стороны оно	1	1
48	в узком смысле слова	1	1
49	так же как и	2	1
50	в какой степени не	1	1
51	как и в поэзии	1	1
