N	2gram	Nazirov_Tv	FransuaR
1	и в	40	367
2	то есть	16	209
3	в этом	11	112
4	и не	12	101
5	таким образом	14	100
6	и его	14	99
7	в его	19	98
8	прежде всего	10	92
9	не только	16	87
10	мы уже	2	85
11	но и	10	84
12	как бы	26	82
13	все эти	3	79
14	вовсе не	5	77
15	в романе	24	77
16	как и	16	76
17	в нем	4	75
18	но в	11	75
19	в эпоху	1	75
20	и на	12	72
21	и др	2	72
22	в том	13	71
23	как мы	1	71
24	то же	19	66
25	и все	6	66
26	в них	1	65
27	в этой	7	65
28	так и	5	65
29	и с	9	64
30	в сущности	1	64
31	в то	23	63
32	во время	2	63
33	во всех	2	62
34	все это	14	62
35	же время	18	55
36	что в	17	52
37	в своем	4	51
38	только в	7	48
39	так как	6	46
40	и до	2	46
41	том что	14	45
42	в году	22	44
43	уже говорили	2	44
44	то что	9	41
45	у него	11	40
46	жизни и	3	40
47	в самом	6	38
48	в ней	2	37
49	с его	12	36
50	о том	9	35
51	он был	2	35
52	может быть	11	35
53	мы видим	3	35
54	сказать что	3	34
55	и даже	8	34
56	в себе	3	34
57	рядом с	2	32
58	мы видели	1	32
59	в конце	5	32
60	он не	10	32
61	для него	9	32
62	до конца	2	31
63	в литературе	4	31
64	в своей	8	31
65	так же	6	30
66	но он	3	30
67	один из	5	30
68	потому что	10	30
69	той же	4	30
70	и потому	4	30
71	никогда не	13	30
72	в духе	6	29
73	в одном	3	29
74	еще не	5	29
75	связи с	2	29
76	в этих	2	29
77	что он	11	29
78	не может	9	29
79	при этом	14	29
80	его в	2	29
81	не в	3	29
82	и к	1	28
83	из них	4	28
84	всех этих	1	28
85	также и	1	28
86	в основе	3	28
87	и другие	4	27
88	сих пор	1	27
89	до сих	1	27
90	том числе	1	27
91	в образах	2	27
92	все же	9	27
93	по своему	1	27
94	роль в	2	27
95	и их	2	27
96	кроме того	1	26
97	все они	1	26
98	на самом	3	25
99	в области	1	25
100	с помощью	1	25
101	но это	10	25
102	этот образ	1	24
103	он и	1	24
104	но не	7	24
105	например в	3	24
106	в ее	3	24
107	и у	3	24
108	и от	8	24
109	как в	10	24
110	времени и	4	24
111	в частности	4	24
112	в большинстве	1	24
113	отношение к	1	24
114	так сказать	4	23
115	своего рода	7	23
116	и здесь	2	23
117	с ним	4	23
118	в их	5	23
119	к нему	1	23
120	это не	9	23
121	даже в	4	22
122	не было	3	22
123	а в	10	22
124	тем что	2	22
125	что и	3	22
126	и других	5	22
127	вместе с	4	22
128	форм и	1	22
129	связь с	3	22
130	и о	2	22
131	в своих	8	21
132	именно в	6	21
133	xvii века	1	21
134	культуры и	2	21
135	в отношении	1	21
136	уже в	5	21
137	и как	5	21
138	в качестве	2	21
139	одним из	6	21
140	в себя	3	21
141	что это	1	21
142	ни в	2	21
143	и наконец	3	21
144	в виду	3	20
145	в связи	2	20
146	и это	2	20
147	одной из	7	20
148	образов и	1	20
149	как раз	2	20
150	в образе	4	20
151	самом деле	4	20
152	их в	1	19
153	к этому	4	19
154	в эту	1	19
155	того же	2	19
156	было бы	2	19
157	с ее	3	19
158	в дальнейшем	7	19
159	с другой	4	19
160	на протяжении	3	19
161	хотя и	5	19
162	в ту	4	19
163	эпизоде с	1	19
164	далеко не	3	19
165	мы находим	2	18
166	на мир	1	18
167	со всеми	3	18
168	это и	4	18
169	одна из	5	18
170	превращается в	2	18
171	весь мир	1	18
172	на этом	1	18
173	связанные с	1	18
174	перед нами	3	18
175	связан с	4	18
176	это в	3	18
177	и смерти	1	17
178	на площади	2	17
179	в результате	1	17
180	можно было	1	17
181	своего времени	1	17
182	на его	4	17
183	числе и	1	17
184	в плане	4	17
185	такой же	4	17
186	еще более	3	17
187	но все	1	17
188	связана с	2	17
189	и вот	2	17
190	того что	3	17
191	века и	1	17
192	а не	9	17
193	в другом	1	16
194	влияние на	3	16
195	с одной	2	16
196	между ними	1	16
197	с образами	1	16
198	между тем	2	16
199	нужно сказать	1	16
200	и одновременно	1	16
201	тот же	3	16
202	в начале	2	16
203	начала и	1	16
204	в свете	3	16
205	с народной	1	16
206	он дает	1	16
207	ничего не	3	16
208	дело в	4	16
209	мысли и	5	15
210	а затем	5	15
211	в которой	5	15
212	говорили что	2	15
213	из этих	1	15
214	от всех	2	15
215	особенно в	3	15
216	одно из	1	15
217	как на	1	15
218	не мог	3	15
219	xix века	13	15
220	в первой	4	15
221	еще в	3	15
222	в истории	2	15
223	в самой	1	15
224	и прежде	1	15
225	в котором	8	14
226	характер и	1	14
227	в чем	4	14
228	образом в	1	14
229	и по	5	14
230	мы не	3	14
231	в данном	2	14
232	и он	4	14
233	ту эпоху	2	14
234	в более	1	14
235	и сам	5	13
236	с этим	2	13
237	во все	1	13
238	и еще	2	13
239	что все	4	13
240	его к	2	13
241	в основном	9	13
242	на все	1	13
243	в одной	5	13
244	мира в	2	13
245	о чем	1	13
246	в жизни	3	13
247	одновременно и	2	13
248	на этой	1	13
249	одной стороны	1	13
250	здесь нет	2	13
251	не знает	2	13
252	отличие от	3	13
253	в мире	8	13
254	в других	1	13
255	и есть	2	13
256	только на	2	13
257	не на	1	13
258	или в	2	13
259	так в	1	13
260	это было	1	13
261	жизнь и	2	13
262	как он	1	13
263	в книге	3	13
264	в известной	4	13
265	более того	2	13
266	другой стороны	2	12
267	не был	4	12
268	во всей	2	12
269	мировой литературы	1	12
270	главным образом	1	12
271	и ее	1	12
272	та же	4	12
273	жизни в	9	12
274	начиная с	2	12
275	известной мере	2	12
276	о нем	2	12
277	у нас	2	12
278	другом месте	1	12
279	место в	6	12
280	из всех	5	12
281	этот момент	2	12
282	только для	2	12
283	можно сказать	2	12
284	в творчестве	10	12
285	но этот	2	12
286	в атмосфере	1	12
287	не могут	2	12
288	века в	1	12
289	литературы и	1	12
290	он в	1	12
291	эпохи в	1	12
292	смерти и	1	12
293	лишь в	1	12
294	об этом	4	12
295	в пределах	1	12
296	из самых	1	11
297	на эту	4	11
298	так например	3	11
299	уже не	6	11
300	отметить что	1	11
301	что они	3	11
302	той или	1	11
303	и что	2	11
304	она была	1	11
305	и самый	1	11
306	в ад	1	11
307	в течение	1	11
308	наконец в	1	11
309	в отличие	3	11
310	из этого	1	11
311	в ряде	1	11
312	все время	3	11
313	время в	3	11
314	и особенно	1	11
315	это уже	7	11
316	с ними	3	11
317	и более	2	11
318	слова и	1	11
319	мировой литературе	1	11
320	он говорит	3	11
321	целый ряд	1	10
322	по отношению	3	10
323	все его	1	10
324	на земле	4	10
325	и обновление	1	10
326	что для	3	10
327	его как	2	10
328	поэтому в	1	10
329	да и	1	10
330	в таких	2	10
331	данном случае	2	10
332	человека и	6	10
333	или иной	1	10
334	конце концов	1	10
335	для всех	1	10
336	нас в	1	10
337	самом же	1	10
338	там же	11	10
339	к тому	2	10
340	даже и	1	10
341	на этот	3	10
342	не просто	1	10
343	по преимуществу	4	10
344	к которому	3	10
345	в изображении	2	10
346	ту же	4	10
347	в доме	1	10
348	образом и	1	10
349	в процессе	3	10
350	со смертью	1	10
351	он хочет	1	10
352	им в	1	10
353	же деле	1	10
354	во второй	3	10
355	эпохи и	1	10
356	в целом	7	10
357	был и	1	9
358	еще раз	1	9
359	представлений о	2	9
360	связано с	1	9
361	некоторые из	2	9
362	характер в	2	9
363	в основу	1	9
364	для этой	2	9
365	как это	2	9
366	но на	1	9
367	в которых	3	9
368	о котором	2	9
369	в мировой	1	9
370	как к	2	9
371	ведь это	1	9
372	и со	2	9
373	это как	4	9
374	из древнейших	1	9
375	же в	1	9
376	романа в	1	9
377	что на	3	9
378	вплоть до	2	9
379	говорит о	3	9
380	время это	1	9
381	под названием	1	9
382	вся эта	1	9
383	к жизни	4	9
384	как известно	3	9
385	не имеет	2	9
386	чем же	1	9
387	видим что	1	9
388	на землю	2	9
389	между людьми	3	9
390	их с	1	9
391	том же	3	9
392	отношению к	3	9
393	что не	5	9
394	с этой	4	8
395	не менее	8	8
396	на первый	1	8
397	но эти	3	8
398	в этот	3	8
399	людей и	2	8
400	и те	1	8
401	в другое	1	8
402	xviii века	2	8
403	одном из	2	8
404	в него	2	8
405	оно было	1	8
406	с тем	1	8
407	значение в	2	8
408	это был	4	8
409	сам он	1	8
410	он как	1	8
411	но эта	3	8
412	движение в	1	8
413	почти до	1	8
414	человека с	2	8
415	его романе	1	8
416	включает в	1	8
417	для этого	1	8
418	от него	2	8
419	всякого рода	2	8
420	перестает быть	1	8
421	всего этого	1	8
422	отрыве от	1	8
423	по поводу	1	8
424	ко всему	1	8
425	тому же	2	8
426	и она	1	8
427	так что	4	8
428	здесь мы	2	8
429	и ни	1	8
430	протяжении всего	2	8
431	как о	1	8
432	если бы	4	8
433	но с	1	8
434	и без	2	8
435	это очень	1	8
436	смерти в	2	8
437	с самого	3	8
438	дело не	3	8
439	того времени	1	8
440	нуждается в	2	8
441	в эти	1	8
442	же и	2	7
443	площади и	2	7
444	во всяком	2	7
445	времени в	13	7
446	к ним	1	7
447	на него	2	7
448	от них	1	7
449	к этим	1	7
450	точка зрения	2	7
451	в церкви	1	7
452	что у	5	7
453	на том	2	7
454	связанный с	1	7
455	и сегодня	1	7
456	он стал	2	7
457	в развитии	1	7
458	и та	2	7
459	и несколько	1	7
460	весь роман	2	7
461	нет ничего	1	7
462	литературы в	1	7
463	нет и	1	7
464	только с	3	7
465	нас не	1	7
466	в последней	1	7
467	где он	2	7
468	особое значение	2	7
469	в виде	4	7
470	своей книге	1	7
471	всего романа	2	7
472	между вещами	2	7
473	но она	2	7
474	шекспира и	1	7
475	жить и	1	7
476	представление о	9	7
477	в наиболее	1	7
478	что по	1	7
479	здесь он	1	7
480	эта связь	1	7
481	настоящее время	2	7
482	играют в	1	7
483	себя в	3	7
484	своего развития	1	7
485	но его	2	7
486	и всей	1	7
487	всех его	1	7
488	как его	1	7
489	всеми его	1	7
490	в париже	1	7
491	в целях	2	7
492	тела но	1	7
493	в таком	4	7
494	которые были	1	7
495	а как	2	7
496	и за	1	7
497	был бы	3	7
498	связанное с	1	7
499	никак не	1	7
500	том как	1	7
501	отчасти и	2	7
502	из области	1	7
503	и если	3	7
504	к себе	1	7
505	в настоящее	1	7
506	точку зрения	1	7
507	как нечто	1	7
508	а на	1	7
509	жизни это	1	7
510	есть только	1	7
511	первой части	7	7
512	должен быть	1	7
513	и тела	1	7
514	его не	1	7
515	в свою	8	7
516	думать что	1	7
517	на всю	1	7
518	и часто	1	7
519	в отрыве	1	7
520	одного из	3	7
521	по этому	1	7
522	мы наблюдаем	2	6
523	во времени	3	6
524	не столько	4	6
525	жизнь в	2	6
526	эта книга	1	6
527	в один	3	6
528	и перед	1	6
529	казалось бы	4	6
530	было в	2	6
531	не могли	2	6
532	хотя бы	5	6
533	в противоположность	1	6
534	имеем в	1	6
535	свою очередь	2	6
536	руки и	1	6
537	что она	5	6
538	он отлично	1	6
539	не остается	1	6
540	всей их	1	6
541	ведь в	1	6
542	возможно что	1	6
543	это одна	1	6
544	для них	2	6
545	к его	1	6
546	от страха	1	6
547	в нее	1	6
548	его и	2	6
549	то он	1	6
550	еще один	1	6
551	как у	3	6
552	для всего	1	6
553	первом плане	2	6
554	вовсе нет	1	6
555	за этим	1	6
556	в руках	1	6
557	или даже	2	6
558	при виде	1	6
559	людей в	2	6
560	и эти	1	6
561	xx века	3	6
562	есть о	1	6
563	во многом	8	6
564	эту тему	1	6
565	в будущее	1	6
566	как будто	5	6
567	вот это	1	6
568	дается в	1	6
569	но по	1	6
570	представления о	1	6
571	вот его	1	6
572	говорить о	1	6
573	самого начала	3	6
574	до того	1	6
575	жизни как	1	6
576	как я	1	6
577	преимущественно в	1	6
578	это прежде	3	6
579	такого рода	1	6
580	мировоззрения и	2	6
581	не была	1	6
582	между прочим	1	6
583	страхом и	1	6
584	не дает	1	6
585	что эта	1	6
586	году в	3	6
587	могут быть	4	6
588	можно только	1	6
589	переходит в	2	6
590	святых и	1	6
591	за это	1	6
592	человеческой культуры	2	6
593	вряд ли	2	6
594	это время	2	6
595	мы знаем	2	6
596	времени с	1	6
597	пародия на	1	6
598	карнавального мироощущения	1	6
599	этого слова	1	6
600	друг друга	2	6
601	поэтому он	1	6
602	дает нам	1	6
603	принадлежит к	1	6
604	нет ни	3	6
605	свидетельствует о	2	6
606	всего мира	1	6
607	xix веке	3	6
608	ее в	3	6
609	очень много	1	6
610	как она	2	6
611	видит в	1	6
612	за то	2	6
613	в искусстве	3	6
614	входит в	1	6
615	и обратно	1	6
616	в xix	3	6
617	со своими	2	6
618	него и	1	6
619	для эпохи	1	6
620	таким же	1	6
621	в лице	4	6
622	в применении	1	5
623	с собой	1	5
624	форму и	1	5
625	к самому	1	5
626	сливается с	4	5
627	и отчасти	3	5
628	применении к	1	5
629	и когда	2	5
630	жизни он	2	5
631	для всей	1	5
632	жизни с	2	5
633	этой книги	4	5
634	проявляется в	1	5
635	с другими	1	5
636	у этого	2	5
637	вокруг себя	2	5
638	чем в	1	5
639	один раз	1	5
640	почти всегда	1	5
641	перед лицом	1	5
642	в историческом	1	5
643	одного и	1	5
644	и стиль	1	5
645	на первом	2	5
646	с года	1	5
647	бы не	1	5
648	на основе	1	5
649	и целый	1	5
650	но мы	1	5
651	значение имеет	1	5
652	и искусства	1	5
653	не во	2	5
654	мы имеем	1	5
655	стремление к	2	5
656	тем более	1	5
657	в г	1	5
658	есть не	2	5
659	тем самым	10	5
660	же самое	1	5
661	и самого	1	5
662	сливаются в	1	5
663	на то	1	5
664	он с	2	5
665	можно говорить	1	5
666	на эти	2	5
667	в средневековой	2	5
668	в первом	3	5
669	в собственном	1	5
670	и стал	1	5
671	в кн	4	5
672	в аду	1	5
673	имеет в	2	5
674	но даже	1	5
675	но уже	2	5
676	говорит что	2	5
677	не вполне	1	5
678	в гротескной	1	5
679	входят в	1	5
680	тут же	1	5
681	с темой	2	5
682	больше чем	2	5
683	то в	2	5
684	свобода и	1	5
685	должно быть	1	5
686	в человеке	4	5
687	ни было	1	5
688	страх перед	2	5
689	в несколько	1	5
690	с представлением	1	5
691	всех и	1	5
692	же как	3	5
693	он сам	8	5
694	мире и	1	5
695	вообще в	1	5
696	совсем не	1	5
697	но только	3	5
698	на голову	1	5
699	и этот	1	5
700	и из	1	5
701	от их	1	5
702	времени не	1	5
703	говорили о	2	5
704	себя и	1	5
705	не является	3	5
706	традиции в	2	5
707	автора и	1	5
708	если мы	1	5
709	и стиля	1	5
710	к миру	2	5
711	года и	4	5
712	всяком случае	2	5
713	же он	1	5
714	с исключительной	1	5
715	проникает в	2	5
716	сверху вниз	1	5
717	бы и	1	5
718	по словам	2	5
719	должен был	2	5
720	места в	1	5
721	на свете	3	5
722	без всякой	1	5
723	человека в	9	5
724	когда он	4	5
725	стороны и	1	5
726	только то	1	5
727	язык в	1	5
728	об этой	1	5
729	и только	2	5
730	не к	2	5
731	он считает	1	4
732	я не	5	4
733	но затем	1	4
734	победу над	1	4
