N	3gram	Tiupa_Hudo	VLabPisa
1	не может быть	4	8
2	с другой стороны	6	8
3	по отношению к	10	7
4	более или менее	6	6
5	в том что	8	5
6	в конечном счете	5	5
7	в зависимости от	1	5
8	в то же	7	5
9	то же время	7	5
10	в художественном произведении	1	4
11	можно сказать что	3	4
12	не могут быть	1	4
13	в связи с	3	4
14	к тому что	2	4
15	а всего лишь	1	3
16	и др в	1	3
17	для того чтобы	5	3
18	о том что	1	3
19	подобно тому как	3	3
20	и в то	2	3
21	та или иная	1	3
22	это и есть	1	3
23	одной стороны и	1	2
24	и том же	1	2
25	том отношении что	1	2
26	творческого воображения не	1	2
27	по крайней мере	1	2
28	в единстве целого	1	2
29	этой точки зрения	2	2
30	следует иметь в	1	2
31	в том числе	3	2
32	в противном случае	2	2
33	приводит к тому	2	2
34	иметь в виду	1	2
35	том числе и	2	2
36	в частности в	1	2
37	в том отношении	1	2
38	только то что	1	2
39	с одной стороны	3	2
40	одном и том	1	2
41	так же как	1	1
42	что он не	1	1
43	и не быть	1	1
44	на вопрос что	1	1
45	виду что в	1	1
46	войны и мира	1	1
47	в той или	2	1
48	в области художественного	1	1
49	в свою очередь	2	1
50	в одном и	1	1
51	духовной жизни личности	1	1
52	отнюдь не в	1	1
53	того или иного	4	1
54	все то что	1	1
55	той или иной	5	1
56	есть в конечном	1	1
57	при всем своем	1	1
58	по слову вяч	1	1
59	в этом смысле	3	1
60	один из видов	1	1
61	в том случае	1	1
62	же оно в	1	1
63	имеем в виду	3	1
64	мы говорим о	1	1
65	в этом случае	1	1
66	заключает в себе	1	1
67	том или ином	1	1
68	или иной мере	1	1
69	ту или иную	2	1
70	дело не в	1	1
71	с этой точки	2	1
72	в виду не	3	1
73	в самом деле	2	1
74	в реальной действительности	1	1
75	и тем более	1	1
76	как один из	1	1
77	между тем это	1	1
78	как видно из	1	1
79	не об отсутствии	1	1
80	и многих других	1	1
81	быть определена как	1	1
82	в статье о	1	1
83	в то время	1	1
84	мы встречаемся с	1	1
85	это происходит в	1	1
86	тех или иных	2	1
87	даже в самой	1	1
88	и то же	3	1
89	кажется что он	1	1
90	в таком случае	2	1
91	как это происходит	1	1
92	того что не	1	1
93	следует смешивать с	3	1
94	так или иначе	4	1
95	в творческом процессе	1	1
96	себя свою душу	1	1
97	следует подчеркнуть что	1	1
98	именно в этом	1	1
99	одно и то	3	1
100	но в то	1	1
101	слову вяч иванова	1	1
102	то или иное	1	1
103	деятельности начиная с	1	1
104	только в искусстве	1	1
105	ильфа и петрова	1	1
106	или говоря иначе	2	1
107	художника в его	1	1
108	может быть определена	1	1
109	в соответствии с	1	1
110	в том или	1	1
111	а в том	1	1
112	если он не	1	1
113	к тому же	1	1
114	и по отношению	1	1
115	в творческом акте	1	1
116	в новое время	1	1
117	жизни личности и	1	1
118	то же самое	1	1
119	том случае если	1	1
120	сама по себе	2	1
121	не следует смешивать	3	1
122	читателя зрителя слушателя	3	1
123	а не только	1	1
124	таким образом и	1	1
125	или ином отношении	1	1
126	в виду что	1	1
127	и служит для	1	1
128	тот или иной	3	1
129	имеем дело с	1	1
130	которые в совокупности	1	1
131	видения мира и	1	1
132	мы имеем дело	2	1
133	может быть и	2	1
