N	2gram	Losev_Dial	TeoriaLi
1	в качестве	2	33
2	– это	14	33
3	в мире	3	26
4	не только	26	24
5	и в	35	24
6	в частности	4	23
7	то есть	1	22
8	может быть	30	22
9	при этом	2	20
10	– в	11	20
11	в том	20	20
12	я в	3	18
13	и не	51	17
14	а в	8	15
15	но и	17	14
16	а не	24	14
17	так и	18	14
18	в себе	23	14
19	но не	9	13
20	в этом	18	12
21	но в	8	12
22	в его	4	12
23	то же	21	12
24	том что	18	11
25	точки зрения	25	11
26	и его	6	11
27	что в	19	10
28	как это	8	10
29	в душе	8	9
30	только в	7	9
31	в данном	5	9
32	с другой	10	9
33	в искусстве	2	9
34	не в	12	9
35	в то	10	9
36	в своей	9	8
37	же время	9	8
38	как бы	19	8
39	– с	1	8
40	по своей	5	8
41	не может	16	8
42	в самом	6	7
43	в принципе	1	7
44	или иной	4	7
45	в своем	7	7
46	себя в	2	7
47	мы имеем	4	7
48	а также	1	7
49	отличие от	1	7
50	отношение к	5	7
51	место в	1	7
52	в области	2	7
53	в нем	25	7
54	другой стороны	7	6
55	в состав	1	6
56	более или	5	6
57	как и	10	6
58	не менее	5	6
59	приводит к	1	6
60	еще не	4	6
61	в основе	4	6
62	то что	25	6
63	со стороны	2	6
64	уже не	3	6
65	в ее	3	6
66	с другими	2	6
67	или иначе	3	6
68	между ними	1	6
69	или менее	5	6
70	того или	1	6
71	тем самым	1	6
72	ни в	20	5
73	в виду	9	5
74	так или	3	5
75	и одновременно	1	5
76	как в	3	5
77	можно сказать	10	5
78	не является	3	5
79	того чтобы	1	5
80	для того	2	5
81	я с	1	5
82	на почве	2	5
83	по преимуществу	1	5
84	данном случае	1	5
85	для него	2	5
86	того что	6	5
87	– его	1	5
88	между тем	3	5
89	он не	5	5
90	и тем	2	5
91	и о	4	5
92	могут быть	6	5
93	в отношении	5	4
94	не на	1	4
95	и сам	1	4
96	в этих	6	4
97	отношения к	3	4
98	что он	16	4
99	в другом	6	4
100	говорить о	9	4
101	отношении к	3	4
102	сказать что	19	4
103	к тому	6	4
104	во времени	4	4
105	никогда не	18	4
106	или иным	1	4
107	это не	18	4
108	хотя и	4	4
109	в литературе	1	4
110	в их	5	4
111	его в	3	4
112	но он	3	4
113	не знает	2	4
114	или даже	1	4
115	так в	1	4
116	мира и	2	4
117	по своему	4	4
118	а только	5	4
119	личности в	2	4
120	– не	17	4
121	личности и	2	4
122	субъекта и	4	4
123	и что	17	4
124	далеко не	2	4
125	того же	1	4
126	одного и	1	4
127	силу своей	2	4
128	в силу	6	4
129	в целом	1	4
130	и ее	1	4
131	и к	8	3
132	в таком	4	3
133	на меня	2	3
134	с этой	3	3
135	даже в	6	3
136	была бы	4	3
137	говорит и	1	3
138	о чем	4	3
139	только не	2	3
140	подобно тому	1	3
141	если бы	12	3
142	все эти	4	3
143	а именно	3	3
144	именно в	4	3
145	например в	2	3
146	в жизни	3	3
147	имеет место	1	3
148	к его	2	3
149	их в	2	3
150	– только	1	3
151	никто не	2	3
152	из которого	1	3
153	тем не	3	3
154	перед нами	3	3
155	виду не	1	3
156	порядок в	1	3
157	своей природе	1	3
158	в противоположность	6	3
159	потому что	23	3
160	одной стороны	3	3
161	между двумя	1	3
162	или иных	1	3
163	в одном	4	3
164	вслед за	2	3
165	не обязательно	5	3
166	известной степени	1	3
167	я –	2	3
168	мог бы	3	3
169	во всей	1	3
170	не все	1	3
171	от себя	1	3
172	из этих	2	3
173	и для	2	3
174	таким образом	5	3
175	и то	15	3
176	– все	8	3
177	с одной	4	3
178	и вот	10	3
179	в художественной	1	3
180	и потому	6	3
181	с точки	18	3
182	ни к	2	3
183	к которому	1	3
184	как раз	7	3
185	есть в	2	3
186	прежде всего	14	3
187	все прочие	1	3
188	и –	15	3
189	а на	1	3
190	и притом	7	3
191	связи с	3	3
192	или в	2	3
193	объекта и	2	3
194	в связи	3	3
195	и как	14	3
196	мире –	1	3
197	в сторону	1	3
198	вовсе не	19	3
199	той или	11	3
200	во всех	3	3
201	а с	2	3
202	тому как	1	3
203	в акте	2	3
204	в которой	3	3
205	не будет	2	3
206	не с	5	3
207	нового времени	1	3
208	говоря о	2	3
209	этом смысле	4	3
210	человека с	1	3
211	в этой	3	3
212	что можно	1	3
213	и др	2	3
214	человеческой жизни	2	3
215	в узком	2	3
216	столь же	1	3
217	и по	5	3
218	тех или	5	3
219	отнюдь не	13	3
220	в той	4	2
221	более не	1	2
222	мире и	3	2
223	и другие	1	2
224	на деле	2	2
225	образом и	3	2
226	один из	3	2
227	и здесь	1	2
228	– то	4	2
229	если в	5	2
230	жизни а	1	2
231	на этом	4	2
232	из которых	1	2
233	мы в	2	2
234	жизни –	1	2
235	по себе	39	2
