N	4gram	Bakhtin_Fr	Myshleni
1	в то время как	1	20
2	одного и того же	1	17
3	одной и той же	2	15
4	один и тот же	3	12
5	в том числе и	3	10
6	с одной стороны и	2	10
7	как мы уже говорили	4	9
8	все более и более	1	8
9	заключается в том чтобы	1	7
10	не что иное как	1	6
11	одним и тем же	1	6
12	подобно тому как в	1	4
13	есть не что иное	1	4
14	мы уже говорили что	1	3
15	в связи с этим	1	3
16	мы имеем в виду	2	3
17	дело в том что	2	3
18	или во всяком случае	1	3
19	бы то ни было	1	3
20	не подлежит никакому сомнению	2	3
21	не только то что	1	2
22	в то же время	13	2
23	нет и не может	1	2
24	подлежит никакому сомнению что	2	2
25	с точки зрения генетической	1	2
26	одно из первых мест	1	2
27	на самом же деле	1	2
28	в той или иной	2	2
29	в том случае если	1	2
30	о том что в	1	2
31	и не может быть	1	2
32	но на самом деле	1	2
33	в основе этого явления	1	2
34	с точки зрения этих	1	1
35	из первых мест в	1	1
36	но и в отношении	1	1
37	и до наших дней	1	1
38	с двух сторон со	1	1
39	можно было бы привести	1	1
40	до сих пор в	1	1
41	двух сторон со стороны	1	1
42	мы увидим дальше что	1	1
43	он обнаруживает в своем	1	1
44	в этом же смысле	1	1
45	во всяком случае в	1	1
46	не может быть в	1	1
47	и в других местах	2	1
48	в нашем примере это	1	1
49	с другой стороны он	1	1
50	со всем тем что	1	1
51	это один и тот	1	1
52	совершенно иначе чем она	1	1
53	ни в коем случае	1	1
54	то же время не	1	1
55	о чем мы говорили	1	1
56	прежде всего тем что	1	1
57	свой смысл и значение	1	1
58	все дело в том	1	1
59	и в то же	2	1
60	что в отличие от	1	1
61	до сих пор остается	1	1
62	говорят о том что	1	1
63	в виду прежде всего	2	1
64	который в свою очередь	1	1
65	и его отношения к	1	1
66	устной речи в этих	1	1
67	две стороны одной и	1	1
68	и в конечном счете	1	1
69	смысле этого слова то	1	1
70	что оно может быть	1	1
71	стороны одной и той	1	1
72	это в свою очередь	1	1
73	в строгом смысле слова	1	1
74	одной стороны и к	1	1
75	что в основе этого	1	1
76	но ни в коем	1	1
77	как именно в этом	1	1
