N	3gram	Bakhtin_KF	Problemy
1	то же время	2	26
2	в то же	2	26
3	с точки зрения	10	25
4	по отношению к	22	18
5	в этом смысле	3	16
6	на самом деле	3	15
7	не может быть	11	14
8	в большинстве случаев	1	12
9	но в то	1	11
10	до сих пор	1	10
11	во всяком случае	1	9
12	в том что	2	8
13	в его целом	10	8
14	и в то	1	7
15	бы то ни	2	7
16	и в этом	3	7
17	между тем как	3	6
18	то ни было	2	6
19	бы он ни	2	5
20	он ни был	2	5
21	хотя бы и	1	5
22	в зависимости от	1	5
23	той или иной	2	5
24	а не как	1	5
25	и в нем	2	5
26	и не в	1	4
27	он не может	1	4
28	тем не менее	2	4
29	само по себе	1	4
30	смысле этого слова	1	4
31	как если бы	1	4
32	что может быть	1	4
33	с ним и	1	4
34	слова и его	1	4
35	может быть и	1	4
36	для него самого	1	3
37	это не значит	1	3
38	в настоящее время	1	3
39	даже там где	1	3
40	на то что	1	3
41	оно должно быть	1	3
42	то все же	1	3
43	то что я	2	3
44	время от времени	1	2
45	но все эти	3	2
46	я и другого	2	2
47	как бы ни	1	2
48	в нем как	4	2
49	не была бы	1	2
50	в том же	1	2
51	может войти в	1	2
52	для того чтобы	1	2
53	точки зрения его	1	2
54	никогда не может	1	2
55	в свою очередь	1	2
56	как и всякое	1	2
57	дело в том	1	2
58	вместе с тем	1	2
59	в чем не	4	2
60	для него и	1	2
61	в нем не	1	2
62	и по отношению	1	2
63	но не в	1	2
64	но в этом	1	2
65	а не в	2	2
66	то же самое	1	2
67	как бы два	1	2
68	к тому что	1	2
69	к нему он	1	2
70	но это не	1	2
71	и входит в	1	2
72	в себя как	1	2
73	раз и навсегда	2	2
74	рядом с собой	1	2
75	и только в	3	2
76	он должен быть	1	2
77	литературе о нем	1	2
78	входит в его	1	2
79	мира в его	2	2
80	друг против друга	1	2
81	а следовательно и	1	2
82	в нем и	3	2
83	конечно не в	1	2
84	человека но не	1	2
85	отношению к нему	4	2
86	но все это	1	2
87	он может быть	2	2
88	в его мире	1	2
89	в значительной степени	1	2
90	я не могу	1	2
91	и та же	2	2
92	по своей структуре	1	2
93	в лучшем случае	1	2
94	во всей его	2	2
95	к той же	1	2
96	не в одном	1	2
97	одна и та	2	2
98	в этом последнем	1	2
99	слово может быть	1	2
100	что и в	1	2
101	ни в чем	4	2
102	и не знает	1	2
