N	2gram	Vygotskiy_	Poddanst
1	не только	28	17
2	и в	33	14
3	и не	18	12
4	в области	19	11
5	в этом	43	10
6	в отношении	18	10
7	в том	44	9
8	то же	12	9
9	в качестве	13	9
10	но в	9	9
11	хотя бы	5	8
12	в пределах	6	8
13	только в	21	7
14	в то	5	7
15	в ней	2	6
16	было бы	18	6
17	но и	14	6
18	в смысле	3	6
19	может быть	15	5
20	отношении к	2	5
21	с другой	11	5
22	не в	10	5
23	и о	1	5
24	в которых	2	5
25	и к	7	4
26	что в	33	4
27	в котором	2	4
28	гораздо большей	1	4
29	по себе	8	4
30	и потому	3	4
31	мы должны	13	4
32	на пути	1	4
33	не может	31	4
34	в гораздо	1	4
35	а в	5	4
36	то что	48	4
37	как бы	11	4
38	если бы	13	4
39	в своем	11	4
40	же в	2	4
41	том что	41	4
42	большей степени	2	4
43	наряду с	3	3
44	в себе	4	3
45	что мы	11	3
46	с одной	10	3
47	мы не	6	3
48	это не	8	3
49	одной стороны	10	3
50	для того	20	3
51	между тем	5	3
52	с точки	12	3
53	хотя и	1	3
54	с тем	9	3
55	потому что	40	3
56	она есть	1	3
57	прежде всего	5	3
58	вслед за	3	3
59	сводится к	1	3
60	тем самым	13	3
61	сами по	1	3
62	заключается в	15	3
63	но не	13	3
64	могут быть	7	3
65	и как	7	3
66	с ними	4	3
67	столь же	5	3
68	в нем	10	3
69	тот же	7	3
70	точки зрения	27	3
71	с этим	9	2
72	во всех	3	2
73	к началу	5	2
74	сказывается в	2	2
75	в проблеме	1	2
76	одних и	1	2
77	является в	2	2
78	и это	3	2
79	и других	7	2
80	в полной	1	2
81	которую мы	3	2
82	если в	4	2
83	более чем	1	2
84	пути в	1	2
85	том числе	2	2
86	теперь в	1	2
87	и дети	1	2
88	еще более	5	2
89	по сравнению	9	2
90	для тех	1	2
91	в ее	1	2
92	и тем	5	2
93	того что	34	2
94	никак не	6	2
95	как раз	5	2
96	в частности	9	2
97	в его	15	2
98	а не	14	2
99	нужно было	1	2
100	для нас	1	2
101	все это	2	2
102	в которую	1	2
103	говорить о	3	2
104	в тот	4	2
105	и есть	8	2
106	стороны и	3	2
107	в виде	3	2
108	в них	3	2
109	только это	1	2
110	не было	1	2
111	и с	7	2
112	из важнейших	1	2
113	в начале	2	2
114	может ли	2	2
115	как на	4	2
116	в общем	1	2
117	полной мере	1	2
118	мысль о	1	2
119	которое в	1	2
120	в сфере	9	2
121	главным образом	1	2
122	именно в	8	2
123	должно быть	10	2
124	в жизни	2	2
125	отношения к	2	2
126	друг другу	2	2
127	в последние	1	2
128	во всей	3	2
129	есть нечто	1	2
130	имеет не	1	2
131	в силу	14	2
132	например в	1	2
133	не менее	4	2
134	не столько	3	2
135	думать что	1	2
136	отнюдь не	2	2
137	со стороны	3	2
138	да и	1	2
139	точек зрения	4	2
140	не нужно	2	2
141	исключительно в	1	2
142	из них	6	2
143	но к	1	2
144	есть не	3	2
145	тем более	5	2
146	есть в	2	2
147	образом на	1	2
148	что из	1	2
149	переход от	7	2
150	в статье	1	2
151	осознать и	1	1
152	что было	2	1
153	чем к	1	1
154	этих двух	4	1
155	были бы	1	1
156	представить себе	2	1
157	целому ряду	3	1
158	нет ничего	1	1
159	ли они	1	1
160	возможность не	1	1
161	поскольку она	1	1
162	как к	1	1
163	от нее	1	1
164	исключает всякую	3	1
165	во всяком	4	1
166	всегда существует	2	1
167	и тех	1	1
168	могли бы	15	1
169	не есть	4	1
170	наша задача	1	1
171	собственном смысле	2	1
172	культурного развития	2	1
173	находятся в	3	1
174	и то	9	1
175	можем представить	1	1
176	но как	6	1
177	понимать что	1	1
178	выступает в	2	1
179	и целиком	1	1
180	чтобы это	1	1
181	момент когда	5	1
182	мы можем	15	1
183	и эти	2	1
184	мы видим	6	1
185	а с	3	1
186	в данном	4	1
187	только к	4	1
188	с его	3	1
189	что оно	9	1
190	и многие	1	1
191	имеют в	1	1
192	и более	8	1
193	те же	6	1
194	вместе с	9	1
195	и здесь	2	1
196	план в	2	1
197	в процесс	1	1
198	взятые в	1	1
199	и на	11	1
200	отличие от	3	1
201	в самом	10	1
202	вопрос о	15	1
203	имеет два	2	1
204	сделать то	2	1
205	не означает	5	1
206	они не	7	1
207	может не	3	1
208	истолковать этот	1	1
209	этой области	3	1
210	с основной	1	1
211	что происходит	1	1
212	в момент	4	1
213	это в	2	1
214	только что	6	1
215	гласит что	1	1
216	предпосылки в	1	1
217	этого сделать	1	1
218	они являются	2	1
219	в психологии	1	1
220	бы она	1	1
221	с двух	2	1
222	к этой	3	1
223	в основном	2	1
224	выборе и	1	1
225	она не	2	1
226	уже в	4	1
227	должна быть	7	1
228	чем то	1	1
229	при отсутствии	1	1
230	более или	1	1
231	применении к	1	1
232	есть прежде	1	1
233	связана с	2	1
234	последствий для	1	1
235	того чтобы	26	1
236	более широкой	1	1
237	мы знаем	5	1
238	равным образом	1	1
239	к своеобразным	1	1
240	в применении	1	1
241	на основе	6	1
242	только мы	1	1
243	и менее	1	1
244	и всегда	1	1
245	вопросу о	2	1
246	представляет собой	11	1
247	прийти к	1	1
248	как известно	7	1
249	рассматривать с	1	1
250	и должна	1	1
251	формы в	1	1
252	есть проблема	1	1
253	что это	1	1
254	не более	1	1
255	к первой	1	1
256	в отношениях	1	1
257	одно и	2	1
258	какое огромное	1	1
259	ни на	3	1
260	с трудом	1	1
261	в последующие	1	1
262	думается что	5	1
263	что при	4	1
264	из понимания	1	1
265	два основных	1	1
266	есть как	1	1
267	и уже	1	1
268	мысли и	7	1
269	с которой	2	1
270	все основные	7	1
271	из этих	2	1
272	что если	6	1
273	что с	7	1
274	что то	1	1
275	в преодолении	1	1
276	положение что	2	1
277	связанные с	6	1
278	именно на	1	1
279	не как	3	1
280	и другие	13	1
281	только один	4	1
282	об отношении	2	1
283	всей полноте	1	1
284	что уже	3	1
285	в каждом	1	1
286	в стадии	1	1
287	только на	3	1
288	где он	1	1
289	и этим	1	1
290	не исключает	1	1
291	не с	2	1
292	обе эти	8	1
293	что эта	7	1
294	может оказаться	2	1
295	условия в	2	1
296	одна сторона	1	1
297	в других	2	1
298	и при	4	1
299	и что	18	1
300	к действию	2	1
301	в различных	3	1
302	вопроса и	1	1
303	на основании	2	1
304	что и	11	1
305	кто не	2	1
306	в трех	1	1
307	тем и	2	1
308	связывается с	1	1
309	эта задача	1	1
310	мы хотим	1	1
311	другой стороны	9	1
312	с того	3	1
313	иными словами	1	1
314	еще в	3	1
315	ни были	1	1
316	значительную часть	1	1
317	этом смысле	5	1
318	бы что	2	1
319	к жизни	7	1
320	выражается в	1	1
321	эта проблема	4	1
322	только то	4	1
