N	2gram	Tiupa_Hudo	OGranits
1	и в	23	13
2	и его	12	12
3	прежде всего	5	9
4	может быть	19	8
5	и не	16	8
6	не может	9	8
7	и пр	1	7
8	в его	11	7
9	и т.п	7	7
10	эстетический объект	4	7
11	точки зрения	11	7
12	таким образом	3	6
13	не только	20	6
14	только в	7	6
15	то что	5	6
16	как бы	11	6
17	языка и	1	5
18	в поэзии	1	5
19	с точки	3	5
20	и т.д	4	5
21	художественного произведения	4	5
22	все же	1	5
23	эстетического объекта	4	5
24	в каждом	1	4
25	не является	5	4
26	произведения как	3	4
27	только и	2	4
28	то же	12	4
29	еще и	2	4
30	было бы	1	4
31	все это	2	4
32	в сознании	1	4
33	лишь в	7	4
34	материала в	2	4
35	в своей	7	4
36	на фоне	1	4
37	но мы	1	4
38	но в	10	4
39	с этим	1	3
40	что в	7	3
41	к одному	1	3
42	и то	4	3
43	материала и	1	3
44	в искусстве	9	3
45	так и	12	3
46	не как	2	3
47	говорить о	4	3
48	одно и	3	3
49	в одном	3	3
50	не столько	7	3
51	за пределы	2	3
52	отношению к	10	3
53	по отношению	10	3
54	превращается в	2	3
55	слово в	1	3
56	в пределах	3	3
57	в их	5	3
58	в ее	6	3
59	здесь мы	1	3
60	самом деле	2	3
61	не в	9	3
62	в которой	3	3
63	общего с	1	3
64	но для	1	3
65	в себе	13	3
66	так как	1	3
67	да и	1	3
68	но и	14	3
69	и для	3	3
70	как и	3	3
71	никогда не	2	3
72	в области	8	2
73	своего рода	9	2
74	истории литературы	2	2
75	в самом	7	2
76	и к	3	2
77	что они	1	2
78	того или	4	2
79	может иметь	1	2
80	мы видим	1	2
81	иное как	1	2
82	в данном	4	2
83	произведения является	1	2
84	и наиболее	1	2
85	а как	1	2
86	в своих	1	2
87	в этом	12	2
88	что иное	1	2
89	героя и	5	2
90	на язык	1	2
91	с одной	3	2
92	в произведении	3	2
93	мог бы	3	2
94	входит в	4	2
95	для себя	4	2
96	наконец в	1	2
97	одной стороны	3	2
98	эстетической функции	1	2
99	роль в	2	2
100	в другом	4	2
101	при этом	19	2
102	несмотря на	2	2
103	между тем	4	2
104	для него	5	2
105	лишь путем	1	2
106	и помимо	1	2
107	и тем	4	2
108	и может	2	2
109	те же	1	2
110	ее в	2	2
111	в том	20	2
112	в которую	1	2
113	с этой	3	2
114	и является	1	2
115	в отношении	4	2
116	вслед за	2	2
117	литературного произведения	13	2
118	ни одно	2	2
119	другой стороны	6	2
120	сознания и	1	2
121	во времени	4	2
122	не что	1	2
123	не на	5	2
124	отношений между	1	2
125	от этого	1	2
126	так же	2	2
127	в них	2	2
128	а в	13	2
129	если бы	3	2
130	мы понимаем	1	2
131	от всех	2	2
132	и делают	1	2
133	от своего	2	2
134	а также	6	2
135	соответствии с	1	2
136	но одно	1	2
137	литературное произведение	1	2
138	тем что	1	2
139	и др	2	2
140	могут быть	5	2
141	вовсе не	2	2
142	в действительности	1	2
143	в связи	3	2
144	имеет место	3	2
145	объект и	1	2
146	в зависимости	1	2
147	во всей	3	2
148	с ними	2	2
149	говорить об	1	2
150	все эти	2	2
151	с другой	9	2
152	как в	2	2
153	художественных произведений	1	2
154	разрыв между	1	2
155	и внутренняя	1	2
156	не менее	5	2
157	нуждается в	1	2
158	не имеет	1	2
159	к предмету	1	2
160	в структуре	3	2
161	том что	9	2
162	в нем	6	2
163	или иного	4	2
164	языка но	1	2
165	зависимости от	1	2
166	а не	13	2
167	всей своей	2	2
168	в чем	2	2
169	в целом	3	2
170	художественное произведение	3	2
171	и ее	3	2
172	тот же	1	2
173	собственно говоря	2	2
174	к тому	4	2
175	есть не	1	2
176	кажется что	1	2
177	слова и	2	2
178	бы в	1	2
179	более того	1	2
