N	2gram	Losev_Prob	Mirosoze
1	и в	64	97
2	у достоевского	1	94
3	может быть	29	64
4	не только	37	63
5	в этом	30	55
6	но и	23	54
7	он не	5	53
8	а не	21	53
9	в нем	14	49
10	не может	18	49
11	и не	63	39
12	во имя	1	39
13	никогда не	8	38
14	в ней	1	37
15	потому что	24	37
16	не было	7	36
17	не в	6	34
18	и есть	7	33
19	для него	2	31
20	не есть	49	30
21	но он	3	30
22	человека в	1	30
23	как и	7	29
24	прежде всего	17	29
25	но в	19	27
26	к человеку	1	26
27	о человеке	1	26
28	в своей	8	25
29	он был	2	25
30	и это	13	25
31	переходит в	2	24
32	и все	9	24
33	у нас	31	24
34	в своем	7	23
35	иван карамазов	1	23
36	что в	21	23
37	что он	11	22
38	в самом	10	21
39	в себе	16	20
40	отношение к	1	20
41	в россии	1	19
42	как бы	18	19
43	до конца	1	19
44	человек не	1	19
45	ивана карамазова	1	18
46	в его	12	18
47	того что	18	17
48	и потому	3	17
49	том что	26	16
50	если нет	2	16
51	в том	19	16
52	то что	72	16
53	было бы	16	16
54	и его	3	16
55	в котором	5	15
56	не был	4	15
57	не знает	4	15
58	в этой	14	15
59	в конце	13	14
60	человек в	1	14
61	она не	5	14
62	нет ничего	12	14
63	так как	16	14
64	в глубине	1	14
65	и на	11	13
66	из подполья	2	13
67	друг друга	1	13
68	в них	8	12
69	он сам	2	12
70	к нему	5	12
71	но не	13	12
72	смысле слова	11	12
73	это не	7	12
74	все это	11	12
75	и к	2	11
76	с тем	6	11
77	уже не	9	11
78	хотя бы	15	11
79	духа и	1	11
80	в которой	2	11
81	был бы	6	11
82	только в	19	11
83	как в	5	11
84	но это	11	11
85	и для	10	11
86	жизни и	1	11
87	то же	10	10
88	так же	12	10
89	один из	7	10
90	должна быть	2	10
91	не могут	6	10
92	не имеет	8	10
93	в самой	3	10
94	человека к	1	10
95	есть не	10	10
96	все что	2	9
97	в бесах	1	9
98	из самых	3	9
99	к тому	5	9
100	не мог	1	9
101	должно быть	3	9
102	что и	2	9
103	xix века	1	9
104	х годов	1	9
105	я не	1	9
106	не будет	11	9
107	доходит до	1	9
108	он уже	1	9
109	то есть	61	9
110	с ним	4	9
111	вместе с	4	9
112	и во	4	9
113	образ и	1	9
114	бы и	5	9
115	есть уже	1	9
116	есть и	4	9
117	а в	7	9
118	лишь в	4	9
119	от него	1	8
120	в этих	7	8
121	и с	12	8
122	тем что	10	8
123	о том	25	8
124	вопрос о	4	8
125	себя в	1	8
126	т е	2	8
127	что не	8	8
128	за пределы	6	8
129	что есть	1	8
130	не так	1	8
131	в отношении	7	8
132	еще в	2	8
133	не знал	5	8
134	нет в	1	8
135	того чтобы	10	8
136	нет и	5	8
137	с его	3	8
138	ничего не	20	8
139	они не	1	8
140	уже в	6	8
141	сам достоевский	1	8
142	мира и	1	8
143	только и	5	8
144	для того	10	8
145	что человек	1	7
146	если он	1	7
147	не существует	12	7
148	в нашем	3	7
149	что все	9	7
150	точки зрения	5	7
151	она есть	5	7
152	что она	8	7
153	на этом	1	7
154	в жизни	3	7
155	отношения к	2	7
156	себя и	1	7
157	он в	2	7
158	мог бы	1	7
159	но если	6	7
160	должен быть	1	7
161	также и	22	7
162	как он	4	7
163	все еще	5	7
164	к другу	2	6
165	же и	4	6
166	самого себя	2	6
167	есть прежде	3	6
168	с этой	1	6
169	не как	2	6
170	и нет	2	6
171	людей и	1	6
172	и те	2	6
173	что у	1	6
174	прийти к	3	6
175	его в	9	6
176	и она	1	6
177	у них	1	6
178	совсем не	9	6
179	можно было	8	6
180	по своей	1	6
181	чтобы не	3	6
182	и от	3	6
183	и здесь	8	6
184	друг к	2	6
185	что это	4	6
186	его на	1	6
187	это есть	10	6
188	если бы	8	6
189	в которых	4	6
190	бы не	4	6
191	братьях карамазовых	1	6
192	в братьях	1	6
193	у человека	1	6
194	в ее	3	6
195	людей не	1	6
196	того как	3	6
197	должен был	1	6
198	и более	4	6
199	быть и	5	6
200	к ней	1	6
201	на то	12	6
202	не к	1	6
203	еще не	18	5
204	бы в	3	5
205	которые не	5	5
206	с самим	3	5
207	мысли и	2	5
208	человек есть	1	5
209	одно из	2	5
210	с собой	3	5
211	и как	10	5
212	он остается	1	5
213	мысли о	1	5
214	отличается от	2	5
215	с этим	7	5
216	во всяком	18	5
217	для этого	5	5
218	мы увидим	3	5
219	говорит что	1	5
220	сказать что	33	5
221	все время	3	5
222	момент в	2	5
223	от человека	2	5
224	по преимуществу	4	5
225	на протяжении	1	5
226	пройти через	1	5
227	отказывается от	1	5
228	от этого	2	5
229	сих пор	6	5
230	вопроса о	3	5
231	должны быть	2	5
232	в то	7	5
233	который был	1	5
234	для чего	2	5
235	до сих	6	5
236	и этот	4	5
237	оно не	6	5
238	дважды два	1	5
239	и мы	1	5
240	да и	11	5
241	тот кто	2	5
242	его и	1	5
243	то он	3	5
244	в основе	4	5
245	и если	9	5
246	той же	2	5
247	не стоит	2	5
248	тот же	4	5
249	человека но	2	5
250	в более	1	5
251	на путях	1	5
252	не для	3	5
253	так и	17	5
254	и тут	1	5
255	в их	7	5
256	и я	1	5
257	xx века	2	5
