N	2gram	Bakhtin_Fr	KFilosof
1	может быть	10	45
2	в его	21	42
3	в нем	12	32
4	не может	5	29
5	и не	25	28
6	и в	68	28
7	по отношению	3	26
8	в котором	3	24
9	отношению к	2	22
10	в себе	5	21
11	только в	9	18
12	и его	26	18
13	в своем	11	17
14	в ее	5	17
15	а не	6	17
16	в этом	28	15
17	для него	7	13
18	не в	2	13
19	точки зрения	8	13
20	к нему	4	12
21	ни в	6	12
22	и единственного	1	12
23	но не	4	12
24	и это	5	12
25	в своей	11	11
26	все эти	16	11
27	во всех	8	11
28	все это	6	10
29	это не	5	10
30	с точки	4	10
31	его целом	3	10
32	и есть	5	10
33	бытия и	1	10
34	и для	6	10
35	в целом	3	10
36	в их	6	9
37	и все	16	9
38	но и	17	9
39	как бы	7	9
40	для нее	1	9
41	не было	7	8
42	если бы	3	8
43	быть только	1	8
44	в мире	6	8
45	со стороны	2	8
46	было бы	4	8
47	лишь в	3	8
48	в себя	2	8
49	жизни и	6	8
50	себя в	2	8
51	во всем	4	7
52	и здесь	5	7
53	этот момент	2	7
54	что и	3	7
55	вовсе не	18	7
56	уже не	2	7
57	совершенно не	1	7
58	то что	11	7
59	конечно не	4	7
60	на основе	3	7
61	момент в	2	7
62	и только	1	7
63	отнюдь не	1	7
64	ее и	1	6
65	должно быть	1	6
66	не значит	1	6
67	но все	5	6
68	но эта	1	6
69	менее всего	2	6
70	не имеет	1	6
71	и я	1	6
72	в смысле	1	6
73	смысл и	2	6
74	в том	12	6
75	и их	5	6
76	отношение к	11	6
77	он не	11	6
78	но это	5	6
79	мира в	2	6
80	от его	1	5
81	со всем	2	5
82	то же	14	5
83	ко всему	2	5
84	мы имеем	2	5
85	не только	21	5
86	с ним	3	5
87	но как	5	5
88	и единственной	1	5
89	его в	7	5
90	не проникает	1	5
91	не знает	1	5
92	в основе	7	5
93	есть лишь	1	5
94	но в	20	5
95	именно в	5	5
96	но ведь	3	5
97	как и	17	5
98	все же	6	5
99	жизни в	1	5
100	еще не	3	5
101	что я	2	5
102	время и	1	5
103	хотя бы	2	5
104	теоретического сознания	1	5
105	в одном	7	5
106	от своей	1	5
107	а в	3	5
108	единое и	1	5
109	культуры и	7	5
110	жизни как	2	5
111	в контексте	1	5
112	событие в	1	5
113	там где	6	5
114	никогда не	2	5
115	что в	14	4
116	нему в	1	4
117	и весь	2	4
118	при этом	5	4
119	ни было	1	4
120	что это	4	4
121	о нем	3	4
122	не как	1	4
123	для нас	1	4
124	прежде всего	23	4
125	с другим	1	4
126	в своих	7	4
127	места в	2	4
128	как его	2	4
129	и момент	1	4
130	места и	1	4
131	с ними	4	4
132	за свое	1	4
133	мира и	4	4
134	том что	6	4
135	в чем	3	4
136	входит в	2	4
137	нисколько не	1	4
138	во всей	3	4
139	могла бы	1	4
140	не по	1	4
141	между тем	3	4
142	здесь мы	3	4
143	времени и	5	4
144	тем самым	1	4
145	к ним	1	4
146	быть в	2	4
147	всех своих	2	4
148	из него	1	4
149	положения и	1	3
150	и на	16	3
151	здесь нет	2	3
152	на язык	1	3
153	этого мира	1	3
154	мы не	3	3
155	был бы	1	3
156	тогда когда	1	3
157	и этот	2	3
158	того что	3	3
159	где он	2	3
160	и этим	1	3
161	ее целом	1	3
162	сознания и	1	3
163	на самом	7	3
164	а все	1	3
165	в виду	8	3
166	и тот	4	3
167	и делает	1	3
168	самом деле	5	3
