N	2gram	Tiupa_Anal	Problema
1	и в	36	182
2	то есть	15	165
3	и не	14	152
4	вовсе не	2	145
5	то что	5	144
6	не есть	6	113
7	не только	40	104
8	потому что	1	89
9	в этом	19	88
10	может быть	19	82
11	в том	16	81
12	том что	19	81
13	только в	9	73
14	сказать что	2	72
15	но и	26	70
16	у нас	1	68
17	и даже	12	66
18	по себе	6	64
19	не менее	9	58
20	о том	9	57
21	тем не	3	56
22	а не	16	56
23	так и	19	56
24	но в	8	55
25	так что	2	52
26	для нас	1	50
27	в себе	7	48
28	отнюдь не	7	48
29	и вообще	1	48
30	было бы	6	46
31	прежде всего	7	45
32	в своей	12	45
33	что в	15	44
34	в его	12	44
35	не в	9	43
36	все эти	2	43
37	то же	7	42
38	а именно	1	42
39	как раз	8	42
40	таким образом	4	42
41	если мы	1	42
42	и что	2	40
43	и то	2	40
44	что он	5	40
45	что мы	2	40
46	во всяком	6	39
47	не может	3	39
48	такого рода	11	39
49	и тем	3	39
50	в этой	10	39
51	как бы	14	39
52	той или	6	38
53	в данном	12	38
54	в стихотворении	4	38
55	хотя бы	1	37
56	никак не	1	37
57	в нем	3	37
58	того что	4	37
59	точки зрения	3	36
60	еще не	7	36
61	и все	3	36
62	когда мы	2	35
63	и т	1	35
64	в виду	1	34
65	уже не	9	34
66	и с	1	34
67	как и	27	34
68	указывает на	3	34
69	в таком	2	33
70	не является	5	33
71	или иной	9	33
72	здесь не	8	32
73	в то	8	32
74	но не	13	32
75	едва ли	6	32
76	так же	1	31
77	в своем	7	31
78	связи с	1	31
79	что такое	1	31
80	в конце	6	31
81	но это	3	31
82	все это	5	31
83	и для	4	30
84	с другой	10	30
85	в связи	1	29
86	все же	6	29
87	можно сказать	5	29
88	перед нами	7	29
89	художественный образ	1	29
90	как мы	4	29
91	об этом	3	29
92	что же	1	28
93	данном случае	11	28
94	мы не	4	28
95	а в	17	28
96	и о	1	28
97	и как	5	27
98	хотя и	4	27
99	ничего не	3	27
100	в результате	6	26
101	другой стороны	7	26
102	крайней мере	5	26
103	да и	3	26
104	как будто	1	26
105	вместе с	3	26
