N	3gram	Propp_Isto	TeoriaLi
1	в том что	7	10
2	по отношению к	3	10
3	с другой стороны	17	6
4	более или менее	3	6
5	состоит в том	1	6
6	не может быть	5	5
7	для того чтобы	1	5
8	так или иначе	2	5
9	в данном случае	7	5
10	с точки зрения	1	3
11	тем не менее	4	3
12	можно сказать что	1	3
13	мы имеем в	7	3
14	в связи с	1	3
15	с одной стороны	11	3
16	но он не	1	2
17	этой точки зрения	3	2
18	с этой точки	3	2
19	как и в	3	2
20	в самом деле	1	2
21	не могло быть	2	2
22	в самом начале	1	2
23	в этом мире	1	2
24	и тем самым	1	2
25	а с другой	1	2
26	том что он	1	2
27	то ни было	1	2
28	сама по себе	1	2
29	и не могло	1	2
30	к тому что	1	2
31	тогда как в	1	2
32	бы то ни	1	2
33	ту или иную	1	2
34	может быть названо	1	2
35	что он не	1	1
36	на вопрос что	1	1
37	может быть это	1	1
38	в этих случаях	12	1
39	в более или	1	1
40	если бы для	1	1
41	и др в	1	1
42	и потому что	1	1
43	никак не может	1	1
44	а не с	1	1
45	только о том	1	1
46	больше и больше	2	1
47	на задний план	1	1
48	только в условиях	1	1
49	в большинстве случаев	1	1
50	легко может быть	1	1
51	он не только	1	1
52	в противоречие с	1	1
53	он мог бы	1	1
54	в сравнении с	1	1
55	не в состоянии	1	1
56	и тычет в	1	1
57	о том что	9	1
58	в том-то и	2	1
59	в свое время	1	1
60	дело не в	3	1
61	как бы в	1	1
62	он не будет	1	1
63	в чем собственно	1	1
64	обращает на себя	1	1
65	имеются и в	1	1
66	перед тем как	1	1
67	из этих двух	1	1
68	и тем более	1	1
69	на свое место	2	1
70	связь со смертью	1	1
71	этих случаях оказывается	1	1
72	на вопрос о	1	1
73	здесь мы имеем	8	1
74	это происходит в	2	1
75	одной стороны и	1	1
76	также своего рода	1	1
77	в одной из	2	1
78	как это происходит	2	1
79	со всех сторон	1	1
80	всегда так или	1	1
81	в иных случаях	1	1
82	и здесь мы	2	1
83	в то время	4	1
84	таким образом что	1	1
85	в зависимости от	3	1
86	точно так же	2	1
87	так же как	4	1
88	однако и в	1	1
89	по ту сторону	1	1
90	не в качестве	1	1
91	в этом случае	4	1
92	а в том	2	1
93	если он не	1	1
94	к тому же	1	1
95	не так просто	1	1
96	не только на	1	1
97	том что в	2	1
98	на первый взгляд	5	1
99	то же самое	1	1
100	не входит в	1	1
101	только то что	1	1
102	данном случае это	1	1
103	в таких случаях	1	1
104	таким образом и	3	1
105	имеем дело с	1	1
106	в чистом виде	1	1
