N	2gram	Tiupa_Hudo	Komedia
1	и в	23	77
2	в комедии	2	58
3	и не	16	47
4	в том	20	44
5	том что	9	42
6	о том	2	33
7	едва ли	1	32
8	но и	14	32
9	может быть	19	30
10	из них	1	29
11	таким образом	3	29
12	в то	8	28
13	v в	1	28
14	и его	12	28
15	в этом	12	27
16	потому что	3	27
17	что он	5	26
18	к тому	4	26
19	тому же	1	25
20	не только	20	25
21	вместе с	1	25
22	так как	1	24
23	как и	3	23
24	ни в	5	23
25	что в	7	23
26	в самом	7	22
27	что и	2	22
28	если бы	3	22
29	то же	12	21
30	в конце	1	21
31	так и	12	21
32	а в	13	21
33	в его	11	20
34	со стороны	5	19
35	в этой	2	18
36	тем что	1	17
37	же время	7	17
38	в нем	6	17
39	и здесь	1	17
40	еще не	4	17
41	при этом	19	16
42	все же	1	16
43	не менее	5	16
44	у него	2	16
45	до нас	1	16
46	он не	4	16
47	действующих лиц	1	16
48	и сам	3	16
49	тот же	1	16
50	не в	9	15
51	в своем	4	15
52	точки зрения	11	15
53	его в	4	15
54	в которой	3	15
55	между тем	4	15
56	один из	2	15
57	и на	3	15
58	было бы	1	15
59	прежде всего	5	15
60	столь же	2	14
61	к нему	3	14
62	в свою	3	14
63	все это	2	14
64	ли не	1	14
65	об этом	2	14
66	самом деле	2	13
67	о чем	3	13
68	в них	2	13
69	в одном	3	13
70	что она	2	13
71	того же	3	13
72	как раз	3	13
73	так что	1	13
74	то что	5	13
75	того чтобы	5	13
76	но в	10	13
77	в котором	1	12
78	для того	5	12
79	так же	2	12
80	с другой	9	12
81	на сцене	1	12
82	несмотря на	2	12
83	хотя и	4	12
84	в качестве	31	12
85	как это	7	12
86	из которых	2	12
87	как в	2	12
88	в истории	1	12
89	не по	1	12
90	нового времени	2	12
91	не может	9	12
92	но не	13	12
93	и даже	1	11
94	по отношению	10	11
95	что его	1	11
96	с ним	2	11
97	то время	1	11
98	речь идет	2	11
99	как мы	1	11
100	и для	3	11
101	в их	5	11
102	в частности	18	11
103	с этим	1	10
104	свою очередь	2	10
105	с одной	3	10
106	в чем	2	10
107	как бы	11	10
108	и что	4	10
109	в отношении	4	10
110	более чем	1	10
111	на основании	1	10
112	одной из	2	10
113	с его	6	10
114	на его	1	10
115	тем более	2	10
116	что касается	1	10
117	отношение к	7	10
118	же в	1	10
119	в целом	3	10
120	все что	1	9
121	в своей	7	9
122	одной стороны	3	9
123	говорить о	4	9
124	тому что	2	9
125	только в	7	9
126	друг друга	1	9
127	о его	2	9
128	и по	2	9
129	из его	1	9
130	однако в	4	9
131	а также	6	9
132	вовсе не	2	9
133	отличие от	7	9
134	и особенно	2	9
135	отношению к	10	9
136	с этой	3	8
137	а затем	2	8
138	другой стороны	6	8
139	по поводу	1	8
140	такого рода	12	8
141	не было	1	8
142	не знает	4	8
143	бы в	1	8
144	во всех	3	8
145	то ни	2	8
146	что для	1	8
147	первую очередь	1	8
148	если не	1	8
149	да и	1	8
150	связи с	3	8
151	по содержанию	1	8
152	по своему	3	8
153	войны и	1	8
154	при всем	2	8
155	идет о	2	8
156	и ее	3	8
157	место в	5	8
158	и к	3	7
159	дело с	1	7
160	в результате	1	7
161	в этих	4	7
162	если в	1	7
163	себе в	1	7
164	в первую	1	7
165	в другом	4	7
166	по которым	1	7
167	бы то	2	7
168	что они	1	7
169	ни было	2	7
170	в связи	3	7
171	и это	2	7
172	так или	4	7
173	перед лицом	3	7
174	в себе	13	7
175	к его	3	7
176	не имеет	1	7
177	со временем	2	7
178	не является	5	7
179	из этих	3	7
180	и поэтому	1	7
181	до конца	1	7
182	но если	1	7
183	для нас	1	7
184	должен был	1	7
185	или иначе	5	7
186	отнюдь не	2	7
187	тех же	1	7
188	и о	4	7
189	даже в	3	6
190	в виду	5	6
191	в своих	1	6
192	до того	1	6
193	представляет собой	11	6
194	как правило	3	6
195	после того	1	6
196	с точки	3	6
197	как видно	1	6
198	что не	1	6
199	на этом	2	6
200	не дает	1	6
