N	3gram	Potebnia_M	Literetu
1	в том что	18	21
2	в то же	3	21
3	то же время	3	21
4	по отношению к	13	12
5	с одной стороны	6	12
6	не может быть	11	11
7	в отличие от	1	11
8	о том что	1	10
9	в этом отношении	1	10
10	с точки зрения	3	8
11	не говоря уже	1	8
12	с другой стороны	7	7
13	говоря уже о	1	6
14	из того что	2	6
15	подобно тому как	7	6
16	не только в	3	6
17	с этой точки	2	5
18	тем не менее	10	5
19	при этом как	1	5
20	этой точки зрения	1	5
21	в связи с	2	5
22	но при этом	1	4
23	и тем самым	2	4
24	то ни было	1	4
25	бы то ни	2	4
26	тогда как в	1	4
27	и т п	4	3
28	одной стороны и	2	3
29	ничего общего с	1	3
30	только в том	7	3
31	быть не может	2	3
32	в свою очередь	8	3
33	на то что	3	3
34	на самом деле	2	3
35	по крайней мере	6	3
36	в одном из	2	3
37	жизни человеческого духа	1	3
38	не в одном	1	3
39	во всяком случае	7	3
40	то что я	1	3
41	но с другой	3	3
42	же время не	1	2
43	сознания в формах	1	2
44	свое собственное слово	1	2
45	для того чтобы	4	2
46	не так как	1	2
47	между тем как	1	2
48	на мой взгляд	1	2
49	не только не	2	2
50	может быть названа	1	2
51	потому что не	5	2
52	к тому что	2	2
53	только то что	1	2
54	это последнее имеет	1	2
55	могли бы быть	1	2
56	не мог бы	1	2
57	мы чувствуем что	1	2
58	может и не	1	2
59	на вопрос что	1	2
60	вместе с тем	1	2
61	тем что в	1	2
62	но и в	4	2
63	обратим внимание на	1	2
64	при этом не	2	2
65	до тех пор	1	2
66	и если это	1	2
67	если это последнее	1	2
68	дело в том	3	2
69	в сравнении с	4	2
70	можно было бы	1	2
71	и не только	1	2
72	в этом с	1	2
73	что же касается	1	2
74	если б мы	2	1
75	потому что я	1	1
76	но то что	1	1
77	как и во	3	1
78	имеет ничего общего	1	1
79	себя и других	2	1
80	и даже отчасти	1	1
81	не есть произведение	1	1
82	все то что	2	1
83	может быть назван	1	1
84	это как бы	1	1
85	раньше и не	1	1
86	это должно быть	1	1
87	и самого себя	1	1
88	служит только для	1	1
89	в той мере	1	1
90	на задний план	1	1
91	отношения к другим	1	1
92	в большинстве случаев	1	1
93	в себе как	1	1
94	того что они	2	1
95	на том что	1	1
96	что не может	3	1
97	оно должно быть	1	1
98	то что в	2	1
99	каждому из них	1	1
100	жизни но и	1	1
101	к общей жизни	1	1
102	это приводит к	1	1
103	и тем более	1	1
104	влияние на все	1	1
105	не в том	6	1
106	друг от друга	3	1
107	более или менее	6	1
108	и не имеет	2	1
109	но даже и	1	1
110	нам остается только	2	1
111	в жизни всякого	1	1
112	а в том	4	1
113	внутренней и внешней	1	1
114	до сих пор	5	1
115	потому что в	5	1
116	с каким в	1	1
117	все более и	2	1
118	лишь в той	1	1
119	может быть не	4	1
120	не имеет ничего	1	1
121	собственно говоря и	1	1
122	начинается там где	1	1
123	во многих случаях	2	1
124	и мы в	1	1
125	так велика что	1	1
126	не только на	1	1
127	но не в	3	1
128	и того же	6	1
129	однако в глазах	1	1
130	для того кто	2	1
131	его связи с	1	1
132	в наше время	1	1
133	сама по себе	4	1
134	а не с	1	1
135	и там где	1	1
136	с тех пор	1	1
137	того что ему	1	1
138	бы потому что	1	1
139	не нуждается в	2	1
140	но все же	2	1
141	о том как	1	1
142	одного и того	6	1
143	это могло бы	1	1
144	имея в виду	1	1
145	но это не	2	1
146	и в том	3	1
147	в произведении искусства	1	1
148	а не в	1	1
149	и в этом	7	1
150	и потому не	1	1
151	может быть только	2	1
152	не только по	2	1
153	в ответ на	1	1
154	после того как	3	1
155	и тем не	1	1
156	с тем же	1	1
157	том что при	1	1
158	которые не могут	2	1
159	то есть в	1	1
160	втором случае человек	1	1
161	пространство и в	1	1
162	не только для	2	1
163	от слова и	1	1
164	всей духовной жизни	1	1
165	не могли быть	1	1
166	но не только	1	1
167	что ни есть	1	1
168	что по мнению	2	1
169	бы ни были	1	1
170	только то в	1	1
171	но дело в	2	1
172	не только от	1	1
173	могло быть в	1	1
174	для нас на	1	1
175	не может как	1	1
176	более того что	1	1
177	здесь как и	1	1
178	и других в	1	1
179	на бесконечно малые	1	1
180	состоит не в	1	1
181	об одном из	1	1
182	быть устранены из	1	1
183	то же в	2	1
184	не в состоянии	2	1
185	то с другой	1	1
186	становится для него	1	1
187	место в ряду	2	1
188	в нас самих	1	1
189	не что иное	2	1
190	тогда как при	1	1
191	более и более	2	1
192	при этом и	1	1
193	сознания а в	1	1
194	слова так и	1	1
195	не может стать	1	1
196	повторением одного и	1	1
197	могли быть устранены	1	1
198	в эту минуту	2	1
199	субъекта и объекта	4	1
200	до какой степени	1	1
201	там где есть	1	1
202	становится одним из	1	1
203	тому как в	1	1
204	и во всей	1	1
205	как мы видели	1	1
206	мысль о том	1	1
207	всегда может быть	1	1
208	в этих словах	1	1
209	только потому что	3	1
210	всех этих и	1	1
211	другой стороны он	1	1
212	во всех этих	1	1
213	вообще может быть	1	1
214	которое может быть	1	1
215	предшествующим и последующим	1	1
216	именно в том	1	1
217	с самого начала	5	1
218	том что он	1	1
219	он не мог	1	1
220	и при этом	2	1
221	ни было но	1	1
222	не могут быть	5	1
223	нет дела до	1	1
224	для него как	1	1
225	а так как	3	1
226	можно быть только	1	1
227	что иное как	2	1
228	легко может быть	1	1
229	в ряду других	1	1
230	мы уже не	1	1
231	и не может	1	1
232	вопрос о том	1	1
233	и находя в	1	1
234	само по себе	6	1
235	по тому же	1	1
236	но и для	2	1
237	мы не можем	2	1
238	что несмотря на	1	1
