N	3gram	Bakhtin_Pr	Mirosoze
1	не может быть	8	28
2	у достоевского есть	1	10
3	в том что	10	9
4	но он не	2	9
5	это и есть	3	9
6	в творчестве достоевского	5	8
7	в дневнике писателя	1	8
8	для того чтобы	3	7
9	в высшей степени	2	7
10	записок из подполья	4	6
11	и в этом	8	6
12	и в нем	1	6
13	о том что	5	6
14	в братьях карамазовых	3	6
15	друг к другу	4	6
16	до сих пор	3	5
17	в отношении к	1	5
18	что и в	1	5
19	не было бы	1	5
20	прежде всего в	1	5
21	может быть и	1	5
22	по отношению к	17	4
23	в конце концов	7	4
24	в нем нет	1	4
25	знаете ли вы	1	4
26	и в самом	1	4
27	может быть лишь	1	4
28	в то время	3	4
29	потому что он	2	4
30	можно было бы	4	4
31	то время как	2	4
32	у него нет	1	4
33	как будто бы	1	3
34	у достоевского все	1	3
35	для него не	2	3
36	достоевского никогда не	1	3
37	но достоевский не	1	3
38	потому что она	3	3
39	она не может	3	3
40	у достоевского никогда	1	3
41	может быть назван	1	3
42	том что он	4	3
43	он хотел бы	1	3
44	и никогда не	1	3
45	к тому что	1	3
46	а не только	2	3
47	но это не	3	3
48	и потому не	1	3
49	в своем творчестве	1	3
50	что у достоевского	1	3
51	и ивана карамазова	1	3
52	по сравнению с	2	3
53	и той же	1	3
54	он остается в	2	3
55	одной и той	1	3
56	так же как	4	3
57	в значительной степени	1	3
58	же как и	3	3
59	выходит за пределы	2	3
60	во всяком случае	3	3
61	я никогда не	1	3
62	на протяжении всего	2	3
63	и иван карамазов	1	3
64	ивана карамазова и	5	2
65	у него есть	1	2
66	это не значит	3	2
67	смысле этого слова	2	2
68	что она не	3	2
69	не только в	2	2
70	а не к	1	2
71	но у достоевского	1	2
72	он не знал	1	2
73	в его романах	5	2
74	хотя бы и	3	2
75	он не может	2	2
76	в е годы	1	2
77	не так как	1	2
78	по природе своей	2	2
79	именно потому что	3	2
80	для него нет	2	2
81	творчество достоевского в	1	2
82	идеи у достоевского	4	2
83	между тем как	4	2
84	том что все	2	2
85	не было ничего	1	2
86	в человеке и	1	2
87	и у него	1	2
88	если нет бессмертия	2	2
89	к нему все	1	2
90	не будет и	1	2
91	что это не	1	2
92	сам достоевский в	1	2
93	как и всегда	1	2
94	в своей книге	2	2
95	все это лишь	1	2
96	в романах достоевского	11	2
97	преступления и наказания	2	2
98	и не может	3	2
99	достоевского как и	1	2
100	достоевский прежде всего	4	2
101	в этих словах	1	2
102	потому что не	2	2
103	достоевского не есть	1	2
104	и для него	2	2
105	к другу и	1	2
106	и у достоевского	1	2
107	и во всяком	1	2
108	и есть та	1	2
109	и только в	1	2
110	он не только	2	2
111	только это и	1	2
112	в том смысле	1	2
113	так и не	1	2
114	в себе и	1	2
115	с самим собою	2	2
116	место в творчестве	1	2
117	в образе христа	1	2
118	одно из самых	1	2
119	вот почему достоевский	1	2
120	тем что он	1	2
121	своей записной книжке	1	2
122	из подполья и	2	2
123	что в нем	1	2
124	в своей записной	1	2
125	подобно тому как	5	2
126	в котором не	1	2
127	не могут быть	1	2
128	к учению о	1	2
129	никогда не может	1	2
130	все равно что	1	2
131	как бы в	3	2
132	достоевского и в	1	2
133	в этом отношении	7	2
134	уже не только	1	2
135	был не только	1	1
136	выходящим за пределы	1	1
137	самого достоевского его	1	1
138	в самом начале	3	1
139	мере в какой	1	1
140	является для достоевского	1	1
141	должна быть в	1	1
142	а может быть	2	1
143	герой записок из	1	1
144	быть до конца	1	1
145	о человеке в	1	1
146	бы он ни	2	1
147	творчестве достоевского но	1	1
148	что в мире	2	1
149	том что это	1	1
150	преступлении и наказании	2	1
151	но во всех	1	1
152	достоевского не было	1	1
153	у ивана карамазова	2	1
154	в той мере	1	1
155	и заключается в	1	1
156	своего творческого пути	1	1
157	ставрогина ивана карамазова	1	1
158	у достоевского нельзя	1	1
159	и тогда когда	1	1
160	рыдая и обливая	1	1
161	как он отразился	1	1
162	настоящее и будущее	1	1
163	к нему как	2	1
164	он ни был	2	1
165	ставил и решал	1	1
166	и его любовь	1	1
167	в этот период	1	1
168	ли бы он	1	1
169	великого инквизитора и	1	1
170	был бы не	1	1
171	что они не	1	1
172	смысле слова это	1	1
173	образ человека и	1	1
174	в самом деле	5	1
175	прежде всего видит	1	1
176	природе своей не	1	1
177	достоевский был не	1	1
178	духа в этом	1	1
179	что все это	1	1
180	я не люблю	1	1
181	достоевский никогда не	5	1
182	правда у достоевского	1	1
183	они не могут	1	1
184	творчества достоевского как	2	1
185	у него в	1	1
186	он отразился в	1	1
187	но и с	1	1
188	всю свою жизнь	1	1
189	очень характерно для	1	1
190	его любовь к	1	1
191	слезами и исступленно	1	1
192	и есть то	1	1
193	но и он	1	1
194	протяжении всего романа	2	1
195	герой из подполья	1	1
196	достоевского не только	2	1
197	что у него	1	1
198	человека в человеке	4	1
199	всего творчества достоевского	1	1
200	обливая своими слезами	1	1
201	если и можно	1	1
202	та же идея	1	1
203	но не только	2	1
204	не в том	1	1
205	друг с другом	4	1
206	в письме к	1	1
207	принять участие в	1	1
208	сохранить за собой	1	1
209	не потому что	3	1
210	что он сам	2	1
211	как у достоевского	2	1
212	того что в	1	1
213	то же что	3	1
214	достоевский не знает	1	1
215	и в словах	1	1
216	своими слезами и	1	1
217	в зависимости от	5	1
218	идеи в нем	2	1
219	за пределы своего	1	1
220	в себе он	1	1
221	его творчества и	1	1
222	и хоть и	1	1
223	внутренние противоречия и	1	1
224	в мир его	1	1
225	но и не	2	1
226	и весь мир	1	1
227	в противоречии с	1	1
228	было дано в	1	1
229	и его судьба	1	1
230	достоевского в этом	2	1
231	по ту сторону	2	1
232	в отличие от	3	1
233	и в других	1	1
234	той мере в	1	1
235	значит конечно что	3	1
236	для него мысль	1	1
237	по замыслу достоевского	1	1
238	как бы и	1	1
239	и по отношению	1	1
240	достоевского и его	2	1
241	у достоевского но	1	1
242	в этом новом	1	1
243	но не в	2	1
244	в себе в	1	1
245	только в нем	2	1
246	преступление и наказание	2	1
247	у меня была	1	1
248	в котором я	1	1
249	у него не	1	1
250	ни в какие	1	1
251	одним из величайших	1	1
252	да ведь это	2	1
253	с другой стороны	3	1
254	переносится в вечность	1	1
255	из подполья в	1	1
256	и в том	2	1
257	к нему нельзя	1	1
258	х годов и	1	1
259	могли бы быть	1	1
260	и потому она	1	1
261	в той же	3	1
262	ставит нас перед	1	1
263	раз и навсегда	2	1
264	только может быть	1	1
265	была для него	3	1
266	все романы достоевского	1	1
267	идея о том	1	1
268	к нему и	2	1
269	в них есть	1	1
270	вводит достоевский в	1	1
271	и могут быть	1	1
272	той или иной	3	1
273	и как бы	3	1
274	и истину в	1	1
275	слова а не	1	1
276	но не может	1	1
277	по существу своему	1	1
278	в самой своей	1	1
279	не может нас	1	1
280	он должен быть	1	1
281	прошлое настоящее и	1	1
282	и вот в	1	1
283	и не знают	1	1
284	может ли быть	1	1
285	это не так	1	1
286	с точки зрения	21	1
287	свободы и необходимости	1	1
288	в чем же	1	1
289	а не как	4	1
290	с одним из	1	1
291	нас потому что	1	1
292	имеем в виду	2	1
293	исступленно клялся любить	1	1
294	лицом к лицу	1	1
295	котором не было	1	1
296	нему как к	1	1
297	в целом мире	1	1
298	уже в конце	1	1
