N	4gram	Vygotskiy_	Problema
1	то же самое время	1	16
2	в то же самое	1	16
3	в то время как	4	12
4	или по крайней мере	1	11
5	в той или иной	1	10
6	дело в том что	2	10
7	мы должны сказать что	1	8
8	на самом же деле	1	8
9	заключается в том что	6	6
10	той или иной мере	1	6
11	бы то ни было	1	6
12	ни в какой мере	1	5
13	в какой мере не	1	5
14	а с другой стороны	3	4
15	в собственном смысле слова	4	4
16	одно и то же	2	4
17	указывает на то что	3	4
18	и с точки зрения	1	4
19	ни в коем случае	1	4
20	в том числе и	3	4
21	так же как и	4	4
22	в тех случаях когда	1	3
23	и в то же	1	3
24	как мы видели выше	1	3
25	несмотря на то что	1	3
26	с этой точки зрения	1	3
27	с одной стороны и	3	3
28	отличаются друг от друга	1	3
29	как раз и является	1	3
30	в том что он	1	3
31	говорить о том что	1	3
32	но тем не менее	1	2
33	не только то что	1	2
34	можно сказать что он	1	2
35	все более и более	3	2
36	если оставить в стороне	1	2
37	в том что в	1	2
38	не сама по себе	1	2
39	в том что всякое	1	2
40	о том что он	1	2
41	одной и той же	2	2
42	один и тот же	1	2
43	мы уже видели что	2	2
44	мы имеем в виду	1	2
45	заключается в том чтобы	3	2
46	если это так то	1	2
47	только на то что	1	2
48	одного предмета на другой	1	2
49	все больше и больше	1	2
50	само по себе не	1	1
51	в самом деле когда	1	1
52	вместе с тем является	1	1
53	какой мере не является	1	1
54	можно было бы с	1	1
55	необходимо иметь в виду	1	1
56	друг к другу и	1	1
57	которой мы говорили выше	2	1
58	мы имели в виду	1	1
59	о котором мы говорили	1	1
60	укажем только на то	1	1
61	что он вступает в	1	1
62	она заключается в том	1	1
63	и с другой стороны	1	1
64	точно так же если	1	1
65	между тем и другим	2	1
66	привела бы нас к	1	1
67	и до наших дней	1	1
68	как он рисуется в	1	1
69	в то же время	1	1
70	не связанных между собой	1	1
71	с одного предмета на	1	1
72	хочет он того или	1	1
73	в том и заключается	1	1
74	сама по себе является	1	1
75	между небом и землей	1	1
76	в такой же мере	3	1
77	и в самом деле	1	1
78	возможны только благодаря тому	1	1
79	то время как в	2	1
80	в связи с ее	1	1
81	в одном и том	1	1
82	том что в этом	1	1
83	строгом смысле слова и	1	1
84	можно сказать что все	1	1
85	когда мы говорим об	2	1
86	в том что мы	1	1
87	если мы хотим действительно	1	1
88	о которой мы говорили	2	1
89	о которых мы говорили	1	1
90	с первого взгляда может	1	1
91	важно то обстоятельство что	1	1
92	ответ на этот вопрос	3	1
93	собственном смысле слова но	1	1
94	состоит в том что	3	1
95	не содержат в себе	1	1
96	в нашем исследовании мы	1	1
97	в предисловии к русскому	2	1
98	что в данном случае	1	1
99	же образом как и	1	1
100	не указывает на то	1	1
101	но для того чтобы	1	1
102	в силу того что	1	1
103	химическая формула воды но	1	1
104	которых мы говорили выше	1	1
105	собой разумеется что в	1	1
106	о том что в	1	1
107	является в данном случае	1	1
108	между собой все это	1	1
109	этом мы скажем несколько	1	1
110	что в результате его	1	1
111	в этом смысле он	1	1
112	она содержит в себе	1	1
113	которыми мы встречаемся в	1	1
114	первого взгляда может показаться	1	1
115	таким же образом как	1	1
116	ни у кого не	1	1
117	вопрос о том как	1	1
118	приходит к выводу что	4	1
119	но ведь это же	1	1
120	потому что оно есть	1	1
121	одном и том же	1	1
122	а следовательно нет и	1	1
123	всего того что мы	1	1
124	вместе с тем и	1	1
125	об этом мы скажем	1	1
126	между прочим в том	1	1
127	только благодаря тому что	1	1
128	с которыми мы встречаемся	1	1
129	в коем случае не	1	1
130	указанием на то что	1	1
131	представление о том что	1	1
132	что он мыслит себе	1	1
133	той или иной теории	1	1
134	взгляда может показаться что	1	1
135	в том что этот	1	1
136	только для того чтобы	2	1
137	он не может быть	1	1
138	сама по себе в	1	1
139	в том что его	1	1
140	то что мы можем	1	1
141	и в этом отношении	1	1
142	самом деле когда мы	1	1
143	само собой разумеется что	1	1
