N	2gram	Propp_Isto	Komedia
1	и в	44	77
2	и не	19	47
3	в том	13	44
4	том что	12	42
5	о том	11	33
6	т е	27	33
7	едва ли	1	32
8	но и	16	32
9	может быть	31	30
10	из них	4	29
11	таким образом	21	29
12	в то	5	28
13	и его	15	28
14	в этом	20	27
15	потому что	18	27
16	что он	29	26
17	к тому	1	26
18	не только	17	25
19	вместе с	26	25
20	так как	19	24
21	в дом	3	23
22	как и	12	23
23	ни в	2	23
24	в доме	3	23
25	что в	18	23
26	в самом	1	22
27	что и	11	22
28	если бы	5	22
29	то же	9	21
30	ясно что	5	21
31	в конце	1	21
32	так и	9	21
33	а в	9	21
34	в его	16	20
35	к этому	5	19
36	во время	12	19
37	со стороны	6	19
38	в этой	5	18
39	тем что	12	17
40	же время	1	17
41	в нем	10	17
42	и здесь	12	17
43	и т	39	17
44	еще не	16	17
45	при этом	4	16
46	все же	17	16
47	не менее	6	16
48	у него	7	16
49	сих пор	7	16
50	до нас	1	16
51	он не	5	16
52	и сам	2	16
53	до сих	7	16
54	тот же	1	16
55	не в	11	15
56	в своем	3	15
57	точки зрения	3	15
58	его в	17	15
59	в которой	4	15
60	на себя	4	15
61	между тем	1	15
62	один из	6	15
63	и на	11	15
64	было бы	2	15
65	прежде всего	7	15
66	и с	8	14
67	к нему	5	14
68	в свою	3	14
69	все это	4	14
70	об этом	6	14
71	только что	3	13
72	самом деле	2	13
73	о чем	6	13
74	в них	3	13
75	в одном	2	13
76	что она	3	13
77	того же	3	13
78	мы можем	6	13
79	так что	2	13
80	то что	16	13
81	того чтобы	3	13
82	но в	7	13
83	в котором	2	12
84	для того	3	12
85	так же	14	12
86	с другой	11	12
87	н э	1	12
88	несмотря на	3	12
89	хотя и	1	12
90	в качестве	13	12
91	как это	5	12
92	из которых	7	12
93	как в	11	12
94	уже в	4	12
95	в истории	7	12
96	не по	3	12
97	не может	10	12
98	но не	8	12
99	и даже	4	11
100	с тем	9	11
101	по отношению	2	11
102	наряду с	7	11
103	что его	4	11
104	по имени	2	11
105	с ним	9	11
106	то время	3	11
107	должны были	3	11
108	речь идет	1	11
109	как мы	9	11
110	на этот	2	11
111	и для	3	11
112	в их	1	11
113	из дому	2	11
114	в частности	9	11
115	к ней	2	11
116	одного из	3	11
117	с этим	7	10
118	он был	2	10
119	свою очередь	1	10
120	на него	10	10
121	с одной	7	10
122	к себе	3	10
123	как бы	4	10
124	и что	13	10
125	и все	4	10
126	более чем	1	10
127	на основании	1	10
128	одной из	3	10
129	с его	3	10
130	ничего не	4	10
131	мы не	6	10
132	на его	1	10
133	тем более	1	10
134	что касается	2	10
135	еще в	2	10
136	отношение к	3	10
137	же в	3	10
138	в целом	4	10
139	все что	5	9
140	но все	8	9
141	в своей	3	9
142	одной стороны	7	9
143	и еще	1	9
144	тому что	1	9
145	время как	3	9
146	только в	8	9
147	друг друга	5	9
148	в тех	4	9
149	даже не	2	9
150	судя по	1	9
151	и по	3	9
152	независимо от	1	9
153	из его	2	9
154	в образе	16	9
155	однако в	2	9
156	ответ на	1	9
157	того как	8	9
158	с участием	1	9
159	а также	5	9
160	вовсе не	6	9
161	отличие от	1	9
162	в ней	8	9
163	отношению к	2	9
164	с этой	4	8
165	а затем	7	8
166	другой стороны	10	8
167	то это	8	8
168	что у	6	8
169	такого рода	2	8
170	не было	2	8
171	не знает	1	8
172	бы в	1	8
173	во всех	3	8
174	что для	1	8
175	если не	4	8
176	в которых	4	8
177	в жены	1	8
178	в течение	2	8
