N	2gram	Tiupa_Anal	Poddanst
1	не только	40	17
2	и в	36	14
3	и не	14	12
4	в этом	19	10
5	в отношении	2	10
6	в том	16	9
7	то же	7	9
8	в качестве	22	9
9	но в	8	9
10	н и	2	8
11	хотя бы	1	8
12	в пределах	5	8
13	только в	9	7
14	же время	7	7
15	в то	8	7
16	в ней	2	6
17	р и	1	6
18	быть может	1	6
19	было бы	6	6
20	но и	26	6
21	может быть	19	5
22	о в	2	5
23	с другой	10	5
24	не в	9	5
25	и о	1	5
26	в русской	9	4
27	и к	7	4
28	что в	15	4
29	и политического	1	4
30	по себе	6	4
31	и если	2	4
32	и потому	3	4
33	мы должны	1	4
34	на пути	2	4
35	и е	3	4
36	а л	2	4
37	не может	3	4
38	в гораздо	1	4
39	а в	17	4
40	то что	5	4
41	как бы	14	4
42	если бы	2	4
43	а также	5	4
44	в своем	7	4
45	л и	2	4
46	же в	5	4
47	из рамок	1	4
48	том что	19	4
49	в сравнении	2	3
50	в себе	7	3
51	сравнении с	2	3
52	что мы	2	3
53	ей в	1	3
54	с одной	3	3
55	мы не	4	3
56	это не	4	3
57	одной стороны	3	3
58	для того	1	3
59	между тем	8	3
60	с точки	2	3
61	хотя и	4	3
62	т е	2	3
63	с тем	2	3
64	потому что	1	3
65	прежде всего	7	3
66	вслед за	1	3
67	сводится к	5	3
68	тем самым	8	3
69	заключается в	1	3
70	о н	2	3
71	но не	13	3
72	могут быть	4	3
73	я и	6	3
74	и т	1	3
75	и как	5	3
76	с ними	2	3
77	столь же	7	3
78	в нем	3	3
79	и без	3	3
80	тот же	3	3
81	точки зрения	3	3
82	с этим	4	2
83	во всех	4	2
84	в сочетании	4	2
85	в перспективе	1	2
86	одних и	2	2
87	является в	1	2
88	и других	1	2
89	в полной	3	2
90	осуществляется в	2	2
91	если в	3	2
92	более чем	2	2
93	м и	1	2
94	и з	2	2
95	и вот	2	2
96	время в	2	2
97	в значительной	3	2
98	не будем	2	2
99	церкви и	2	2
100	теперь в	1	2
101	еще более	1	2
102	начала и	1	2
103	хх века	1	2
104	а ц	2	2
105	в ее	5	2
106	и тем	3	2
107	того что	4	2
108	никак не	1	2
109	как раз	8	2
110	в частности	19	2
111	в его	12	2
112	не о	2	2
113	а не	16	2
114	но о	1	2
115	для нас	1	2
116	все это	5	2
117	говорить о	6	2
118	может и	1	2
119	и есть	1	2
120	стороны и	1	2
121	сколько бы	1	2
122	о с	1	2
123	в них	4	2
124	не было	3	2
125	к чему	2	2
126	и с	1	2
127	в начале	10	2
128	как на	1	2
129	в а	1	2
130	в общем	4	2
131	полной мере	3	2
132	мысль о	3	2
133	она ни	1	2
134	именно в	4	2
135	должно быть	1	2
136	в жизни	2	2
137	отношения к	6	2
138	во всей	1	2
139	о т	2	2
140	в силу	2	2
141	одна из	6	2
142	между прочим	1	2
143	в мире	17	2
144	и достоевского	1	2
145	например в	2	2
146	не менее	9	2
147	в ряду	1	2
148	не столько	4	2
149	отнюдь не	7	2
150	ц и	2	2
151	с с	1	2
152	со стороны	12	2
153	да и	3	2
154	в эту	2	2
155	из них	4	2
156	о и	2	2
157	есть не	2	2
158	тем более	3	2
159	есть в	2	2
160	бы ни	1	2
161	в статье	1	2
162	поскольку не	1	1
163	что было	1	1
164	этих двух	2	1
165	и мир	1	1
166	были бы	3	1
167	как к	2	1
168	русской культуре	2	1
169	во всяком	6	1
170	тем в	2	1
171	и тех	2	1
172	могли бы	2	1
173	ни к	3	1
174	был и	1	1
175	не есть	6	1
176	и теперь	1	1
177	и то	2	1
178	но как	4	1
179	бы и	2	1
180	мы можем	2	1
181	каково же	1	1
182	мы видим	1	1
183	а с	2	1
184	в данном	12	1
185	только к	2	1
186	с его	15	1
187	и многие	1	1
188	и более	1	1
189	те же	3	1
190	вместе с	3	1
191	и частной	1	1
192	и здесь	4	1
193	по природе	3	1
194	план в	1	1
195	до тех	1	1
196	и на	5	1
197	отличие от	5	1
198	в самом	7	1
199	и организованы	1	1
200	вопрос о	1	1
201	они не	2	1
202	в восприятии	1	1
203	восходит к	4	1
204	живого и	3	1
205	них в	1	1
206	на свои	1	1
207	в момент	3	1
208	под покровом	1	1
209	поскольку мы	1	1
210	усомниться в	1	1
211	предпосылки в	1	1
212	также что	1	1
213	в наши	1	1
214	церкви в	1	1
215	тяготеет к	1	1
216	к этой	2	1
217	е т	1	1
218	в основном	1	1
219	она являет	1	1
220	что каждая	1	1
221	исторического бытия	1	1
222	смерти но	1	1
223	она не	3	1
224	уже в	5	1
225	как условие	1	1
226	человеческого бытия	1	1
227	внутреннего зрения	4	1
228	применении к	1	1
229	них самих	1	1
230	чем глубже	1	1
231	связана с	1	1
232	только как	1	1
233	того чтобы	1	1
234	они едины	1	1
235	и конца	1	1
236	мы знаем	1	1
237	живет в	1	1
238	ему на	1	1
239	в применении	1	1
240	и иных	1	1
241	на основе	1	1
242	этом мире	1	1
243	представляет собой	7	1
244	в отдельности	2	1
245	прийти к	1	1
246	собою как	1	1
247	как известно	3	1
248	во многих	2	1
249	что это	1	1
250	облечена в	1	1
251	не более	2	1
252	подчеркнуть что	1	1
253	которой в	1	1
254	что при	2	1
255	есть как	1	1
256	мысли и	1	1
257	все основные	1	1
258	какой бы	1	1
259	из этих	4	1
260	жить и	1	1
261	идеи и	1	1
262	что если	1	1
263	что с	1	1
264	тяготеющих к	1	1
265	не как	3	1
266	и другие	1	1
267	оно ни	1	1
268	а затем	2	1
269	что уже	1	1
270	в каждом	4	1
271	только на	1	1
272	где он	2	1
273	не с	3	1
274	обе эти	2	1
275	да в	1	1
276	не главного	1	1
277	и при	1	1
278	и что	2	1
279	не могла	2	1
280	связь между	1	1
281	что и	10	1
282	к смерти	1	1
283	в трех	1	1
284	тем и	1	1
285	связывается с	3	1
286	другой стороны	7	1
287	иными словами	1	1
288	и обрести	1	1
289	в мир	1	1
290	ранее и	1	1
291	как автор	1	1
292	ни были	1	1
293	этом смысле	1	1
294	к жизни	5	1
295	этот спор	1	1
296	далеко не	8	1
297	только то	1	1
298	в этих	2	1
299	них и	1	1
300	что все	1	1
301	явлена в	1	1
302	в истории	1	1
303	так же	1	1
304	человека с	2	1
305	этой последней	1	1
306	его в	4	1
307	это имеет	1	1
308	в церковь	2	1
309	обратившись к	1	1
310	каждый из	2	1
311	в большинстве	2	1
312	известных в	1	1
313	который не	2	1
314	было и	1	1
315	в г	1	1
316	все же	6	1
317	при виде	1	1
318	которого в	1	1
319	в борьбе	2	1
320	теми же	1	1
321	л о	1	1
322	ничего более	1	1
323	того кто	1	1
324	в результате	6	1
325	и питает	1	1
326	в рамках	10	1
327	в которой	1	1
328	как преодоление	1	1
329	оказывается в	2	1
330	в прошлом	2	1
331	отчим домом	1	1
332	в этой	10	1
333	или иным	2	1
334	полноте и	2	1
335	промежуток времени	1	1
336	к ним	1	1
337	и еще	1	1
338	из нее	1	1
339	к первому	2	1
340	тот или	3	1
341	что по	4	1
342	в отличие	5	1
343	по преимуществу	3	1
344	на нее	1	1
345	умещается в	1	1
346	себя в	6	1
347	из двух	1	1
348	само по	1	1
349	оно есть	1	1
350	существенно и	1	1
351	известном смысле	2	1
352	на две	3	1
353	отдельности и	1	1
354	же как	1	1
355	о русском	1	1
356	можно судить	1	1
357	на себя	5	1
358	культуры и	1	1
359	что не	3	1
360	мы и	1	1
361	определенный и	1	1
362	если мы	1	1
363	тем же	1	1
364	в соотношении	1	1
365	почти исключительно	1	1
366	в ходе	3	1
367	ф о	2	1
368	заключен в	1	1
369	ведет к	2	1
370	судить по	1	1
371	любовь и	1	1
372	или иная	1	1
373	на наш	5	1
374	можно быть	1	1
375	если он	1	1
376	мнения о	1	1
377	в сферу	1	1
378	более что	1	1
379	вся в	1	1
380	характер этого	1	1
381	давно уже	1	1
382	отношения в	1	1
383	место в	4	1
384	как и	27	1
385	с которым	1	1
386	во времена	1	1
387	и само	1	1
388	о о	4	1
389	свет его	1	1
390	или иной	9	1
391	в собственном	1	1
392	и внутренне	2	1
393	многих других	1	1
394	случаях когда	1	1
395	к миру	2	1
396	по одному	1	1
397	начала в	1	1
398	большинстве случаев	1	1
399	последней в	1	1
400	пришел в	1	1
401	е к	2	1
402	наш взгляд	5	1
403	одновременно и	1	1
404	в одно	2	1
405	все еще	2	1
406	именно потому	1	1
407	внимание к	1	1
408	на то	1	1
409	момента и	1	1
410	они как	1	1
411	к а	3	1
412	на фоне	4	1
413	ли не	5	1
414	и по	3	1
415	и я	3	1
416	не два	1	1
417	там где	2	1
418	протекает не	1	1
419	тех пор	2	1
420	и творческих	1	1
421	что во	2	1
422	и только	1	1
423	где уже	1	1
424	как одна	1	1
425	в и	1	1
426	казалось бы	4	1
427	всяком случае	6	1
428	в иной	2	1
429	о котором	2	1
430	бы мы	1	1
431	не все	1	1
432	голодной смерти	1	1
433	в себя	6	1
434	приобщается к	2	1
435	спор не	1	1
436	распадается на	1	1
437	в это	1	1
438	для этого	1	1
439	с ее	3	1
440	в известном	2	1
441	и страсти	1	1
442	пути но	1	1
443	во времени	1	1
444	гораздо более	3	1
445	он был	3	1
446	на каждом	1	1
447	не имеет	1	1
448	есть и	1	1
449	и особенно	1	1
450	одно из	3	1
451	и ее	3	1
452	особенно в	1	1
453	или все	1	1
454	судьбы но	1	1
455	сущности не	1	1
456	бы это	2	1
457	связаны с	2	1
458	грань между	2	1
459	сознания к	2	1
460	никогда не	7	1
461	еще не	7	1
