N	2gram	Savitsky_E	Problema
1	и в	37	182
2	то есть	6	165
3	и не	14	152
4	вовсе не	6	145
5	то что	6	144
6	не есть	2	113
7	не только	18	104
8	потому что	3	89
9	в этом	12	88
10	может быть	6	82
11	в том	11	81
12	том что	6	81
13	только в	9	73
14	сказать что	4	72
15	но и	14	70
16	в виде	5	69
17	у нас	1	68
18	также и	7	68
19	и даже	6	66
20	по себе	4	64
21	не менее	1	58
22	о том	3	57
23	а не	2	56
24	так и	10	56
25	но в	14	55
26	для нас	4	50
27	в себе	9	48
28	отнюдь не	9	48
29	и вообще	1	48
30	при помощи	2	47
31	было бы	8	46
32	прежде всего	9	45
33	в своей	8	45
34	что в	21	44
35	в его	2	44
36	не в	5	43
37	все эти	1	43
38	то же	15	42
39	а именно	2	42
40	таким образом	2	42
41	если мы	1	42
42	и что	2	40
43	и то	2	40
44	так как	7	40
45	что мы	1	40
46	во всяком	3	39
47	не может	9	39
48	и тем	3	39
49	в этой	2	39
50	как бы	6	39
51	той или	4	38
52	в данном	3	38
53	хотя бы	15	37
54	в нем	1	37
55	того что	7	37
56	точки зрения	23	36
57	есть нечто	1	36
58	и все	2	36
59	когда мы	1	35
60	и т	1	35
61	уже не	1	34
62	и с	2	34
63	как и	7	34
64	в таком	3	33
65	не является	3	33
66	т д	1	33
67	или иной	4	33
68	в то	16	32
69	но не	5	32
70	так же	9	31
71	в своем	14	31
72	связи с	1	31
73	но это	1	31
74	и для	3	30
75	с другой	7	30
76	в связи	1	29
77	все же	1	29
78	можно сказать	4	29
79	как мы	5	29
80	об этом	1	29
81	что же	2	28
82	данном случае	2	28
83	мы не	4	28
84	а в	2	28
85	есть только	1	28
86	и о	1	28
87	и это	1	27
88	и как	2	27
89	хотя и	2	27
90	в результате	3	26
91	другой стороны	2	26
92	как будто	2	26
93	вместе с	2	26
94	и его	1	26
95	мы можем	3	25
96	и на	6	25
97	тем самым	5	25
98	с точки	17	25
99	всяком случае	3	25
100	с тем	3	24
101	тем более	4	24
102	в нашем	1	24
103	не имеет	4	24
104	по своему	7	23
105	только и	1	23
106	на то	6	23
107	при этом	1	23
108	в качестве	14	23
109	и притом	4	23
110	то и	1	23
111	мы находим	1	23
112	есть не	2	23
113	и к	3	22
114	можно ли	3	22
115	никогда не	3	22
116	всех этих	1	22
117	нет ничего	1	22
118	есть в	2	22
119	значит что	1	22
120	и от	3	22
121	и если	2	22
122	что и	3	22
123	в самом	4	21
124	мы должны	2	21
125	и ее	1	21
126	говорить о	1	21
127	для себя	1	21
128	а также	7	21
129	и только	3	21
130	именно в	4	20
131	для того	6	20
132	но как	2	20
133	можно было	3	20
134	и потому	5	20
135	тем что	3	20
136	несмотря на	4	20
137	или в	2	20
138	это значит	2	19
139	кроме того	1	19
140	в них	3	19
141	с ним	1	19
142	в каком	4	19
143	но если	5	19
144	того или	4	19
145	то это	1	19
146	уже в	1	19
147	то в	4	19
148	в отношении	32	19
149	этом смысле	3	19
150	он не	2	19
151	это есть	1	19
152	если не	1	19
153	если бы	2	19
154	как в	3	19
155	как нечто	1	19
156	жизни и	2	19
157	в этих	2	18
158	того же	3	18
159	не было	1	18
160	не будет	3	18
161	в ее	8	18
162	того чтобы	6	18
163	в ней	4	18
164	во всех	6	17
165	значение и	1	17
166	гораздо более	1	17
167	тех или	1	17
168	как это	4	16
169	же в	2	16
170	для этого	1	16
171	но все	1	16
172	к тому	8	16
173	но даже	4	16
174	далеко не	2	16
175	и сам	1	15
176	казалось бы	1	15
177	с этим	2	15
178	в той	5	15
179	что не	1	15
180	и более	2	15
181	в частности	5	15
182	уже и	3	14
183	что все	2	14
184	с другими	2	14
185	определенного рода	1	14
186	в котором	2	14
187	говорит о	3	14
188	нас в	1	14
189	то ни	4	14
190	за пределы	1	14
191	из них	3	13
192	тому что	1	13
193	ни на	3	13
194	бы и	3	13
195	в их	11	13
196	в области	11	13
197	который в	1	13
198	в других	2	13
199	или иного	4	13
200	дело в	3	13
201	на земле	1	12
202	при условии	2	12
203	он сам	2	12
204	с одной	8	12
205	время как	1	12
206	в самой	1	12
207	и можно	2	12
208	для них	2	12
209	то время	1	12
210	в начале	1	12
211	или по	2	12
212	не являются	1	12
213	в смысле	9	12
214	что это	2	12
215	но именно	2	12
216	или иначе	1	12
217	не говоря	2	12
218	или иных	1	11
219	бы то	4	11
220	о которых	1	11
221	и следовательно	1	11
222	могли бы	1	11
223	жизни в	3	11
224	тот же	1	11
225	и другое	1	11
226	одной стороны	8	11
227	никак нельзя	1	11
228	к нему	2	11
229	не о	1	11
230	что его	1	11
231	не могут	2	11
232	имеет значение	1	11
233	заключается в	2	11
234	в истории	2	11
235	и во	2	11
236	вообще не	3	11
237	и их	1	11
238	по этому	1	11
239	более или	1	10
240	есть то	1	10
241	что для	1	10
242	один из	1	10
243	то или	1	10
244	что оно	1	10
245	все еще	1	10
246	в одном	2	10
247	представление о	2	10
248	которые мы	1	10
249	действительности но	1	10
250	он в	1	10
251	относится к	1	10
252	внимание на	1	10
253	или менее	1	10
254	быть и	1	10
255	слова и	1	10
256	и другие	1	9
257	что если	2	9
258	говоря уже	2	9
259	с собой	1	9
260	в своих	2	9
261	вопрос о	4	9
262	что даже	1	9
263	представить себе	1	9
264	не нужно	2	9
265	в тех	1	9
266	тогда когда	2	9
267	в которых	3	9
268	о котором	1	9
269	только тогда	1	9
270	и искусства	1	9
271	однако не	1	9
272	имеется в	1	9
273	она не	2	9
274	которые в	1	9
275	находим в	1	9
276	в жизни	1	9
277	правда в	1	9
278	между прочим	7	9
279	же касается	1	9
280	на себе	1	9
281	бы в	2	9
282	мы говорили	1	9
283	литературы и	1	9
284	был бы	1	9
285	с ней	1	9
286	и до	1	9
287	как же	2	9
288	человеческой жизни	1	9
289	и наконец	2	9
290	во всем	1	8
291	является в	1	8
292	с этой	6	8
293	или вернее	2	8
294	конечно не	1	8
295	во всей	2	8
296	поскольку в	1	8
297	что при	1	8
298	от этого	5	8
299	между собой	2	8
300	и по	5	8
301	с ее	1	8
302	к сожалению	1	8
303	значение в	1	8
304	и тут	2	8
305	мы будем	1	8
306	если и	1	8
307	на его	1	8
308	еще в	1	8
309	вплоть до	1	8
310	для всех	1	8
311	которые не	1	8
312	как они	1	8
313	если в	2	8
314	входит в	1	8
315	ни было	4	8
316	мы здесь	1	8
317	которое мы	1	8
318	не значит	1	8
319	в силу	2	8
320	и этот	2	8
321	а если	1	8
322	в сознании	1	8
323	для него	1	8
324	даже в	4	7
325	во все	3	7
326	из себя	1	7
327	мы все	1	7
328	не обязательно	1	7
329	себе в	3	7
330	в значительной	2	7
331	она есть	1	7
332	и всего	1	7
333	в случае	2	7
334	или иное	1	7
335	оно не	1	7
336	эта последняя	1	7
337	и поэтому	2	7
338	одной из	5	7
339	на этот	2	7
340	находятся в	1	7
341	в такой	1	7
342	это в	1	7
343	не можем	2	7
344	что на	2	7
345	еще более	2	7
346	уже о	1	7
347	значительной мере	1	7
348	по преимуществу	2	7
349	тому же	1	7
350	же как	5	7
351	даже не	1	7
352	не на	4	7
353	в основе	1	7
354	хотели бы	1	7
355	ее в	3	7
356	понимать как	1	7
357	мира и	3	7
358	в какой	2	7
359	с которыми	1	6
360	не как	1	6
361	в порядке	2	6
362	но когда	1	6
363	по своей	2	6
364	в общем	3	6
365	чтобы не	1	6
366	том смысле	1	6
367	этот вопрос	2	6
368	могут быть	2	6
369	то мы	1	6
370	людей в	1	6
371	независимо от	4	6
372	к ней	4	6
373	ведь и	2	6
374	она является	1	6
375	нам представляется	1	6
376	и того	2	6
377	как оно	2	6
378	как на	3	6
379	нельзя сказать	1	6
380	поскольку они	2	6
381	как таковой	1	6
382	в известном	3	6
383	этого слова	1	6
384	с его	1	6
385	этом отношении	3	6
386	но с	2	6
387	входить в	1	6
388	с той	1	6
389	только к	2	6
390	которую мы	5	6
391	когда он	3	6
392	стороны и	6	6
393	та или	1	6
394	все другие	2	6
395	само по	4	6
396	не к	2	6
397	xix и	1	5
398	или на	1	5
399	в этот	1	5
400	и когда	1	5
401	на одну	2	5
402	то чтобы	1	5
403	и еще	2	5
404	на себя	3	5
405	или иная	1	5
406	только путем	1	5
407	чем больше	2	5
408	и тот	1	5
409	между тем	8	5
410	нам кажется	7	5
411	мы видели	3	5
412	утверждать что	2	5
413	к сфере	1	5
414	его на	2	5
415	поэтому в	1	5
416	сводится к	1	5
417	и будет	1	5
418	для всякого	1	5
419	что может	1	5
420	для всего	1	5
421	что с	1	5
422	которые как	1	5
423	с теми	1	5
424	этот раз	1	5
425	как то	1	5
426	мы бы	1	5
427	мира в	4	5
428	все что	1	5
429	из всех	3	5
430	нами в	1	5
431	когда в	1	5
432	больше чем	1	5
433	в каких	1	5
434	во многих	4	5
435	или из	1	5
436	свое собственное	1	5
437	должно быть	1	5
438	но еще	2	5
439	во внимание	1	5
440	как его	1	5
441	себе не	3	5
442	одна из	1	5
443	что эта	1	5
444	там где	3	5
445	ли он	1	5
446	этих случаях	1	5
447	или к	1	5
448	смысле что	1	5
449	том числе	1	5
450	но по	2	5
451	ту или	3	5
452	в пределах	25	5
453	от того	1	5
454	лишь в	1	5
455	и прежде	3	5
456	в известной	3	5
457	к другу	1	4
458	тем как	1	4
459	именно о	1	4
460	мы получаем	1	4
461	и те	1	4
462	любви к	1	4
463	к ним	3	4
464	случае когда	1	4
465	как нам	5	4
466	она в	3	4
467	это обстоятельство	1	4
468	или иную	3	4
469	одно из	1	4
470	существует только	1	4
471	бы только	1	4
472	можно судить	1	4
473	в эту	2	4
474	было только	1	4
475	а тем	2	4
476	что во	1	4
477	от нее	1	4
478	друг к	1	4
479	с такой	1	4
480	особого рода	1	4
481	можно назвать	1	4
482	для каждого	1	4
483	в свою	3	4
484	не быть	1	4
485	мы хотели	1	4
486	для нее	1	4
487	и наиболее	2	4
488	той же	1	4
489	начиная с	2	4
490	именно к	2	4
491	но на	3	4
492	из указанных	1	4
493	чтобы ее	1	4
494	с их	1	4
495	нас к	2	4
496	отличие от	1	4
497	числе и	1	4
498	это можно	1	4
499	мы сказали	1	4
500	к этой	1	4
501	дело с	1	4
502	во втором	2	4
503	то не	2	4
504	например в	1	4
505	в корне	1	4
506	поскольку он	2	4
507	переходит в	1	4
508	мы увидим	1	4
509	всегда и	1	4
510	но они	1	4
511	наряду с	2	4
512	которыми мы	1	4
513	не выходит	1	4
514	сейчас в	1	4
515	она и	1	4
516	и всей	1	4
517	в железной	1	4
518	есть такая	1	4
519	это мы	1	4
520	которое в	2	4
521	iv в	1	4
522	именно потому	2	4
523	и художественным	1	4
524	кажется что	2	4
525	с которым	1	4
526	которого мы	2	4
527	которых мы	1	4
528	в человеческом	1	4
529	этой точки	5	4
530	друг от	2	4
531	свое значение	1	4
532	мог бы	2	4
533	дает нам	1	4
534	на путях	4	4
535	в предыдущем	4	4
536	бы на	1	4
537	со своим	1	4
538	если даже	1	4
539	от друга	2	4
540	что к	2	4
541	в ту	1	4
542	при таком	1	4
543	перед собой	1	4
544	войти в	1	4
545	что эти	2	4
546	в разных	1	4
547	что из	1	4
548	одного из	1	4
549	эти два	1	4
550	или точнее	2	4
551	они являются	1	3
552	таковы например	1	3
553	время не	1	3
554	чтобы в	1	3
555	в некотором	4	3
556	значение только	2	3
557	представляет собой	3	3
558	поэтому если	1	3
559	времени в	1	3
560	они должны	1	3
561	именно с	1	3
562	от них	3	3
563	в отдельных	1	3
564	не будут	1	3
565	но так	1	3
566	но тем	1	3
567	мы видим	2	3
568	и мы	3	3
569	подобно этому	1	3
570	своя собственная	1	3
571	в определении	1	3
572	чем в	4	3
573	а для	1	3
574	воды и	1	3
575	ведь в	1	3
576	или это	1	3
577	от которых	1	3
578	его к	1	3
579	для тех	1	3
580	и далее	1	3
581	с некоторым	1	3
582	и та	2	3
583	понимать что	1	3
584	к выводу	1	3
585	что нет	1	3
586	дать ей	1	3
587	на месте	2	3
588	с такими	1	3
589	к какому	1	3
590	который не	1	3
591	сравнению с	2	3
592	если брать	2	3
593	и явление	1	3
594	к той	2	3
595	мы обозначили	1	3
596	по сравнению	2	3
597	в новой	1	3
598	каждой из	1	3
599	речь идет	1	3
600	от других	1	3
601	на основании	2	3
602	и земли	1	3
603	в совершенно	1	3
604	будет уже	1	3
605	в отличие	1	3
606	котором мы	1	3
607	будь то	1	3
608	в мировой	1	3
609	может не	1	3
610	мы совершенно	1	3
611	в свои	2	3
612	в силах	1	3
613	которое имеет	1	3
614	один и	1	3
615	в каждой	1	3
616	в одной	1	3
617	и других	2	3
618	эти последние	2	3
619	указывать на	1	3
620	для такого	1	3
621	одного и	1	3
622	место в	3	3
623	другой и	2	3
624	происходит в	2	3
625	и сами	1	3
626	настоящего времени	1	3
627	которая в	1	3
628	например с	2	3
629	имеет для	1	3
630	мысль о	1	3
631	на существование	1	3
632	смотреть на	1	3
633	ни для	1	3
634	или ее	1	3
635	то как	1	3
636	всего этого	1	3
637	но этот	1	3
638	так то	1	3
639	революции в	1	3
640	тех случаях	1	3
641	быть в	1	3
642	в европе	1	3
643	представим себе	1	3
644	ее и	1	3
645	отражение в	1	3
646	указать на	1	3
647	время в	3	3
648	т е	9	3
649	весь мир	1	3
650	что между	1	3
651	а к	1	3
652	в последние	6	3
653	выше мы	1	3
654	но все-таки	1	3
655	на этом	1	3
656	ли это	3	3
657	нем и	1	3
658	известном смысле	3	3
659	друг другу	1	3
660	столь же	5	3
661	значение как	1	3
662	речи о	1	3
663	значения как	1	3
664	время для	1	3
665	должна быть	2	3
666	истории в	1	3
667	из того	2	3
668	борьбы с	1	3
669	отношений между	2	3
670	в россии	5	3
671	в процессе	4	3
672	относятся к	2	3
673	оно всегда	1	3
674	с ними	1	3
675	со стороны	5	3
676	бы с	1	3
677	язык и	1	3
678	значением и	1	3
679	мы хотим	1	3
680	потому и	1	3
681	заметить что	2	3
