1	и в	35	69
2	и т	45	56
3	т п	5	49
4	и его	6	45
5	в нем	13	44
6	может быть	30	40
7	не только	26	37
8	но и	7	37
9	и не	13	32
10	а не	5	29
11	литературного языка	1	28
12	не может	19	27
13	до конца	3	25
14	во всех	2	25
15	могут быть	6	25
16	точки зрения	12	24
17	так и	2	22
18	языка в	5	21
19	в этом	35	21
20	слова и	1	21
21	слова в	1	19
22	в его	12	19
23	в сущности	3	18
24	языков и	2	18
25	как в	3	18
26	языка и	15	18
27	слово в	1	18
28	и на	3	17
29	язык и	3	17
30	в то	6	17
31	и др	2	17
32	то же	11	17
33	как бы	7	16
34	вовсе не	6	16
35	таким образом	21	16
36	же время	6	15
37	языков в	3	15
38	как мы	11	15
39	все эти	3	15
40	все это	6	14
41	прежде всего	10	14
42	не в	10	14
43	себя в	2	14
44	в той	10	13
45	но в	10	13
46	или иной	3	13
47	отличие от	4	13
48	той или	3	13
49	иной степени	1	12
50	с ним	1	12
51	в отличие	4	12
52	при этом	3	12
53	оно не	1	12
54	и даже	6	11
55	с точки	4	11
56	к своему	2	11
57	так сказать	1	11
58	в слове	3	11
59	в них	5	11
60	или в	1	10
61	языка как	2	10
62	все же	9	10
63	и с	2	10
64	а в	6	10
65	в особенности	4	10
66	никогда не	3	9
67	и все	1	9
68	всех его	1	9
69	и к	3	9
70	и потому	2	9
71	еще не	4	9
72	только в	16	9
73	в отношении	3	9
74	во всяком	5	9
75	на его	1	9
76	язык в	3	9
77	в своем	3	9
78	один из	6	9
79	зрения на	1	9
80	отношении к	2	9
81	может не	1	9
82	с другими	1	8
83	это не	8	8
84	как и	7	8
85	с ними	1	8
86	с другой	8	8
87	установка на	1	8
88	слова как	2	8
89	отношение к	3	8
90	для него	1	8
91	входит в	3	8
92	в своей	4	8
93	в этих	3	8
94	в том	38	7
95	не могут	6	7
96	с одной	4	7
97	но не	9	7
98	того же	3	7
99	о слове	1	7
100	далеко не	1	7
101	и часто	1	7
102	т д	39	7
103	рядом с	2	7
104	и для	4	7
105	одной стороны	4	7
106	всяком случае	5	7
107	его в	6	7
108	к нему	3	7
109	для нас	1	7
110	в языке	2	7
111	еще более	1	7
112	в ней	3	7
113	так как	15	7
114	языка а	2	7
115	языка но	2	7
116	за пределы	1	6
117	на почве	5	6
118	мышления и	1	6
119	в значительной	3	6
120	одна из	3	6
121	языком и	1	6
122	в их	12	6
123	хотя бы	6	6
124	например в	2	6
125	человек в	1	6
126	значительной степени	1	6
127	бы и	3	6
128	точку зрения	1	6
129	он в	1	6
130	здесь не	3	6
131	лишь в	1	6
132	автора и	1	6
133	быть и	2	6
134	своему предмету	1	6
135	здесь в	1	6
136	в истории	9	6
137	сливается с	3	6
138	не на	1	6
139	кроме того	1	6
140	в самом	13	6
141	том что	30	6
142	в каждом	4	5
143	между тем	10	5
144	в данном	11	5
145	и от	1	5
