N	3gram	Vygotskiy_	Problemy
1	то же время	2	26
2	в то же	2	26
3	с точки зрения	12	25
4	и т п	23	18
5	в этом смысле	3	16
6	на самом деле	6	15
7	не может быть	14	14
8	в конце концов	6	11
9	до сих пор	8	10
10	в отношении к	3	10
11	в самом деле	13	9
12	с другой стороны	7	9
13	с самого начала	1	9
14	во всяком случае	7	9
15	в том что	21	8
16	и не может	2	8
17	сама по себе	2	7
18	в одной плоскости	1	7
19	бы то ни	2	7
20	к нему и	1	7
21	и т д	10	7
22	как бы в	1	7
23	и в этом	1	7
24	между тем как	1	6
25	в отличие от	4	6
26	то ни было	1	6
27	том что он	2	6
28	сам по себе	4	5
29	дело идет о	1	5
30	в зависимости от	6	5
31	к тому же	1	5
32	в высшей степени	1	5
33	по крайней мере	1	5
34	а не как	1	5
35	подобно тому как	7	5
36	можно было бы	2	5
37	к тому чтобы	3	4
38	он не может	3	4
39	тем не менее	6	4
40	сами по себе	4	4
41	так и в	2	4
42	именно потому что	2	4
43	а между тем	1	4
44	более или менее	3	4
45	само по себе	8	4
46	смысле этого слова	2	4
47	как если бы	1	4
48	то что было	1	4
49	может быть даже	1	4
50	о том что	9	4
51	как и в	5	4
52	в этом отношении	7	4
53	хотя и не	2	4
54	в сущности не	1	4
55	а вовсе не	1	4
56	одной плоскости с	1	4
57	друг к другу	1	4
58	в каждом романе	1	3
59	и в целом	1	3
60	все то что	3	3
61	никак не может	3	3
62	точку зрения на	1	3
63	можно сказать что	2	3
64	а может быть	1	3
65	потому что она	2	3
66	и то же	1	3
67	точек зрения и	1	3
68	в настоящее время	2	3
69	то же что	2	3
70	другой стороны и	2	3
71	в данном случае	1	3
72	и в других	1	3
73	не только не	4	3
74	выходит за пределы	2	3
75	того что он	1	3
76	в том и	4	3
77	на то что	12	3
78	к другому и	1	3
79	как мы знаем	1	3
80	и в самом	3	3
81	того и другого	3	3
82	что он сам	1	3
83	в каждом слове	1	3
84	в его творчестве	1	3
85	на этот вопрос	1	3
86	все же не	1	3
87	в узком смысле	1	3
88	резко отличается от	1	3
89	то все же	1	3
90	одно и то	1	3
91	в то время	6	3
92	не может найти	1	3
93	мы увидим что	2	3
94	то что я	2	3
95	то время как	6	3
96	что он не	1	2
97	и со всеми	1	2
98	как будто бы	2	2
99	отношении друг к	1	2
100	и в этих	2	2
101	то что он	1	2
