N	3gram	Bakhtin_Fr	StatiiOP
1	в том что	6	47
2	о том что	3	29
3	в этом отношении	5	24
4	для того чтобы	2	19
5	до сих пор	7	19
6	с точки зрения	6	14
7	с другой стороны	1	13
8	во всяком случае	2	13
9	не может быть	5	11
10	в г в	1	10
11	в самом деле	1	9
12	то же время	5	9
13	на то что	1	9
14	в то же	5	9
15	дело в том	2	9
16	на самом деле	2	8
17	не только в	5	8
18	в конце концов	1	7
19	но также и	1	7
20	но все же	3	7
21	том что он	1	7
22	по отношению к	2	6
23	так и в	3	6
24	не только не	1	6
25	в одном из	1	6
26	в своей статье	2	5
27	нужно сказать что	7	5
28	но и в	5	5
29	в том чтобы	1	5
30	как раз в	1	5
31	в одной из	1	5
32	в свое время	5	5
33	и в области	1	5
34	в применении к	3	4
35	так например в	1	4
36	сами по себе	1	4
37	с одной стороны	2	4
38	в связи с	1	4
39	в другом месте	2	4
40	но это не	1	4
41	выхода в свет	1	4
42	того или иного	1	4
43	в мировой литературе	1	4
44	в это время	2	4
45	говорит об этом	1	4
46	и в том	2	4
47	в предисловии к	1	4
48	только потому что	1	3
49	можно сказать что	3	3
50	то или иное	1	3
51	в том числе	10	3
52	сказать что в	1	3
53	потому что он	1	3
54	это не просто	1	3
55	таким образом в	1	3
56	к тому же	1	3
57	и пр в	1	3
58	в наше время	1	3
59	но все это	2	3
60	ни для кого	1	3
61	свидетельствуют о том	1	3
62	в известном смысле	1	3
63	в значительной степени	4	3
64	во всех этих	2	3
65	в этом случае	1	3
66	в первую очередь	1	3
67	всяком случае не	1	3
68	прежде всего в	1	3
69	для него самого	1	2
70	в обращении к	1	2
71	в эту эпоху	5	2
72	в той или	5	2
73	я имею в	1	2
74	не представляется возможным	1	2
75	и др но	2	2
76	и пр но	1	2
77	в какой степени	1	2
78	такие выражения как	1	2
79	все более и	1	2
80	а между тем	1	2
81	том числе и	7	2
82	и в то	2	2
83	свое выражение в	1	2
84	в отличие от	4	2
85	и в других	2	2
86	не только с	1	2
87	вовсе не является	3	2
88	имею в виду	1	2
89	вряд ли можно	1	2
90	века и в	3	2
91	как своего рода	1	2
92	а как бы	1	2
93	чуть ли не	1	2
94	но он не	1	2
95	и др в	2	2
96	той или иной	5	2
97	вовсе не в	2	2
98	не укладывается в	1	2
99	в чем же	1	2
100	в целом ряде	2	2
101	более и более	1	2
102	во франции и	1	2
103	в настоящее время	1	2
104	на этот вопрос	2	2
105	на точку зрения	1	2
106	но в то	2	2
107	и в полном	1	2
108	как мы видели	2	2
109	прежде всего необходимо	2	2
110	мы имеем в	1	2
111	как бы ни	2	2
112	что в нем	1	2
113	и в наши	1	2
114	здесь не место	1	2
115	несколько слов о	1	2
116	это прежде всего	1	2
117	как и в	1	2
118	в вопросе о	1	1
119	в этой системе	1	1
120	некоторые из них	1	1
121	второй половины xix	2	1
122	на протяжении всего	5	1
123	а в году	1	1
124	во время его	1	1
125	для борьбы с	1	1
126	прежде всего от	2	1
127	и так в	1	1
128	и на материале	1	1
129	в большинстве случаев	2	1
130	по сравнению с	2	1
131	в самом начале	1	1
132	все это и	1	1
133	из наиболее ярких	1	1
134	в собственном смысле	3	1
135	это место в	1	1
136	вовсе не был	1	1
137	до наших дней	1	1
138	которые по словам	1	1
139	не знает и	2	1
140	все это по	1	1
141	и все это	1	1
142	о которых можно	1	1
143	потому что в	1	1
144	друг от друга	1	1
145	но даже и	2	1
146	все это уже	1	1
147	во многих отношениях	1	1
148	их связь с	1	1
149	было бы неправильно	1	1
150	еще и до	1	1
151	не потому что	1	1
152	чтобы оно не	1	1
