N	4gram	Tiupa_Hudo	KulturaY
1	и в самом деле	2	10
2	той мере в какой	1	7
3	в той мере в	1	7
4	в то же время	7	6
5	с этой точки зрения	2	5
6	состоит в том что	4	4
7	одного и того же	3	4
8	заключается в том что	1	4
9	в том случае если	1	3
10	а с другой стороны	1	3
11	в том что он	2	3
12	точно так же как	1	3
13	в той или иной	2	2
14	не что иное как	1	2
15	и в то же	2	2
16	одним и тем же	1	2
17	в виду не только	3	1
18	ни в коем случае	2	1
19	в нашем языковом сознании	1	1
20	в том что она	1	1
21	той или иной форме	1	1
22	одно и то же	3	1
23	по себе еще не	1	1
24	в том отношении что	1	1
25	иметь в виду что	1	1
26	позицию по отношению к	1	1
27	в войне и мире	2	1
28	в связи с этим	1	1
29	можно сказать что для	1	1
30	сама по себе еще	1	1
31	которые лежат в основе	1	1
32	по отношению к которому	1	1
33	одном и том же	1	1
34	том и состоит что	1	1
35	в том или ином	1	1
36	мы имеем в виду	3	1
37	в этом смысле можно	1	1
38	в одном и том	1	1
39	из уст в уста	1	1
40	бы то ни было	2	1
41	приводит к тому что	2	1
42	какой бы то ни	1	1
43	в том и состоит	2	1
44	имеем в виду не	3	1
45	еще и потому что	1	1
46	есть не что иное	1	1
