N	4gram	Vygotskiy_	KulturaY
1	и в самом деле	14	10
2	до тех пор пока	2	7
3	можно было бы сказать	1	6
4	с этой точки зрения	2	5
5	состоит в том что	1	4
6	было бы сказать что	1	4
7	одного и того же	1	4
8	заключается в том что	8	4
9	в том случае если	4	3
10	только в том случае	4	3
11	и вместе с тем	3	3
12	ни в какой мере	2	3
13	в том что он	3	3
14	только для того чтобы	1	3
15	точно так же как	1	3
16	не в том что	1	3
17	в том смысле что	1	2
18	когда речь идет о	1	2
19	в общем и целом	1	2
20	не что иное как	1	2
21	вовсе не в том	1	2
22	для того чтобы с	1	2
23	одной и той же	3	2
24	в какой мере не	1	2
25	один и тот же	1	2
26	в самом деле в	1	2
27	в том что оно	1	2
28	я не сомневаюсь что	1	1
29	и есть в сущности	1	1
30	в том что она	2	1
31	уже с самого начала	1	1
32	все более и более	4	1
33	прежде всего тем что	1	1
34	в том смысле как	1	1
35	с более или менее	1	1
36	нужны для того чтобы	1	1
37	и то же слово	1	1
38	есть в сущности говоря	1	1
39	одно и то же	3	1
40	и т п с	1	1
41	заключается вовсе не в	1	1
42	и т д вот	1	1
43	и т п то	1	1
44	по существу она не	1	1
45	той степени в какой	1	1
46	вовсе не то что	1	1
47	в то время как	3	1
48	это видно уже из	1	1
49	указание на то что	1	1
50	не ясно ли что	1	1
51	которым приходится иметь дело	1	1
52	только в том что	1	1
53	то же самое что	2	1
54	свидетельствует о том что	1	1
55	сводится к тому что	1	1
56	то мы увидим что	1	1
57	того как мы можем	1	1
58	в том или ином	1	1
59	свой смысл и свое	1	1
60	как это имеет место	1	1
61	смысле этого слова и	2	1
62	в чем здесь дело	1	1
63	ответ на этот вопрос	1	1
64	а если так то	1	1
65	и с точки зрения	1	1
66	в целом ряде случаев	1	1
67	и целый ряд других	1	1
68	прав когда указывает на	1	1
69	в том виде какой	1	1
70	стиля в применении к	1	1
71	и т д все	1	1
72	как это видно уже	1	1
73	тем что в ней	1	1
74	в той степени в	1	1
75	представлять себе дело так	1	1
76	т д все это	1	1
77	и я не сомневаюсь	1	1
78	и в этом отношении	1	1
79	себе дело так будто	1	1
