N	3gram	Ircho_Kome	Morfolog
1	и т д	1	60
2	в этом случае	2	10
3	не может быть	1	9
4	в связи с	3	9
5	по отношению к	4	7
6	с точки зрения	6	6
7	тем не менее	3	6
8	наряду с этим	2	5
9	подобно тому как	1	5
10	с другой стороны	2	5
11	в том что	15	4
12	в тех же	2	4
13	независимо от того	1	4
14	к тому что	1	4
15	но все же	3	4
16	чаще всего это	1	3
17	на то что	1	3
18	о том что	7	3
19	в собственном смысле	1	3
20	для того чтобы	8	3
21	в настоящее время	1	3
22	в то время	3	3
23	бы то ни	3	3
24	состоит в том	2	3
25	в первом случае	1	3
26	собственном смысле слова	1	3
27	то время как	3	3
28	с просьбой о	1	2
29	о том как	5	2
30	с того что	1	2
31	мы увидим что	1	2
32	ни одной из	1	2
33	более или менее	2	2
34	друг на друга	1	2
35	начинается с того	1	2
36	хотя и не	2	2
37	в обоих случаях	1	2
38	друг за другом	2	2
39	можно было бы	1	2
40	точно так же	1	2
41	мы имеем в	2	2
42	то ни было	3	2
43	тех случаях когда	1	2
44	действующих лиц не	1	2
45	во всяком случае	3	2
46	в тех случаях	1	2
47	к вопросу о	1	2
48	с одной стороны	4	2
49	в этом отношении	2	2
50	вопрос о том	1	2
51	сих пор не	2	1
52	т е о	1	1
53	что и при	1	1
54	тому что в	1	1
55	имеет ничего общего	1	1
56	в свою очередь	10	1
57	и тот же	3	1
58	по собственному усмотрению	1	1
59	и не требует	1	1
60	а в качестве	1	1
61	в других случаях	1	1
62	и даже не	1	1
63	за это время	1	1
64	к нему в	1	1
65	не столько по	1	1
66	до начала действия	1	1
67	действующих лиц и	1	1
68	то что он	1	1
69	но и здесь	2	1
70	по очереди и	1	1
71	в чем же	2	1
72	то что не	1	1
73	она должна быть	1	1
74	его т е	1	1
75	один и тот	3	1
76	достигается тем что	1	1
77	но об этом	1	1
78	обстоит дело с	3	1
79	она могла бы	1	1
80	с этой точки	1	1
81	в некоторых случаях	1	1
82	в первой трети	1	1
83	средств к существованию	1	1
84	можно сказать что	1	1
85	только в том	1	1
86	еще тем что	1	1
87	далеко не всегда	1	1
88	потому что в	2	1
89	по существу не	1	1
90	в то же	11	1
91	в этих условиях	1	1
92	на этот вопрос	1	1
93	в противном случае	1	1
94	друг с другом	3	1
95	с первых же	3	1
96	до сих пор	12	1
97	все же в	1	1
98	то мы не	1	1
99	и представляют собой	1	1
100	даже в тех	1	1
101	таким образом что	1	1
102	так как там	1	1
103	сомневаться в том	1	1
104	не зная о	2	1
105	вместо того чтобы	1	1
106	в этой области	1	1
107	выясняется что он	1	1
108	но если бы	1	1
109	что его можно	1	1
110	но прежде чем	1	1
111	все это на	1	1
112	или вовсе не	1	1
113	в сущности к	1	1
114	с самого начала	5	1
115	сюда же можно	1	1
116	из них не	1	1
117	том что он	1	1
118	не имеет ничего	1	1
119	к этому же	1	1
120	так как его	1	1
121	следующих друг за	1	1
122	уже говорить о	1	1
123	сам он не	1	1
124	тем что она	1	1
125	в высшей степени	2	1
126	но в этом	1	1
127	из дому и	1	1
128	этой точки зрения	1	1
129	с тем как	1	1
130	один из них	1	1
131	как бы в	1	1
132	и по существу	1	1
133	то же время	11	1
134	в третий раз	1	1
135	ли можно сомневаться	1	1
136	что и в	2	1
137	на улицу и	1	1
138	после того как	3	1
139	мы не можем	1	1
140	к свадьбе с	1	1
141	он не может	1	1
142	как бы то	2	1
143	т д см	1	1
