N	4gram	Vygotskiy_	Istorich
1	в то время как	5	13
2	не что иное как	2	11
3	во всех этих случаях	1	11
4	так же как и	6	9
5	совершенно так же как	1	8
6	выше мы видели что	1	7
7	как мы увидим ниже	1	7
8	но тем не менее	1	6
9	с этой точки зрения	4	6
10	точно так же как	1	6
11	и вместе с тем	2	5
12	есть не что иное	1	5
13	состоит в том что	4	4
14	то же самое что	1	4
15	в том что они	2	3
16	как мы видели выше	1	3
17	один и тот же	6	3
18	мы увидим дальше что	1	3
19	с одной стороны и	1	3
20	бы то ни было	1	3
21	не только то что	1	2
22	на одной и той	1	2
23	в том что он	1	2
24	а в связи с	1	2
25	в том отношении что	1	2
26	указывают на то что	1	2
27	одной и той же	5	2
28	все больше и больше	1	2
29	одно и то же	6	2
30	же как и в	1	2
31	то здесь мы имеем	1	2
32	с другой стороны он	1	2
33	составить предмет особого исследования	1	2
34	даже если бы мы	1	2
35	в силу того что	2	2
36	что мы знаем об	2	2
37	указывает на то что	1	2
38	видим таким образом что	5	2
39	вместе с тем это	1	2
40	в том числе и	3	2
41	мы видим таким образом	5	2
42	с одной стороны он	1	2
43	само по себе не	1	1
44	таким образом каждый из	1	1
45	в самое последнее время	1	1
46	как мы сейчас увидим	1	1
47	во всяком случае не	1	1
48	в том смысле как	1	1
49	бы возразить что это	1	1
50	сами по себе а	1	1
51	вместе с тем мы	1	1
52	в том что в	3	1
53	той ситуации в которой	1	1
54	с нашей точки зрения	2	1
55	друг с другом мы	1	1
56	в связи с этим	2	1
57	на более высокой ступени	1	1
58	в том что там	1	1
59	в этом случае в	1	1
60	ничем не отличается от	1	1
61	заключается в том что	16	1
62	выражается в том что	1	1
63	то мы увидим что	1	1
64	мы будем иметь случай	2	1
65	мы уже говорили выше	2	1
66	отношении друг к другу	1	1
67	все реже и реже	1	1
68	только в самое последнее	1	1
69	которую мы условно называем	2	1
70	все остальные особенности этого	1	1
71	во всяком случае в	1	1
72	не имеют ничего общего	1	1
73	силу того что они	1	1
74	во всем его объеме	1	1
75	в том смысле что	2	1
76	и выражается в том	1	1
77	беда только в том	1	1
78	один из них не	1	1
79	одни и те же	3	1
80	со стороны его содержания	1	1
81	которые не могут быть	1	1
82	в том что она	1	1
83	так же и в	1	1
84	мы можем сказать что	1	1
85	является то что они	1	1
86	вместе с тем и	4	1
87	для нас важно установить	1	1
88	ответить на этот вопрос	1	1
89	одна и та же	1	1
90	мы должны будем остановиться	1	1
91	эта связь может быть	1	1
92	с другой стороны мы	1	1
93	к тому или иному	3	1
94	те же предметы в	1	1
95	что мы знаем о	4	1
96	только в том что	4	1
97	не чем иным как	1	1
98	ни один из них	1	1
99	имеют ничего общего с	1	1
100	не сами по себе	1	1
101	что они представляют собой	1	1
102	в том что на	1	1
103	не подлежит никакому сомнению	2	1
104	не содержит в себе	1	1
105	приводит к тому что	1	1
106	одной формы в другую	1	1
107	и в этом смысле	1	1
108	настоящем смысле этого слова	1	1
109	и даже там где	1	1
110	могут быть определены как	1	1
