N	3gram	Losev_Prob	UchenyiS
1	не может быть	5	4
2	то ни было	4	3
3	с другой стороны	11	3
4	бы то ни	5	3
5	в то же	10	3
6	и то что	8	2
7	в художественном произведении	1	2
8	в том что	17	2
9	в самом деле	1	2
10	до сих пор	4	2
11	хотя бы и	2	2
12	тех или иных	7	2
13	и в частности	4	2
14	в конце концов	4	2
15	то же самое	17	2
16	но даже и	7	2
17	по крайней мере	9	2
18	в этом смысле	5	2
19	и в этой	1	2
20	он может быть	1	1
21	элементы из которых	1	1
22	и формы в	1	1
23	в первую очередь	3	1
24	у нас в	2	1
25	никогда и не	1	1
26	несомненно и то	1	1
27	имеем в виду	4	1
28	из которых она	1	1
29	не может обойтись	2	1
30	что для него	1	1
31	сам по себе	10	1
32	литературы и искусства	2	1
33	так или иначе	2	1
34	содержания и формы	1	1
35	не в буквальном	1	1
36	они находятся в	1	1
37	на первый взгляд	3	1
38	тем что он	1	1
39	прежде всего что	1	1
40	все элементы из	1	1
41	может быть в	1	1
42	он прежде всего	1	1
43	или по крайней	6	1
44	что мы можем	2	1
45	и только как	1	1
46	то что при	1	1
47	с тем что	1	1
48	по себе еще	1	1
49	и независимо от	2	1
50	превратилось бы в	1	1
51	с одной стороны	2	1
52	нам представляется что	3	1
53	можно сказать что	2	1
54	равно как и	2	1
55	конечно не в	1	1
56	в значительной мере	2	1
57	не было бы	3	1
58	на первый план	3	1
59	но если нет	1	1
60	понятие формы и	1	1
61	но это же	1	1
62	этом случае он	1	1
63	в той же	1	1
64	и не только	1	1
65	на то что	2	1
66	чем то что	1	1
67	не только в	2	1
68	и прежде всего	3	1
69	более или менее	2	1
70	и в то	2	1
71	но это не	1	1
72	в данном случае	12	1
73	само по себе	5	1
74	мы имеем в	1	1
75	не о чем	1	1
76	и все они	3	1
77	в отдельности и	2	1
78	в этом случае	8	1
79	в буквальном смысле	2	1
80	все же не	1	1
81	художественное произведение как	1	1
82	при таком понимании	1	1
83	это было бы	2	1
