N	4gram	Tiupa_Narr	formyVre
1	в то же время	3	18
2	одного и того же	1	9
3	и в то же	1	8
4	в том числе и	4	5
5	в той или иной	2	3
6	бы он ни был	1	3
7	дело в том что	1	2
8	не может быть и	1	2
9	той или иной степени	1	2
10	включает в себя и	1	2
11	друг с другом и	1	2
12	то же время они	1	2
13	и не могло быть	1	1
14	именно в том что	2	1
15	с этой точки зрения	1	1
16	одновременно понимаем и всю	1	1
17	не было и не	1	1
18	в том что в	1	1
19	от отца к сыну	1	1
20	ее целостности и нераздельности	1	1
21	рассказывания в этом последнем	1	1
22	перед нами два события	1	1
23	события эти происходят в	1	1
24	и всю разность составляющих	1	1
25	нераздельности но одновременно понимаем	1	1
26	полноту в ее целостности	1	1
27	в едином но сложном	1	1
28	и на разных местах	1	1
29	той или иной форме	1	1
30	произведении и событие самого	1	1
31	сами участвуем как слушатели-читатели	1	1
32	как произведение в его	1	1
33	всю разность составляющих ее	1	1
34	обозначить как произведение в	1	1
35	событии которое мы можем	1	1
36	но сложном событии которое	1	1
37	участвуем как слушатели-читатели события	1	1
38	каков бы он ни	1	1
39	же время они неразрывно	1	1
40	и нераздельности но одновременно	1	1
41	последнем мы и сами	1	1
42	едином но сложном событии	1	1
43	произведение в его событийной	1	1
44	что все то что	1	1
45	в литературе нового времени	1	1
46	понимаем и всю разность	1	1
47	эту полноту в ее	1	1
48	и сами участвуем как	1	1
49	этом последнем мы и	1	1
50	самого рассказывания в этом	1	1
51	целостности и нераздельности но	1	1
52	сами по себе они	1	1
53	мы и сами участвуем	1	1
54	в ее целостности и	1	1
55	было и не могло	1	1
56	и по длительности и	1	1
57	эти происходят в разные	1	1
58	местах и в то	1	1
59	в том что он	1	1
60	слушатели-читатели события эти происходят	1	1
61	можем обозначить как произведение	1	1
62	по длительности и на	1	1
63	рассказано в произведении и	1	1
64	в этом последнем мы	1	1
65	котором рассказано в произведении	1	1
66	на разных местах и	1	1
67	мы можем обозначить как	1	1
68	воспринимаем эту полноту в	1	1
69	в этом ряду как	1	1
70	длительности и на разных	1	1
71	в его событийной полноте	2	1
72	состоит именно в том	2	1
73	они неразрывно объединены в	1	1
74	неразрывно объединены в едином	1	1
75	и с точки зрения	1	1
76	во времени и пространстве	4	1
77	разность составляющих ее моментов	1	1
78	в произведении и событие	1	1
79	которое мы можем обозначить	1	1
80	и событие самого рассказывания	1	1
81	может включать в себя	2	1
82	разных местах и в	1	1
83	время они неразрывно объединены	1	1
84	о котором рассказано в	1	1
85	событие самого рассказывания в	1	1
86	мы воспринимаем эту полноту	1	1
87	как слушатели-читатели события эти	1	1
88	сложном событии которое мы	1	1
89	из уст в уста	1	1
90	объединены в едином но	1	1
91	в качестве одной из	1	1
92	но одновременно понимаем и	1	1
93	событие о котором рассказано	1	1
94	происходят в разные времена	1	1
