N	3gram	Bakhtin_Pr	Analitik
1	в том что	3	25
2	не может быть	11	19
3	по отношению к	19	18
4	в то же	3	16
5	в данном случае	4	14
6	в отличие от	5	14
7	то же время	3	14
8	той или иной	2	14
9	факторов художественного впечатления	1	13
10	в конечном счете	4	11
11	мы имеем дело	2	11
12	того или иного	2	9
13	с другой стороны	4	9
14	в свою очередь	1	9
15	подобно тому как	1	9
16	с одной стороны	3	9
17	с точки зрения	6	8
18	как и в	1	8
19	не только в	2	8
20	в этом отношении	2	8
21	в свое время	1	7
22	что иное как	1	7
23	тем не менее	3	6
24	не что иное	1	6
25	есть не что	1	5
26	но и в	2	5
27	имеем дело с	1	5
28	в нашем случае	1	4
29	до известной степени	1	4
30	в самом деле	3	4
31	для того чтобы	2	4
32	не в том	1	4
33	и тем самым	2	4
34	в равной степени	1	4
35	и не может	2	4
36	и в этом	1	4
37	факторы художественного впечатления	1	4
38	и не в	1	4
39	в этом смысле	3	4
40	в значительной степени	1	4
41	в основе своей	3	4
42	быть не может	1	3
43	и как бы	1	3
44	и т п	13	3
45	хотя бы и	1	3
46	далеко не всегда	3	3
47	сами по себе	1	3
48	бы то ни	3	3
49	в первом случае	1	3
50	между тем как	5	3
51	не о том	1	3
52	а в том	1	3
53	то ни было	2	3
54	в связи с	1	3
55	то же самое	2	3
56	а не с	1	3
57	произведения в его	1	3
58	то есть в	1	3
59	и в самом	1	3
60	можно сказать что	2	3
61	может быть признано	1	3
62	в противном случае	3	3
63	дело в том	1	3
64	не могут быть	2	3
65	в применении к	3	2
66	в коем случае	2	2
67	отнюдь не является	1	2
68	внутреннего и внешнего	1	2
69	внешнее материальное произведение	2	2
70	не только его	1	2
71	можно было бы	3	2
72	до сих пор	1	2
73	смысле этого слова	1	2
74	ни в коем	2	2
75	в особенности же	1	2
76	и прежде всего	5	2
77	к тому что	1	2
78	могут и должны	1	2
79	могли бы быть	1	2
80	коем случае не	2	2
81	как совокупность факторов	1	2
82	в том и	1	2
83	они могут быть	1	2
84	на то что	1	2
85	с самим собою	1	2
86	в таких случаях	1	2
87	а между тем	1	2
88	на этот вопрос	1	2
89	не говоря уже	1	2
90	со всех сторон	2	2
91	но в то	1	2
92	в равной мере	1	2
93	но отнюдь не	7	2
94	не есть ни	1	2
95	тем или иным	1	2
96	не есть вещь	1	2
97	подхода к художественной	1	2
98	говоря уже о	1	2
99	совокупность факторов художественного	1	2
100	в мире тоже	1	1
101	содержание эстетической деятельности	1	1
102	ни в психике	1	1
103	в готовом виде	1	1
104	на фоне которых	1	1
105	субъекта в которую	1	1
106	ни в материальном	1	1
107	художественного впечатления но	1	1
108	нашем случае художественного	1	1
109	лишенная базы систематико-философской	1	1
