N	3gram	Bakhtin_Fr	Myshleni
1	в том что	4	133
2	с точки зрения	4	89
3	заключается в том	1	51
4	по отношению к	3	42
5	с одной стороны	3	39
6	с самого начала	1	36
7	то же самое	1	31
8	в этом отношении	3	30
9	можно было бы	2	28
10	с другой стороны	2	26
11	о том что	4	25
12	смысле этого слова	1	22
13	в то время	1	22
14	в самом деле	3	19
15	и тем самым	1	19
16	из того что	1	19
17	во всяком случае	1	18
18	в этом смысле	1	18
19	до сих пор	3	17
20	и того же	1	17
21	как мы видели	4	17
22	в связи с	2	17
23	одного и того	1	17
24	и то что	1	15
25	в данном случае	1	15
26	друг от друга	1	14
27	на этот вопрос	1	14
28	мы уже говорили	12	14
29	потому что он	1	14
30	мы видели что	1	14
31	в свою очередь	3	14
32	а с другой	1	13
33	в другом месте	3	13
34	на первый план	2	12
35	как мы уже	4	11
36	том что в	1	11
37	то обстоятельство что	1	11
38	те и другие	2	11
39	одной стороны и	1	10
40	том числе и	2	10
41	то что в	2	10
42	по своей природе	1	10
43	в том числе	4	10
44	вместо того чтобы	2	10
45	не в состоянии	1	10
46	как и в	2	9
47	с помощью которого	1	9
48	с тем что	1	9
49	более или менее	3	9
50	на самом деле	1	9
51	том что он	1	9
52	друг к другу	1	9
53	то что он	1	8
54	сам по себе	2	8
55	речь идет о	1	8
56	той или иной	1	8
57	в том же	1	8
58	того же самого	1	8
59	и в отношении	2	8
60	что и в	1	8
61	с таким же	2	8
62	о том как	3	7
63	по этому поводу	1	7
64	содержит в себе	1	7
65	как раз в	1	7
66	в первом случае	1	7
67	имеет в виду	1	6
68	ничего общего с	1	6
69	и тем же	1	6
70	именно потому что	1	6
71	мы находим в	2	6
72	не что иное	1	6
73	одним и тем	1	6
74	в том и	1	6
75	что иное как	1	6
76	есть прежде всего	1	5
77	не совпадает с	1	5
78	мысли и слова	1	5
79	что в этом	1	5
80	но все же	1	5
81	тот момент когда	1	5
82	находит свое выражение	1	5
83	содержат в себе	1	5
84	том что они	1	5
85	как мы увидим	2	5
86	прежде всего в	4	5
87	в той же	5	5
88	таким образом мы	1	5
89	в конце концов	5	5
90	между собой и	1	5
91	и в этом	1	5
92	но он не	1	5
93	в свое время	2	5
94	в то же	12	5
95	не только в	1	5
96	мы видим что	2	4
97	о чем мы	1	4
98	так и в	3	4
99	в тот момент	1	4
100	не потому что	1	4
101	по аналогии с	1	4
102	имеет дело с	1	4
103	таким образом и	2	4
104	и во всяком	1	4
105	но и в	2	4
106	в себе и	1	4
107	таким образом в	2	4
108	как и все	1	4
109	что вместе с	1	4
110	так что в	1	4
111	то же что	1	4
112	есть не что	1	4
113	в значительной степени	3	4
114	мы увидим что	1	4
115	именно то что	1	4
116	и в развитии	1	4
117	в гораздо большей	1	4
118	в предисловии к	1	4
119	вместе с ним	1	4
120	после того как	6	4
121	он говорит что	1	3
122	о которой мы	1	3
123	в применении к	1	3
124	и в другом	1	3
125	подлежит никакому сомнению	1	3
126	сказать что в	1	3
127	к тому же	1	3
128	только и может	1	3
129	совершенно иначе чем	1	3
130	общего и частного	1	3
131	что уже в	1	3
132	то же время	12	3
133	в целом ряде	1	3
134	где они будут	1	3
135	в результате этого	1	3
136	того как он	2	3
137	дело в том	2	3
138	мы имеем в	2	3
139	и не могут	1	3
140	является одним из	1	3
141	уже говорили что	3	3
142	как и во	1	3
143	так например в	1	3
144	в известной мере	1	3
145	все же в	1	3
146	по самому своему	1	3
147	его к тому	1	3
148	слова таким образом	1	3
149	один из этих	1	3
150	по ту сторону	1	3
151	не подлежит никакому	1	3
152	в значительной мере	1	3
153	та или иная	1	3
154	и в самом	1	3
155	а следовательно и	2	3
156	в настоящее время	1	3
157	имеем в виду	2	3
158	потому что они	1	3
159	в той или	1	2
160	с его помощью	1	2
161	новых и новых	1	2
162	мы наблюдали в	1	2
163	таким образом на	1	2
164	к этому вопросу	1	2
165	в этом процессе	1	2
166	не могут иметь	1	2
167	на составные элементы	1	2
168	с ним в	1	2
169	и по отношению	2	2
170	но только в	1	2
171	тем более что	1	2
172	самом же деле	1	2
173	и с другой	1	2
174	в сущности и	1	2
175	на самом же	1	2
176	нет никаких оснований	1	2
177	в одном из	2	2
178	за то что	4	2
179	не только для	1	2
180	и может быть	1	2
181	никакому сомнению что	1	2
182	таким образом все	2	2
183	и т.п но	2	2
184	в чем же	2	2
185	и благодаря этому	2	2
186	в силу своей	1	2
187	гораздо большей степени	1	2
188	заметить что в	1	2
189	но все это	2	2
190	мы будем говорить	1	2
191	таким же успехом	1	2
192	никогда не могут	1	2
193	есть в этом	1	2
194	с памятью и	1	2
195	уже и в	1	2
196	мы уже видели	2	2
197	но на самом	1	2
198	выходит за пределы	1	2
199	мы увидим в	1	2
200	как бы в	1	2
