N	4gram	Voloshinov	Marksizm
1	в то же время	6	15
2	бы то ни было	2	12
3	но в то же	3	9
4	на самом же деле	2	5
5	одни и те же	1	5
6	и не может быть	3	5
7	и пр и пр	2	5
8	каких бы то ни	1	4
9	не может быть и	4	4
10	как мы уже знаем	1	4
11	может быть и речи	3	4
12	в том что он	2	4
13	в самом деле ведь	1	3
14	одной и той же	3	3
15	один и тот же	3	3
16	с объективной точки зрения	2	3
17	одно и то же	1	3
18	ни в коем случае	1	2
19	если бы он был	1	2
20	в таком случае это	1	2
21	не может быть непосредственно	1	2
22	– говорит он –	1	2
23	не может быть ничего	1	2
24	нет и не может	2	2
25	– это и есть	2	2
26	в собственном смысле слова	1	2
27	только при этом условии	1	2
28	в самом деле если	1	2
29	– очень важный момент	1	1
30	далек от того чтобы	1	1
31	и в таком случае	1	1
32	но тем не менее	1	1
33	с марксистской точки зрения	1	1
34	друг с другом и	1	1
35	не может обойтись без	1	1
36	ни в каком случае	2	1
37	не что иное как	1	1
38	в следующей главе глава	2	1
39	очень важный момент в	1	1
40	с точки зрения индивидуальной	1	1
41	с точки зрения этого	1	1
42	уже приходилось говорить о	1	1
43	идеологией нет принципиальной границы	1	1
44	как мы уже сказали	1	1
45	в свою очередь является	1	1
46	внутренней и внешней речи	3	1
47	не выходит за пределы	1	1
48	мы можем сказать что	5	1
49	в жизни и в	1	1
50	жизни в ее целом	1	1
51	– как раз и	1	1
52	мы видим таким образом	1	1
53	в гораздо большей степени	1	1
54	т.е с точки зрения	1	1
55	итоги остается подвести итоги	1	1
56	дело в том что	1	1
57	социальной группы к которой	1	1
58	и по отношению к	1	1
59	ни в какой степени	2	1
60	а с другой –	2	1
61	по роду своего бытия	1	1
62	само собою разумеется что	1	1
63	видим таким образом что	1	1
64	его не касается но	1	1
65	а может быть и	1	1
66	не чем иным как	2	1
67	приходит к выводу что	1	1
68	что она слагается из	1	1
69	но во всяком случае	3	1
70	только с точки зрения	1	1
71	то же время это	1	1
72	процессы в нервной системе	1	1
73	– это вовсе не	2	1
74	но теперь мы должны	1	1
75	или во всяком случае	1	1
76	на первый план выдвигается	1	1
77	достигнутого в данный момент	1	1
78	не может быть понято	1	1
79	самом деле если мы	1	1
80	не будет никаких оснований	1	1
81	нам уже приходилось говорить	1	1
82	может быть ничего общего	1	1
83	в большинстве случаев только	1	1
84	точки зрения индивидуальной психологии	1	1
85	по отношению к окружающему	1	1
86	они не могут быть	1	1
87	это и есть та	1	1
88	сохранению и развитию ее	1	1
89	в коем случае не	1	1
90	ничего общего не имеет	1	1
91	к сохранению и развитию	1	1
92	это не совсем так	1	1
93	в индивидуальную душу но	1	1
94	как раз и не	2	1
95	мы уже указывали что	1	1
96	– все это является	1	1
97	до сих пор не	1	1
98	с которыми имеет дело	1	1
99	в какой степени не	1	1
100	той социальной группы к	1	1
101	то же время –	1	1
