N	3gram	Voloshinov	Myshleni
1	в том что	9	133
2	с точки зрения	31	89
3	для того чтобы	7	78
4	по сравнению с	1	45
5	по отношению к	9	42
6	так же как	2	39
7	с одной стороны	2	39
8	с самого начала	9	36
9	друг с другом	2	35
10	то же самое	8	31
11	во внутренней речи	2	31
12	в этом отношении	4	30
13	можно было бы	2	28
14	в этом случае	3	27
15	в собственном смысле	2	26
16	с другой стороны	6	26
17	на то что	2	25
18	о том что	2	25
19	не может быть	23	23
20	смысле этого слова	6	22
21	к тому что	4	22
22	в высшей степени	5	22
23	в зависимости от	2	22
24	не только не	1	21
25	можно сказать что	4	21
26	в самом деле	13	19
27	в отличие от	7	18
28	во всяком случае	4	18
29	в этом смысле	2	18
30	до сих пор	10	17
31	и того же	9	17
32	этой точки зрения	1	17
33	как мы видели	4	17
34	в связи с	12	17
35	одного и того	9	17
36	же как и	2	17
37	с этой точки	1	16
38	и той же	2	15
39	одной и той	2	15
40	друг от друга	1	14
41	на этот вопрос	3	14
42	в первую очередь	1	14
43	мы уже говорили	1	14
44	между словом и	1	14
45	мы видели что	1	14
46	в свою очередь	5	14
47	подобно тому как	1	14
48	это значит что	1	13
49	в другом месте	1	13
50	и то же	3	12
51	один и тот	3	12
52	и тот же	3	12
53	тем не менее	3	12
54	на первый план	2	12
55	внутренней речи и	3	12
56	одно и то	3	12
57	как мы уже	3	11
58	в последнее время	1	11
59	одной стороны и	1	10
60	не иначе как	1	10
61	в учении о	1	10
62	том числе и	3	10
63	от того что	2	10
64	в том числе	3	10
65	вместо того чтобы	1	10
66	с помощью которых	1	10
67	связаны между собой	1	10
68	внутренней речи как	2	10
69	по мере развития	1	10
70	сама по себе	2	9
71	собственном смысле слова	2	9
72	ни в какой	2	9
73	как и в	1	9
74	с тем что	1	9
75	более или менее	3	9
76	в конечном счете	1	9
77	на самом деле	5	9
78	том что он	3	9
79	само по себе	2	9
80	свое выражение в	2	8
81	более и более	2	8
82	той или иной	5	8
83	независимо от того	1	8
84	не могут быть	3	8
85	того же самого	1	8
86	все более и	2	8
87	слова и его	2	7
88	же самое что	1	7
89	вопрос о том	2	7
90	речи как и	1	7
91	в первом случае	3	7
92	приводит к тому	1	7
93	и тогда когда	1	6
94	совершенно так же	1	6
95	ничего общего с	2	6
96	в этом и	1	6
97	и тем же	2	6
98	и т.д и	1	6
99	в этом вопросе	2	6
100	в родном языке	1	6
101	и не может	11	6
102	не что иное	1	6
103	одним и тем	2	6
104	что иное как	1	6
105	лежит в основе	2	6
106	и как бы	1	5
107	в направлении к	8	5
108	есть прежде всего	2	5
109	к частному и	1	5
110	не совпадает с	1	5
111	как если бы	6	5
112	но все же	4	5
113	находит свое выражение	1	5
114	того чтобы сделать	1	5
115	может быть выражено	1	5
116	как мы увидим	2	5
117	прежде всего в	1	5
118	в той же	1	5
119	во втором случае	1	5
120	сами по себе	1	5
121	в конце концов	3	5
122	что все эти	1	5
123	между собой и	1	5
124	но он не	1	5
125	и ту же	1	5
126	в то же	7	5
127	благодаря этому возникает	1	5
128	не только в	2	5
129	речи таким образом	1	5
130	то что они	1	5
131	между этими двумя	2	5
132	о которых мы	1	4
133	одни и те	5	4
134	в одной и	1	4
