N	3gram	Propp_Isto	EvropaiE
1	с точки зрения	1	16
2	в то же	1	15
3	то же время	1	14
4	с одной стороны	7	8
5	в том что	4	6
6	одной стороны и	1	6
7	так же как	10	5
8	этой точки зрения	2	5
9	для того чтобы	3	5
10	с этой точки	2	5
11	само по себе	1	4
12	не только в	2	4
13	друг с другом	2	3
14	же как и	4	3
15	во всяком случае	1	3
16	можно сказать что	1	3
17	так и в	2	2
18	приводит нас к	5	2
19	как мы видели	2	2
20	не может быть	6	2
21	на то что	3	2
22	в данном случае	2	2
23	европа и азия	1	2
24	по себе не	1	2
25	по сравнению с	1	2
26	хотя бы в	1	2
27	только в том	1	2
28	в северной америке	3	2
29	в свою очередь	1	2
30	с другой стороны	10	2
31	из того что	1	2
32	на земном шаре	1	2
33	в частности в	1	2
34	во многих отношениях	1	1
35	мы видели что	2	1
36	и т д	36	1
37	или иначе говоря	1	1
38	в одной из	1	1
39	и не только	1	1
40	есть ли это	1	1
41	другой стороны в	1	1
42	не означает что	1	1
43	в которых может	1	1
44	смысле этого слова	1	1
45	это может быть	1	1
46	речь идет о	1	1
47	всех этих случаях	2	1
48	то или иное	1	1
49	но и в	2	1
50	том смысле что	1	1
51	том числе и	2	1
52	что наряду с	1	1
53	и тем более	1	1
54	и тем самым	2	1
55	можно утверждать что	1	1
56	то время как	3	1
57	в соответствии с	1	1
58	во всех этих	2	1
59	в том смысле	2	1
60	в отличие от	1	1
61	уже и сейчас	1	1
62	в хозяйственной жизни	2	1
63	ответить на этот	1	1
64	как и его	1	1
65	только в виде	1	1
66	тех случаях когда	1	1
67	по большей части	1	1
68	не могут быть	1	1
69	с тем что	1	1
70	мы увидим что	1	1
71	вовсе не в	1	1
72	в связи с	6	1
73	быть речи о	1	1
74	в некоторых случаях	3	1
75	в пределах одного	1	1
76	в последнем случае	1	1
77	может быть речи	2	1
78	в том числе	3	1
79	что мы знаем	1	1
80	каждого из них	1	1
81	это значит что	2	1
82	в нем и	3	1
83	этот вопрос мы	1	1
84	в то время	3	1
85	только тогда когда	2	1
86	что в этом	1	1
87	чтобы ответить на	1	1
88	но так как	3	1
89	более чем в	1	1
90	на этот вопрос	2	1
91	но и для	1	1
92	в тех случаях	1	1
93	совершенно очевидно что	1	1
94	а также и	1	1
95	может быть и	1	1
