N	2gram	Propp_Isto	VeschiIm
1	т е	27	81
2	не есть	1	79
3	и не	19	57
4	не только	17	48
5	то что	16	48
6	не может	10	46
7	и в	44	45
8	вещи и	1	40
9	и есть	3	40
10	и т	39	39
11	может быть	31	39
12	т д	36	38
13	а не	5	37
14	значит что	2	32
15	это значит	2	30
16	потому что	18	25
17	не просто	1	24
18	было бы	2	24
19	только в	8	23
20	по себе	2	23
21	что она	3	23
22	в себе	1	23
23	сказать что	2	22
24	и что	13	22
25	как бы	4	20
26	что такое	1	20
27	что это	8	19
28	что же	1	19
29	но и	16	19
30	и ее	1	19
31	в этом	20	18
32	все же	17	18
33	есть только	1	18
34	так как	19	17
35	что мы	4	17
36	прежде всего	7	17
37	и это	5	17
38	есть не	2	17
39	таким образом	21	16
40	того что	3	16
41	как и	12	15
42	уже не	14	15
43	в том	13	15
44	в ней	8	15
45	но это	10	14
46	и то	5	14
47	не в	11	14
48	в самом	1	13
49	не будет	1	13
50	том что	12	13
51	есть и	3	13
52	и для	3	13
53	а и	1	13
54	это и	3	13
55	в себя	3	13
56	что в	18	12
57	и с	8	12
58	то же	9	12
59	и даже	4	12
60	о том	11	12
61	еще не	16	12
62	не что	1	12
63	если мы	1	12
64	точки зрения	3	12
65	но если	2	12
66	ничего не	4	12
67	что они	3	12
68	что иное	1	12
69	совершенно не	2	12
70	что и	11	12
71	и как	5	12
72	смысл и	1	12
73	иное как	1	12
74	не менее	6	11
75	себя в	6	11
76	д и	1	11
77	и пр	6	11
78	общение с	1	11
79	еще и	2	11
80	тем не	6	11
81	ни в	2	11
82	что не	3	11
83	вовсе не	6	11
84	предполагает что	1	11
85	также и	2	11
86	в то	5	11
87	и только	1	11
88	вещи в	1	10
89	что оно	4	10
90	ясно что	5	10
91	есть ли	2	10
92	с ним	9	9
93	в результате	1	9
94	со стороны	6	9
95	то и	1	9
96	хотя бы	2	9
97	в своем	3	9
98	это не	8	9
99	у нас	1	9
100	есть явление	1	9
101	бы в	1	9
102	ли это	2	9
103	она не	7	9
104	другими словами	4	9
105	так что	2	9
106	но не	8	9
107	на то	3	9
108	и его	15	9
109	как с	1	8
110	должна быть	3	8
111	если бы	5	8
112	с тем	9	8
113	что он	29	8
114	в свете	5	8
115	по сравнению	1	8
116	но в	7	8
117	мы не	6	8
118	мы имеем	22	8
119	для него	2	8
120	в ее	4	8
121	все это	4	8
122	со своим	2	8
123	с другими	4	8
124	его в	17	8
125	указывает на	1	8
126	и потому	2	8
127	даже не	2	8
128	с другой	11	8
129	можно сказать	2	8
130	что есть	2	8
131	отнюдь не	1	8
132	с этой	4	7
133	оно не	1	7
134	самом деле	2	7
135	все эти	11	7
136	тем что	12	7
137	сравнению с	1	7
138	ни на	1	7
139	относится к	3	7
140	и тогда	2	7
141	не потому	5	7
142	без всякого	1	7
143	мог бы	2	7
144	никак не	1	7
145	вообще не	1	7
146	я не	1	7
147	по имени	2	7
148	и тем	7	7
149	е в	6	7
150	ни от	1	7
151	от того	1	7
152	а в	9	7
153	из них	4	7
154	можно только	1	7
155	с полной	1	6
156	их в	7	6
157	в своей	3	6
158	в каком	1	6
159	в данном	3	6
160	а если	2	6
161	из себя	4	6
162	в одном	2	6
163	как только	2	6
164	момент в	1	6
165	одна из	6	6
166	ее не	3	6
167	вопрос о	5	6
168	на почве	1	6
169	она имеет	2	6
170	несмотря на	3	6
171	с точки	1	6
172	есть просто	1	6
173	эти две	1	6
174	как же	1	6
175	или иначе	1	6
176	быть только	1	6
177	и другое	1	6
178	между ними	2	6
179	если я	1	6
180	в нем	10	6
181	и вообще	3	6
182	должны быть	2	6
183	одно и	2	6
184	этот вопрос	2	6
185	как мы	9	6
186	жизни и	4	6
187	независимо от	1	6
188	и все	4	6
189	никогда не	5	6
190	все что	5	5
191	как это	5	5
192	один из	6	5
193	и здесь	12	5
194	даже и	2	5
195	со всем	1	5
196	как к	1	5
197	тогда когда	3	5
198	а есть	1	5
199	подобно тому	2	5
200	в жизни	1	5
201	как о	1	5
202	вместе с	26	5
203	себе в	3	5
204	чем же	1	5
205	в свою	3	5
206	и если	1	5
207	думают что	2	5
208	быть не	1	5
209	и когда	1	5
210	ее с	1	5
211	свою очередь	1	5
212	о смысле	1	5
213	того же	3	5
214	о ней	1	5
215	во всех	3	5
216	мы видим	12	5
217	что у	6	5
218	и мы	3	5
219	в его	16	5
220	хотя и	1	5
221	а это	1	5
222	как можно	2	5
223	мы находим	1	5
224	знания и	1	5
225	в которой	4	5
226	всегда есть	1	5
227	на себя	4	5
228	то это	8	5
229	как она	1	5
230	между прочим	2	5
231	об этом	6	5
232	должен быть	2	5
233	тому как	2	5
234	когда я	1	5
235	мы должны	7	5
236	быть и	1	5
237	то или	2	5
238	или как	3	5
239	на это	1	5
240	что для	1	5
241	же это	1	5
242	для этого	3	5
