N	2gram	Trubetskoy	Freidism
1	таким образом	34	34
2	и не	9	34
3	точки зрения	14	31
4	не может	18	30
5	и пр	1	29
6	в этом	13	28
7	может быть	17	28
8	и в	24	28
9	прежде всего	3	26
10	в его	5	25
11	и его	2	22
12	мы можем	6	20
13	как бы	10	19
14	как мы	3	18
15	то что	18	17
16	вовсе не	2	16
17	с точки	8	15
18	все эти	19	15
19	так как	7	15
20	с ним	6	14
21	в своей	1	14
22	так и	10	14
23	самом деле	12	14
24	и все	9	13
25	как и	10	13
26	по отношению	11	13
27	но в	5	13
28	во всех	10	13
29	в самом	8	12
30	то же	4	12
31	что он	7	12
32	том что	20	12
33	точку зрения	2	12
34	для него	2	12
35	все это	13	12
36	и потому	3	12
37	и наконец	3	12
38	мы видели	2	12
39	только в	6	11
40	мы знаем	10	11
41	сказать что	1	11
42	отношению к	11	11
43	его в	5	11
44	все что	10	10
45	один из	1	10
46	не только	10	10
47	и с	5	10
48	но и	11	10
49	конечно не	3	10
50	что же	2	10
51	тот же	3	10
52	никогда не	4	10
53	в том	31	10
54	мы уже	4	10
55	он не	4	10
56	все те	1	10
57	не в	9	10
58	и на	6	9
59	те же	2	9
60	уже не	1	9
61	во всяком	2	9
62	совершенно не	4	9
63	мы не	1	9
64	с его	1	9
65	к этому	5	9
66	к нему	2	9
67	а не	1	9
68	культурного творчества	1	9
69	мы должны	4	9
70	могут быть	1	9
71	при этом	9	8
72	все же	15	8
73	еще не	6	8
74	с этим	12	8
75	было бы	3	8
76	и вот	1	8
77	знаем что	8	8
78	а в	3	8
79	по мнению	1	8
80	с другими	1	8
81	на этом	2	8
82	в ней	3	8
83	душевной жизни	1	8
84	всяком случае	2	8
85	что в	9	7
86	и к	5	7
87	не могут	4	7
88	в жизни	3	7
89	роль в	1	7
90	хотя бы	4	7
91	если мы	4	7
92	до конца	1	7
93	что все	5	7
94	и для	6	7
95	из них	5	7
96	того что	7	7
97	не является	1	7
98	но не	3	7
99	я и	1	7
100	и у	4	7
101	с самого	1	7
102	в нем	3	7
103	быть и	5	7
104	в этой	7	7
105	отношение к	4	7
106	в себе	5	7
107	жизни и	2	7
108	в то	6	7
109	и ее	2	7
110	зрения на	1	6
111	в человеке	1	6
112	одно из	3	6
113	если он	2	6
114	в корне	1	6
115	не менее	7	6
116	но мы	1	6
117	к тому	8	6
118	в основе	2	6
119	в свою	2	6
120	для того	8	6
121	же время	2	6
122	из этих	8	6
123	высшей степени	2	6
124	что такое	1	6
125	на самом	7	6
126	в таком	4	6
127	в психике	7	6
128	она не	2	6
129	совсем не	1	6
130	и что	9	6
131	до сознания	1	6
132	в высшей	2	6
133	и только	2	6
134	для этого	7	6
135	всех этих	4	6
136	которой мы	2	6
137	что это	5	5
138	в более	1	5
139	в своих	2	5
140	ее в	1	5
141	в процессе	2	5
142	с ними	2	5
143	вместе с	7	5
144	со стороны	1	5
145	на первый	2	5
146	тех же	2	5
147	т.е в	1	5
148	того чтобы	8	5
149	увидим что	1	5
150	говорить о	2	5
151	на основании	1	5
152	и до	3	5
153	и те	2	5
154	самого начала	1	5
155	потому и	2	5
156	что она	2	5
157	он сам	1	5
158	той же	2	5
159	это не	3	5
160	в ее	1	5
161	что и	7	5
162	в которой	5	5
163	тому что	2	5
164	между ними	2	5
165	в этих	3	5
166	в себя	2	5
167	и по	3	5
168	таким путем	1	5
169	не было	2	5
170	другими словами	2	5
171	не знает	2	5
172	далеко не	5	5
173	только то	2	5
174	от того	3	5
175	заключается в	3	5
176	ничего не	1	5
177	в общем	6	5
178	отнюдь не	2	5
179	с которыми	2	4
180	а потому	5	4
181	мы и	2	4
182	как с	1	4
183	смысле слова	1	4
184	уже знаем	1	4
185	мысли и	1	4
186	борьбы с	2	4
187	в виду	2	4
188	сводится к	2	4
189	если бы	8	4
190	теперь мы	2	4
191	именно в	5	4
192	как в	1	4
193	себя и	2	4
194	этот вопрос	2	4
195	зависимости от	2	4
196	и истории	5	4
197	ничего общего	3	4
198	культура и	1	4
199	это и	1	4
200	данном случае	3	4
201	в данном	3	4
202	в котором	2	4
203	потому что	9	4
204	и оно	1	4
205	в этот	1	4
206	только на	1	4
207	а только	1	4
208	в истории	3	4
209	так же	8	4
210	свою очередь	2	4
211	на которые	1	4
212	нет и	1	4
213	на него	2	4
214	в своем	12	4
215	одна из	2	4
216	не лучше	1	4
217	только с	1	4
218	всех своих	1	4
219	что оно	3	4
220	этой области	4	4
221	этот процесс	2	4
222	в психологии	4	4
223	тем не	4	4
224	у него	5	4
225	мы находим	1	4
226	в голову	1	4
227	в зависимости	1	4
228	я не	2	4
229	по своему	5	4
230	между собой	4	4
231	и вообще	3	4
232	то ни	4	4
233	в развитии	1	4
234	и может	3	4
235	должны быть	3	4
236	в другом	2	4
237	к ней	1	4
238	главным образом	1	4
239	в узком	1	4
240	в области	4	4
241	его к	1	4
242	с ее	2	4
243	в целом	5	4
244	не так	4	3
245	во втором	2	3
246	для всех	1	3
247	до сих	15	3
248	в центре	1	3
249	него только	1	3
250	и должны	1	3
251	на почве	3	3
252	часть его	1	3
253	и при	6	3
254	освободиться от	3	3
255	о которой	2	3
256	разобраться в	2	3
257	в результате	9	3
258	в них	2	3
259	и даже	1	3
260	психологии и	1	3
261	все то	2	3
262	сил и	2	3
263	все его	2	3
264	их в	2	3
265	себя с	1	3
266	социальной группы	1	3
267	психики и	1	3
268	к его	1	3
269	жизни в	1	3
270	приводит к	1	3
271	мыслей и	1	3
272	сейчас же	3	3
273	жизни к	1	3
274	на этой	3	3
275	что мы	4	3
276	ни на	1	3
277	и социальной	2	3
278	всем этим	1	3
279	одной и	2	3
280	между двумя	5	3
281	о них	2	3
282	можно ли	2	3
283	в совершенно	3	3
284	в настоящей	1	3
285	и той	1	3
286	уже в	1	3
287	как на	6	3
288	не совсем	1	3
289	тем же	2	3
290	в нашем	3	3
291	находится в	1	3
292	о том	7	3
293	во всей	2	3
294	в сознании	7	3
295	это сделать	1	3
296	а следовательно	2	3
297	из него	2	3
298	того же	9	3
299	психологии в	2	3
300	бы то	3	3
301	только не	2	3
302	и то	4	3
303	видели что	1	3
304	мы видим	1	3
305	они не	2	3
306	не без	2	3
307	социального общения	1	3
308	похоже на	1	3
309	к сознанию	1	3
310	у нас	3	3
