N	2gram	Tiupa_Vved	TeoriaLi
1	в качестве	18	33
2	в мире	9	26
3	не только	32	24
4	и в	23	24
5	в частности	19	23
6	то есть	13	22
7	состоит в	23	22
8	может быть	25	22
9	при этом	43	20
10	в том	21	20
11	в тексте	11	19
12	тогда как	16	18
13	и не	24	17
14	а в	15	15
15	но и	31	14
16	а не	31	14
17	так и	14	14
18	в себе	15	14
19	представляет собой	18	13
20	в рамках	5	13
21	такого рода	23	13
22	внутренней речи	1	13
23	но не	9	13
24	в этом	27	12
25	сводится к	6	12
26	но в	14	12
27	от лат	6	12
28	в его	9	12
29	то же	8	12
30	своего рода	20	11
31	художественного текста	2	11
32	литературного произведения	1	11
33	том что	16	11
34	точки зрения	1	11
35	внутреннего зрения	2	11
36	и его	9	11
37	что в	6	10
38	по отношению	11	10
39	как это	2	10
40	лишь в	4	10
41	отношению к	11	10
42	коммуникативного события	8	10
43	только в	9	9
44	в данном	22	9
45	с другой	10	9
46	не сводится	7	9
47	в искусстве	1	9
48	не в	12	9
49	в то	5	9
50	в своей	10	8
51	же время	4	8
52	как бы	8	8
53	присутствия в	7	8
54	всего лишь	7	8
55	по своей	4	8
56	не может	14	8
57	в самом	6	7
58	в принципе	3	7
59	не столько	5	7
60	на смену	2	7
61	или иной	5	7
62	и т.п	14	7
63	в отличие	11	7
64	в своем	9	7
65	кадров внутреннего	1	7
66	себя в	4	7
67	художественного письма	9	7
68	мы имеем	8	7
69	а также	12	7
70	отличие от	11	7
71	во второй	1	7
72	отношение к	5	7
73	однако в	9	7
74	место в	2	7
75	в области	5	7
76	в нем	9	7
77	другой стороны	3	6
78	в состав	5	6
79	более или	2	6
80	конечном счете	2	6
81	как и	21	6
82	не менее	4	6
83	приводит к	2	6
84	еще не	8	6
85	в основе	6	6
86	то что	9	6
87	со стороны	15	6
88	уже не	7	6
89	с его	1	6
90	в ее	1	6
91	картина мира	17	6
92	с другими	1	6
93	в конечном	2	6
94	или иначе	2	6
95	между ними	1	6
96	или менее	2	6
97	героя и	5	6
98	того или	1	6
99	тем самым	6	6
100	в первой	1	6
101	или иного	1	6
102	кто говорит	1	5
103	в виду	3	5
104	не предполагает	2	5
105	как в	8	5
106	в художественном	1	5
107	воспринимающего сознания	2	5
108	можно сказать	6	5
109	не является	7	5
110	того чтобы	2	5
111	для того	1	5
112	жизни как	2	5
113	как правило	6	5
114	за пределами	3	5
115	иначе говоря	8	5
116	на почве	1	5
117	как к	1	5
118	данном случае	15	5
119	для него	5	5
120	композиционных форм	2	5
121	того что	7	5
122	между тем	3	5
123	он не	6	5
124	и тем	3	5
125	высказывания в	1	5
126	в пределах	3	5
127	по сути	5	5
128	и о	4	5
129	в ходе	3	5
130	могут быть	5	5
131	не случайно	1	5
132	текст в	1	4
133	без исключения	2	4
134	в отношении	1	4
135	уединенного сознания	1	4
136	не на	3	4
137	не следует	3	4
138	и сам	2	4
139	в этих	5	4
140	значении этого	1	4
141	отношения к	1	4
142	что он	2	4
143	в слове	4	4
144	для читателя	1	4
145	с позиций	1	4
146	художественного целого	2	4
147	входит в	2	4
148	в другом	2	4
149	говорить о	5	4
150	отношении к	1	4
151	и т.д	6	4
152	сказать что	1	4
153	в нашем	9	4
154	в текстах	2	4
155	к тому	9	4
156	текста как	1	4
157	во времени	2	4
158	никогда не	6	4
159	и того	3	4
160	это не	7	4
161	хотя и	10	4
162	в литературе	2	4
163	слова в	3	4
164	говоря словами	1	4
165	в их	2	4
166	его в	1	4
167	читателя в	1	4
168	но он	2	4
169	не знает	2	4
170	или даже	2	4
171	так в	5	4
172	мира и	5	4
173	по своему	3	4
174	со своей	4	4
175	а только	3	4
176	личности и	1	4
177	субъекта и	1	4
178	речи и	1	4
179	в свою	5	4
180	и что	2	4
181	самим собой	1	4
182	в форме	1	4
183	далеко не	5	4
184	того же	1	4
185	художественный текст	1	4
186	одного и	1	4
187	в силу	2	4
188	с ее	3	4
189	в целом	4	4
190	и ее	2	4
191	текста в	3	3
192	рамках которого	1	3
193	и к	2	3
194	и составляет	3	3
195	во втором	4	3
196	в таком	2	3
197	на меня	1	3
198	системе ценностей	1	3
199	для себя	2	3
200	искусства это	1	3
201	литературы как	1	3
202	даже в	3	3
203	в финале	4	3
204	своем составе	1	3
205	о чем	4	3
206	только не	1	3
207	подобно тому	3	3
208	если бы	10	3
209	оказывается в	3	3
210	все эти	1	3
211	а именно	3	3
212	в романе	6	3
213	именно в	1	3
214	по мысли	5	3
215	и адресата	6	3
216	например в	2	3
217	в жизни	7	3
218	сути дела	4	3
219	это позиция	2	3
220	общения людей	1	3
221	имеет место	6	3
222	к его	5	3
223	в соответствии	8	3
224	их в	3	3
225	роль в	2	3
226	в лирике	1	3
227	коммуникативных стратегий	1	3
228	в итоге	4	3
229	из которого	1	3
230	тем не	3	3
231	культуры в	1	3
232	следует подчеркнуть	5	3
233	перед нами	13	3
234	но их	1	3
235	свою очередь	5	3
236	между собой	2	3
237	своей природе	2	3
238	сводятся к	2	3
239	в противоположность	1	3
240	потому что	7	3
241	одной стороны	9	3
242	причастности к	1	3
243	между двумя	5	3
244	в одном	5	3
245	вслед за	3	3
246	не обязательно	2	3
247	о литературе	1	3
248	всех без	1	3
249	известной степени	1	3
250	текст как	1	3
251	мог бы	2	3
252	структуре текста	2	3
253	это отношение	1	3
254	во всей	1	3
255	не все	2	3
256	с читателем	1	3
257	от себя	2	3
258	и внешней	1	3
259	м.м бахтина	1	3
260	из этих	5	3
261	и для	8	3
262	человеческого я	1	3
263	о ней	4	3
264	таким образом	6	3
265	и то	1	3
266	человека к	1	3
267	и автора	1	3
268	в эпизоде	1	3
269	художественного высказывания	2	3
270	с одной	9	3
271	и вот	3	3
272	том числе	1	3
273	в произведении	1	3
274	в художественной	2	3
275	и потому	2	3
276	литературных текстов	1	3
277	ни к	3	3
278	к которому	2	3
279	как раз	5	3
280	не слияние	1	3
281	есть в	2	3
282	прежде всего	11	3
283	несет в	4	3
284	смешивать с	1	3
285	а на	4	3
286	и притом	3	3
287	связи с	2	3
288	или в	3	3
289	одним из	5	3
290	объекта и	1	3
291	в контексте	4	3
292	в равной	1	3
293	в связи	1	3
294	и как	2	3
295	а всего	1	3
296	в сторону	1	3
297	вовсе не	1	3
298	той или	5	3
299	во всех	2	3
300	а с	4	3
301	картины мира	12	3
302	классического реализма	2	3
303	сближение но	1	3
304	следует смешивать	1	3
305	однако если	1	3
306	тому как	3	3
307	принадлежит к	3	3
308	с языком	2	3
309	не с	4	3
310	нового времени	5	3
311	к области	1	3
312	этом смысле	1	3
313	равной степени	1	3
314	жизни однако	1	3
315	в этой	2	3
316	что можно	1	3
317	одного сознания	1	3
318	и др	2	3
319	человеческой жизни	4	3
320	столь же	3	3
321	являет собой	5	3
322	и по	3	3
323	отнюдь не	14	3
324	в точке	4	3
325	в культуре	2	3
326	мира в	8	3
327	в той	5	2
328	поскольку не	2	2
329	о жизни	2	2
330	литература как	1	2
331	ведет к	2	2
332	более не	2	2
333	мире и	1	2
334	образом и	1	2
335	один из	3	2
336	и здесь	2	2
337	и мира	5	2
338	речевой деятельности	2	2
339	и на	5	2
340	легкой руки	2	2
341	если в	3	2
342	рассказ о	1	2
343	жизни а	1	2
344	которая в	3	2
345	и который	2	2
346	и читателем	1	2
347	судьбы а	1	2
348	к числу	1	2
349	на второй	1	2
350	строго говоря	2	2
351	создает эффект	2	2
352	мира представляет	1	2
353	по слову	1	2
354	на этом	1	2
355	из которых	1	2
356	окружающей его	1	2
357	и неизбыточность	1	2
358	в году	2	2
359	знаков в	1	2
360	не признает	1	2
361	по себе	2	2
362	не могут	1	2
363	в них	4	2
364	оно не	2	2
365	и даже	3	2
366	как знаками	1	2
367	здесь мы	2	2
368	самом деле	6	2
369	может оказаться	1	2
370	заключается в	2	2
371	имеет дело	1	2
372	обращается к	2	2
373	гоголя или	1	2
374	читательского восприятия	1	2
375	значения и	2	2
376	лично для	1	2
377	и соответственно	4	2
378	с ними	2	2
379	вместе с	2	2
380	жизни в	5	2
381	не вполне	4	2
382	себя и	1	2
383	говоря и	1	2
384	адресата а	2	2
385	вследствие этого	5	2
386	ни для	1	2
387	в известном	1	2
388	в следующей	2	2
389	искусство слова	1	2
390	всей своей	4	2
391	жизни на	2	2
392	своей жизни	3	2
393	к своему	2	2
394	о том	7	2
395	в аспекте	3	2
396	не входит	2	2
397	при всем	1	2
